onset	duration	nwb_table	ProAnti3Marino_hit_history	ProAnti3Marino_psych_history	ProAnti3Marino_mem_history	StimulatorSection_stimulator_history	MaskSection_mask_history	AntibiasSection_LocalHitHistory	AntibiasSection_LocalSidesHistory	AntibiasSection_LocalLocHistory	state_type
4676.405068	3.0000049999998737	states									"            state_name
id                    
26  warndanger_warning"
4679.405574	26.47399999999925	trials	1.0	2.0	1.0	0.0	0.0	1.0	r	p	
4679.405574	26.47399999999925	states									"   state_name
id           
0     state_0"
4679.405574	0.016000999999960186	states									"          state_name
id                  
1   sending_trialnum"
4679.421575	15.14849299999969	states									"      state_name
id              
3   wait_for_cin"
4694.570068	1.0	states									"   state_name
id           
4     context"
4695.570068	0.0015149999999266583	states									"   state_name
id           
6       csgap"
4695.571583	0.5324849999997241	states									"   state_name
id           
11    stim_on"
4696.104068	0.0005000000001018634	states									"            state_name
id                    
14  son_reward_chooser"
4696.104568	0.06701200000043173	states									"        state_name
id                
17  reward_big_son"
4696.17158	0.9334879999996701	states									"        state_name
id                
22  post_reward_on"
4697.105068	0.11000000000058208	states									"         state_name
id                 
23  post_reward_off"
4697.215068	5.663499999999658	states									"         state_name
id                 
24  soft_drink_time"
4702.878568	0.0005049999999755528	states									"    state_name
id            
25  warndanger"
4702.879073	3.000500999999531	states									"            state_name
id                    
26  warndanger_warning"
4705.880068	8.535509999999704	trials	1.0	2.0	1.0	0.0	0.0	1.0	r	p	
4705.880068	8.535509999999704	states									"   state_name
id           
0     state_0"
4705.880068	0.01599999999962165	states									"          state_name
id                  
1   sending_trialnum"
4705.896068	0.14249999999992724	states									"      state_name
id              
3   wait_for_cin"
4706.038568	1.0005000000001019	states									"   state_name
id           
4     context"
4707.039068	0.0010000000002037268	states									"   state_name
id           
6       csgap"
4707.040068	0.8279999999995198	states									"   state_name
id           
11    stim_on"
4707.868068	0.0005000000001018634	states									"            state_name
id                    
14  son_reward_chooser"
4707.868568	0.06700000000000728	states									"        state_name
id                
17  reward_big_son"
4707.935568	0.9335000000000946	states									"        state_name
id                
22  post_reward_on"
4708.869068	0.08250800000041636	states									"         state_name
id                 
23  post_reward_off"
4708.951576	2.4629919999997583	states									"         state_name
id                 
24  soft_drink_time"
4711.414568	0.0005000000001018634	states									"    state_name
id            
25  warndanger"
4711.415068	3.0005099999998492	states									"            state_name
id                    
26  warndanger_warning"
4714.416068	21.941508999999314	trials	1.0	2.0	1.0	0.0	0.0	1.0	r	p	
4714.416068	21.941508999999314	states									"   state_name
id           
0     state_0"
4714.416068	0.01599999999962165	states									"          state_name
id                  
1   sending_trialnum"
4714.432068	10.55501600000025	states									"      state_name
id              
3   wait_for_cin"
4724.987084	1.000489999999445	states									"   state_name
id           
4     context"
4725.987574	0.001494000000093365	states									"   state_name
id           
6       csgap"
4725.989068	1.0005129999999554	states									"   state_name
id           
11    stim_on"
4726.989581	0.001487000000452099	states									"   state_name
id           
12   stim_off"
4726.991068	0.6785089999993943	states									"        state_name
id                
13  wait_for_spoke"
4727.669577	0.0004960000005667098	states									"             state_name
id                     
15  soff_reward_chooser"
4727.670073	0.06699500000013359	states									"         state_name
id                 
16  reward_big_soff"
4727.737068	0.7509999999992942	states									"         state_name
id                 
23  post_reward_off"
4728.488068	4.868506000000707	states									"         state_name
id                 
24  soft_drink_time"
4733.356574	0.0004989999997633277	states									"    state_name
id            
25  warndanger"
4733.357073	3.000503999999637	states									"            state_name
id                    
26  warndanger_warning"
4736.358068	10.683000000000902	trials	1.0	2.0	1.0	0.0	0.0	1.0	r	p	
4736.358068	10.683000000000902	states									"   state_name
id           
0     state_0"
4736.358068	0.016000000000531145	states									"          state_name
id                  
1   sending_trialnum"
4736.374068	0.14900000000034197	states									"      state_name
id              
3   wait_for_cin"
4736.523068	1.0	states									"   state_name
id           
4     context"
4737.523068	0.0014999999993960955	states									"   state_name
id           
6       csgap"
4737.524568	0.3164999999999054	states									"   state_name
id           
11    stim_on"
4737.841068	0.0005060000003140885	states									"            state_name
id                    
14  son_reward_chooser"
4737.841574	0.06699399999979505	states									"        state_name
id                
17  reward_big_son"
4737.908568	0.9335000000000946	states									"        state_name
id                
22  post_reward_on"
4738.842068	0.08651600000030157	states									"         state_name
id                 
23  post_reward_off"
4738.928584	5.11198400000012	states									"         state_name
id                 
24  soft_drink_time"
4744.040568	0.0005000000001018634	states									"    state_name
id            
25  warndanger"
4744.041068	3.0	states									"            state_name
id                    
26  warndanger_warning"
4747.041574	10.3209939999997	trials	1.0	2.0	1.0	0.0	0.0	1.0	r	p	
4747.041574	10.3209939999997	states									"   state_name
id           
0     state_0"
4747.041574	0.01600200000029872	states									"          state_name
id                  
1   sending_trialnum"
4747.057576	1.0169989999994868	states									"      state_name
id              
3   wait_for_cin"
4748.074575	1.0004930000004606	states									"   state_name
id           
4     context"
4749.075068	0.0010000000002037268	states									"   state_name
id           
6       csgap"
4749.076068	0.9159999999992579	states									"   state_name
id           
11    stim_on"
4749.992068	0.0005000000001018634	states									"            state_name
id                    
14  son_reward_chooser"
4749.992568	0.06700900000032561	states									"        state_name
id                
17  reward_big_son"
4750.059577	0.9334909999997762	states									"        state_name
id                
22  post_reward_on"
4750.993068	0.021999999999934516	states									"         state_name
id                 
23  post_reward_off"
4751.015068	3.3465150000001813	states									"         state_name
id                 
24  soft_drink_time"
4754.361583	0.0004850000004807953	states									"    state_name
id            
25  warndanger"
4754.362068	3.0004999999991924	states									"            state_name
id                    
26  warndanger_warning"
4757.363068	10.686999999999898	trials	1.0	2.0	1.0	0.0	0.0	1.0	r	p	
4757.363068	10.686999999999898	states									"   state_name
id           
0     state_0"
4757.363068	0.016000000000531145	states									"          state_name
id                  
1   sending_trialnum"
4757.379068	0.7789999999995416	states									"      state_name
id              
3   wait_for_cin"
4758.158068	1.0	states									"   state_name
id           
4     context"
4759.158068	0.0010000000002037268	states									"   state_name
id           
6       csgap"
4759.159068	0.9425119999996241	states									"   state_name
id           
11    stim_on"
4760.10158	0.00048800000058690784	states									"            state_name
id                    
14  son_reward_chooser"
4760.102068	0.057517000000189	states									"        state_name
id                
17  reward_big_son"
4760.159585	0.009482999999818276	states									"            state_name
id                    
18  reward_big_soffwon"
4760.169068	0.20701000000008207	states									"         state_name
id                 
23  post_reward_off"
4760.376078	4.673501000000215	states									"         state_name
id                 
24  soft_drink_time"
4765.049579	0.0004889999991064542	states									"    state_name
id            
25  warndanger"
4765.050068	3.0	states									"            state_name
id                    
26  warndanger_warning"
4768.050568	9.793007000000216	trials	1.0	2.0	1.0	0.0	0.0	1.0	r	p	
4768.050568	9.793007000000216	states									"   state_name
id           
0     state_0"
4768.050568	0.016005000000404834	states									"          state_name
id                  
1   sending_trialnum"
4768.066573	1.0794949999999517	states									"      state_name
id              
3   wait_for_cin"
4769.146068	1.0	states									"   state_name
id           
4     context"
4770.146068	0.0010000000002037268	states									"   state_name
id           
6       csgap"
4770.147068	1.0005160000000615	states									"   state_name
id           
11    stim_on"
4771.147584	0.001488999999310181	states									"   state_name
id           
12   stim_off"
4771.149073	0.36749500000041735	states									"        state_name
id                
13  wait_for_spoke"
4771.516568	0.0005000000001018634	states									"             state_name
id                     
15  soff_reward_chooser"
4771.517068	0.06700000000000728	states									"         state_name
id                 
16  reward_big_soff"
4771.584068	0.07849999999962165	states									"         state_name
id                 
23  post_reward_off"
4771.662568	3.180000000000291	states									"         state_name
id                 
24  soft_drink_time"
4774.842568	0.0005000000001018634	states									"    state_name
id            
25  warndanger"
4774.843068	3.000506999999743	states									"            state_name
id                    
26  warndanger_warning"
4777.844068	15.372004999999263	trials	1.0	2.0	1.0	0.0	0.0	1.0	r	p	
4777.844068	15.372004999999263	states									"   state_name
id           
0     state_0"
4777.844068	0.01599999999962165	states									"          state_name
id                  
1   sending_trialnum"
4777.860068	5.826000000000022	states									"      state_name
id              
3   wait_for_cin"
4783.686068	1.0	states									"   state_name
id           
4     context"
4784.686068	0.0010160000001633307	states									"   state_name
id           
6       csgap"
4784.687084	1.0004939999998896	states									"   state_name
id           
11    stim_on"
4785.687578	0.001495999999860942	states									"   state_name
id           
12   stim_off"
4785.689074	0.6645029999999679	states									"        state_name
id                
13  wait_for_spoke"
4786.353577	0.0004969999999957508	states									"             state_name
id                     
15  soff_reward_chooser"
4786.354074	0.06699399999979505	states									"         state_name
id                 
16  reward_big_soff"
4786.421068	0.07750000000032742	states									"         state_name
id                 
23  post_reward_off"
4786.498568	3.7170050000004267	states									"         state_name
id                 
24  soft_drink_time"
4790.215573	0.0004949999993186793	states									"    state_name
id            
25  warndanger"
4790.216068	3.0000049999998737	states									"            state_name
id                    
26  warndanger_warning"
4793.216573	10.244011000000683	trials	1.0	2.0	1.0	0.0	0.0	1.0	r	p	
4793.216573	10.244011000000683	states									"   state_name
id           
0     state_0"
4793.216573	0.016000000000531145	states									"          state_name
id                  
1   sending_trialnum"
4793.232573	1.3944949999995515	states									"      state_name
id              
3   wait_for_cin"
4794.627068	1.0	states									"   state_name
id           
4     context"
4795.627068	0.0015000000003055902	states									"   state_name
id           
6       csgap"
4795.628568	0.5270119999995586	states									"   state_name
id           
11    stim_on"
4796.15558	0.00048800000058690784	states									"            state_name
id                    
14  son_reward_chooser"
4796.156068	0.06701599999996688	states									"        state_name
id                
17  reward_big_son"
4796.223084	0.933484000000135	states									"        state_name
id                
22  post_reward_on"
4797.156568	0.06100900000001275	states									"         state_name
id                 
23  post_reward_off"
4797.217577	3.2424909999999727	states									"         state_name
id                 
24  soft_drink_time"
4800.460068	0.0005000000001018634	states									"    state_name
id            
25  warndanger"
4800.460568	3.0000159999999596	states									"            state_name
id                    
26  warndanger_warning"
4803.461068	18.74650600000041	trials	1.0	2.0	1.0	0.0	0.0	1.0	r	p	
4803.461068	18.74650600000041	states									"   state_name
id           
0     state_0"
4803.461068	0.016000000000531145	states									"          state_name
id                  
1   sending_trialnum"
4803.477068	9.375	states									"      state_name
id              
3   wait_for_cin"
4812.852068	1.0005000000001019	states									"   state_name
id           
4     context"
4813.852568	0.0010059999995064572	states									"   state_name
id           
6       csgap"
4813.853574	0.8000050000000556	states									"   state_name
id           
11    stim_on"
4814.653579	0.0004890000000159489	states									"            state_name
id                    
14  son_reward_chooser"
4814.654068	0.0670060000002195	states									"        state_name
id                
17  reward_big_son"
4814.721074	0.9334939999998824	states									"        state_name
id                
22  post_reward_on"
4815.654568	0.06100799999967421	states									"         state_name
id                 
23  post_reward_off"
4815.715576	3.4909920000000056	states									"         state_name
id                 
24  soft_drink_time"
4819.206568	0.0005000000001018634	states									"    state_name
id            
25  warndanger"
4819.207068	3.000506000000314	states									"            state_name
id                    
26  warndanger_warning"
4822.208068	24.334499999999935	trials	1.0	2.0	1.0	0.0	0.0	1.0	r	p	
4822.208068	24.334499999999935	states									"   state_name
id           
0     state_0"
4822.208068	0.016000000000531145	states									"          state_name
id                  
1   sending_trialnum"
4822.224068	15.592999999999847	states									"      state_name
id              
3   wait_for_cin"
4837.817068	1.0	states									"   state_name
id           
4     context"
4838.817068	0.0009999999992942321	states									"   state_name
id           
6       csgap"
4838.818068	0.9935150000001158	states									"   state_name
id           
11    stim_on"
4839.811583	0.0004850000004807953	states									"            state_name
id                    
14  son_reward_chooser"
4839.812068	0.0059999999994033715	states									"        state_name
id                
17  reward_big_son"
4839.818068	0.061005000000477594	states									"            state_name
id                    
18  reward_big_soffwon"
4839.879073	0.7259949999997843	states									"         state_name
id                 
23  post_reward_off"
4840.605068	2.936507999999776	states									"         state_name
id                 
24  soft_drink_time"
4843.541576	0.0004920000001220615	states									"    state_name
id            
25  warndanger"
4843.542068	3.000500000000102	states									"            state_name
id                    
26  warndanger_warning"
4846.543068	14.48949999999968	trials	1.0	2.0	1.0	0.0	0.0	1.0	r	p	
4846.543068	14.48949999999968	states									"   state_name
id           
0     state_0"
4846.543068	0.01599999999962165	states									"          state_name
id                  
1   sending_trialnum"
4846.559068	5.815000000000509	states									"      state_name
id              
3   wait_for_cin"
4852.374068	1.0	states									"   state_name
id           
4     context"
4853.374068	0.0010000000002037268	states									"   state_name
id           
6       csgap"
4853.375068	0.3925089999993361	states									"   state_name
id           
11    stim_on"
4853.767577	0.0004960000005667098	states									"            state_name
id                    
14  son_reward_chooser"
4853.768073	0.06699500000013359	states									"        state_name
id                
17  reward_big_son"
4853.835068	0.9335000000000946	states									"        state_name
id                
22  post_reward_on"
4854.768568	0.4399999999995998	states									"         state_name
id                 
23  post_reward_off"
4855.208568	2.823500000000422	states									"         state_name
id                 
24  soft_drink_time"
4858.032068	0.0004999999991923687	states									"    state_name
id            
25  warndanger"
4858.032568	3.0	states									"            state_name
id                    
26  warndanger_warning"
4861.033068	46.376508000000285	trials	1.0	2.0	1.0	0.0	0.0	1.0	r	p	
4861.033068	46.376508000000285	states									"   state_name
id           
0     state_0"
4861.033068	0.016000000000531145	states									"          state_name
id                  
1   sending_trialnum"
4861.049068	37.74201600000015	states									"      state_name
id              
3   wait_for_cin"
4898.791084	1.000489000000016	states									"   state_name
id           
4     context"
4899.791573	0.0010009999996327679	states									"   state_name
id           
6       csgap"
4899.792574	0.2710029999998369	states									"   state_name
id           
11    stim_on"
4900.063577	0.0004909999997835257	states									"            state_name
id                    
14  son_reward_chooser"
4900.064068	0.06700000000000728	states									"        state_name
id                
17  reward_big_son"
4900.131068	0.9335000000000946	states									"        state_name
id                
22  post_reward_on"
4901.064568	0.05501000000003842	states									"         state_name
id                 
23  post_reward_off"
4901.119578	3.2889900000000125	states									"         state_name
id                 
24  soft_drink_time"
4904.408568	0.0005000000001018634	states									"    state_name
id            
25  warndanger"
4904.409068	3.0005080000000817	states									"            state_name
id                    
26  warndanger_warning"
4907.410068	15.779512999999497	trials	1.0	2.0	1.0	0.0	0.0	1.0	r	p	
4907.410068	15.779512999999497	states									"   state_name
id           
0     state_0"
4907.410068	0.01599999999962165	states									"          state_name
id                  
1   sending_trialnum"
4907.426068	5.980500000000575	states									"      state_name
id              
3   wait_for_cin"
4913.406568	1.0000099999997474	states									"   state_name
id           
4     context"
4914.406578	0.0014899999996487168	states									"   state_name
id           
6       csgap"
4914.408068	0.6155090000002019	states									"   state_name
id           
11    stim_on"
4915.023577	0.0004909999997835257	states									"            state_name
id                    
14  son_reward_chooser"
4915.024068	0.06700000000000728	states									"        state_name
id                
17  reward_big_son"
4915.091068	0.9335049999999683	states									"        state_name
id                
22  post_reward_on"
4916.024573	0.13599500000054832	states									"         state_name
id                 
23  post_reward_off"
4916.160568	4.027999999999338	states									"         state_name
id                 
24  soft_drink_time"
4920.188568	0.0005000000001018634	states									"    state_name
id            
25  warndanger"
4920.189068	3.0005129999999554	states									"            state_name
id                    
26  warndanger_warning"
4923.190068	17.94800000000032	trials	1.0	2.0	1.0	0.0	0.0	1.0	r	p	
4923.190068	17.94800000000032	states									"   state_name
id           
0     state_0"
4923.190068	0.016005000000404834	states									"          state_name
id                  
1   sending_trialnum"
4923.206073	3.414494999999988	states									"      state_name
id              
3   wait_for_cin"
4926.620568	1.0	states									"   state_name
id           
4     context"
4927.620568	0.0010219999994660611	states									"   state_name
id           
6       csgap"
4927.62159	0.0549829999999929	states									"   state_name
id           
11    stim_on"
4927.676573	0.000495000000228174	states									"            state_name
id                    
14  son_reward_chooser"
4927.677068	0.06700000000000728	states									"        state_name
id                
17  reward_big_son"
4927.744068	0.9335110000001805	states									"        state_name
id                
22  post_reward_on"
4928.677579	0.40448899999955756	states									"         state_name
id                 
23  post_reward_off"
4929.082068	9.055000000000291	states									"         state_name
id                 
24  soft_drink_time"
4938.137068	0.0005090000004202011	states									"    state_name
id            
25  warndanger"
4938.137577	3.0004909999997835	states									"            state_name
id                    
26  warndanger_warning"
4941.138569	15.310515000000123	trials	1.0	2.0	1.0	0.0	0.0	1.0	r	p	
4941.138569	15.310515000000123	states									"   state_name
id           
0     state_0"
4941.138569	0.01599900000019261	states									"          state_name
id                  
1   sending_trialnum"
4941.154568	4.69350200000008	states									"      state_name
id              
3   wait_for_cin"
4945.84807	1.0004980000003343	states									"   state_name
id           
4     context"
4946.848568	0.0010059999995064572	states									"   state_name
id           
6       csgap"
4946.849574	0.30449399999997695	states									"   state_name
id           
11    stim_on"
4947.154068	0.0005000000001018634	states									"            state_name
id                    
14  son_reward_chooser"
4947.154568	0.06700900000032561	states									"        state_name
id                
17  reward_big_son"
4947.221577	0.9334920000001148	states									"        state_name
id                
22  post_reward_on"
4948.155069	0.12700599999971018	states									"         state_name
id                 
23  post_reward_off"
4948.282075	5.16599799999949	states									"         state_name
id                 
24  soft_drink_time"
4953.448073	0.0005000000001018634	states									"    state_name
id            
25  warndanger"
4953.448573	3.0005110000001878	states									"            state_name
id                    
26  warndanger_warning"
4956.449577	8.964990999999827	trials	1.0	2.0	1.0	0.0	0.0	1.0	r	p	
4956.449577	8.964990999999827	states									"   state_name
id           
0     state_0"
4956.449577	0.016010999999707565	states									"          state_name
id                  
1   sending_trialnum"
4956.465588	0.40398999999979424	states									"      state_name
id              
3   wait_for_cin"
4956.869578	1.0000040000004446	states									"   state_name
id           
4     context"
4957.869582	0.0014919999994162936	states									"   state_name
id           
6       csgap"
4957.871074	0.06300000000010186	states									"   state_name
id           
11    stim_on"
4957.934074	0.0005000000001018634	states									"            state_name
id                    
14  son_reward_chooser"
4957.934574	0.06700100000034581	states									"        state_name
id                
17  reward_big_son"
4958.001575	0.9335089999995034	states									"        state_name
id                
22  post_reward_on"
4958.935084	0.009984000000258675	states									"         state_name
id                 
23  post_reward_off"
4958.945068	3.4685040000003937	states									"         state_name
id                 
24  soft_drink_time"
4962.413572	0.0004959999996572151	states									"    state_name
id            
25  warndanger"
4962.414068	3.000500000000102	states									"            state_name
id                    
26  warndanger_warning"
4965.415068	13.920005999999375	trials	1.0	2.0	1.0	0.0	0.0	1.0	r	p	
4965.415068	13.920005999999375	states									"   state_name
id           
0     state_0"
4965.415068	0.016005999999833875	states									"          state_name
id                  
1   sending_trialnum"
4965.431074	3.935494999999719	states									"      state_name
id              
3   wait_for_cin"
4969.366569	1.0004989999997633	states									"   state_name
id           
4     context"
4970.367068	0.0015000000003055902	states									"   state_name
id           
6       csgap"
4970.368568	0.8055009999998219	states									"   state_name
id           
11    stim_on"
4971.174069	0.0004990000006728224	states									"            state_name
id                    
14  son_reward_chooser"
4971.174568	0.0670109999991837	states									"        state_name
id                
17  reward_big_son"
4971.241579	0.9334890000000087	states									"        state_name
id                
22  post_reward_on"
4972.175068	0.05900000000019645	states									"         state_name
id                 
23  post_reward_off"
4972.234068	4.100007000000005	states									"         state_name
id                 
24  soft_drink_time"
4976.334075	0.0004990000006728224	states									"    state_name
id            
25  warndanger"
4976.334574	3.0004999999991924	states									"            state_name
id                    
26  warndanger_warning"
4979.335577	23.470000000000255	trials	1.0	2.0	1.0	0.0	0.0	1.0	r	p	
4979.335577	23.470000000000255	states									"   state_name
id           
0     state_0"
4979.335577	0.015996000000086497	states									"          state_name
id                  
1   sending_trialnum"
4979.351573	11.402004999999917	states									"      state_name
id              
3   wait_for_cin"
4990.753578	1.0004900000003545	states									"   state_name
id           
4     context"
4991.754068	0.0015089999997144332	states									"   state_name
id           
6       csgap"
4991.755577	0.07049100000040198	states									"   state_name
id           
11    stim_on"
4991.826068	0.0005000000001018634	states									"            state_name
id                    
14  son_reward_chooser"
4991.826568	0.06700899999941612	states									"        state_name
id                
17  reward_big_son"
4991.893577	0.9334909999997762	states									"        state_name
id                
22  post_reward_on"
4992.827068	0.2695000000003347	states									"         state_name
id                 
23  post_reward_off"
4993.096568	6.708505000000514	states									"         state_name
id                 
24  soft_drink_time"
4999.805073	0.000503999999637017	states									"    state_name
id            
25  warndanger"
4999.805577	3.0	states									"            state_name
id                    
26  warndanger_warning"
5002.806068	16.437511000000086	trials	1.0	2.0	1.0	0.0	0.0	1.0	r	p	
5002.806068	16.437511000000086	states									"   state_name
id           
0     state_0"
5002.806068	0.016000000000531145	states									"          state_name
id                  
1   sending_trialnum"
5002.822068	0.5480069999994157	states									"      state_name
id              
3   wait_for_cin"
5003.370075	1.0005090000004202	states									"   state_name
id           
4     context"
5004.370584	0.0014839999994364916	states									"   state_name
id           
6       csgap"
5004.372068	0.7610060000006342	states									"   state_name
id           
11    stim_on"
5005.133074	0.0005029999992984813	states									"            state_name
id                    
14  son_reward_chooser"
5005.133577	0.06700700000055804	states									"        state_name
id                
17  reward_big_son"
5005.200584	0.933484000000135	states									"        state_name
id                
22  post_reward_on"
5006.134068	0.1075089999994816	states									"         state_name
id                 
23  post_reward_off"
5006.241577	10.000996000000669	states									"         state_name
id                 
24  soft_drink_time"
5016.242573	0.0004949999993186793	states									"    state_name
id            
25  warndanger"
5016.243068	3.0005110000001878	states									"            state_name
id                    
26  warndanger_warning"
5019.244068	22.730499999999665	trials	1.0	2.0	1.0	0.0	0.0	1.0	r	p	
5019.244068	22.730499999999665	states									"   state_name
id           
0     state_0"
5019.244068	0.01599999999962165	states									"          state_name
id                  
1   sending_trialnum"
5019.260068	12.824000000000524	states									"      state_name
id              
3   wait_for_cin"
5032.084068	1.0	states									"   state_name
id           
4     context"
5033.084068	0.0010000000002037268	states									"   state_name
id           
6       csgap"
5033.085068	0.04500000000007276	states									"   state_name
id           
11    stim_on"
5033.130068	0.0004999999991923687	states									"            state_name
id                    
14  son_reward_chooser"
5033.130568	0.06700900000032561	states									"        state_name
id                
17  reward_big_son"
5033.197577	0.9334959999996499	states									"        state_name
id                
22  post_reward_on"
5034.131073	0.002995000000737491	states									"         state_name
id                 
23  post_reward_off"
5034.134068	4.839503999999579	states									"         state_name
id                 
24  soft_drink_time"
5038.973572	0.0005019999998694402	states									"    state_name
id            
25  warndanger"
5038.974074	3.0004939999998896	states									"            state_name
id                    
26  warndanger_warning"
5041.975068	15.551006000000598	trials	1.0	2.0	1.0	0.0	0.0	1.0	r	p	
5041.975068	15.551006000000598	states									"   state_name
id           
0     state_0"
5041.975068	0.016000000000531145	states									"          state_name
id                  
1   sending_trialnum"
5041.991068	6.085000000000036	states									"      state_name
id              
3   wait_for_cin"
5048.076068	1.0	states									"   state_name
id           
4     context"
5049.076068	0.001504999999269785	states									"   state_name
id           
6       csgap"
5049.077573	0.052001000000018394	states									"   state_name
id           
11    stim_on"
5049.129574	0.000494000000799133	states									"            state_name
id                    
14  son_reward_chooser"
5049.130068	0.06700000000000728	states									"        state_name
id                
17  reward_big_son"
5049.197068	0.9334999999991851	states									"        state_name
id                
22  post_reward_on"
5050.130568	0.08000000000083674	states									"         state_name
id                 
23  post_reward_off"
5050.210568	4.315008999999918	states									"         state_name
id                 
24  soft_drink_time"
5054.525577	0.0004959999996572151	states									"    state_name
id            
25  warndanger"
5054.526073	3.0000010000003385	states									"            state_name
id                    
26  warndanger_warning"
5057.526573	11.157003000000259	trials	1.0	2.0	1.0	0.0	0.0	1.0	r	p	
5057.526573	11.157003000000259	states									"   state_name
id           
0     state_0"
5057.526573	0.01599499999974796	states									"          state_name
id                  
1   sending_trialnum"
5057.542568	0.0005060000003140885	states									"      state_name
id              
3   wait_for_cin"
5057.543074	1.0005110000001878	states									"   state_name
id           
4     context"
5058.543585	0.0014830000000074506	states									"   state_name
id           
6       csgap"
5058.545068	0.06549999999970169	states									"   state_name
id           
11    stim_on"
5058.610568	0.0005000000001018634	states									"            state_name
id                    
14  son_reward_chooser"
5058.611068	0.06700000000000728	states									"        state_name
id                
17  reward_big_son"
5058.678068	0.9335110000001805	states									"        state_name
id                
22  post_reward_on"
5059.611579	0.014491999999336258	states									"         state_name
id                 
23  post_reward_off"
5059.626071	6.056997000000592	states									"         state_name
id                 
24  soft_drink_time"
5065.683068	0.0005069999997431296	states									"    state_name
id            
25  warndanger"
5065.683575	3.0000010000003385	states									"            state_name
id                    
26  warndanger_warning"
5068.684068	31.92950800000017	trials	1.0	2.0	1.0	0.0	0.0	1.0	r	p	
5068.684068	31.92950800000017	states									"   state_name
id           
0     state_0"
5068.684068	0.016000000000531145	states									"          state_name
id                  
1   sending_trialnum"
5068.700068	22.914999999999964	states									"      state_name
id              
3   wait_for_cin"
5091.615068	1.0005089999995107	states									"   state_name
id           
4     context"
5092.615577	0.0014909999999872525	states									"   state_name
id           
6       csgap"
5092.617068	0.34400900000036927	states									"   state_name
id           
11    stim_on"
5092.961077	0.0004980000003342866	states									"            state_name
id                    
14  son_reward_chooser"
5092.961575	0.06699299999945652	states									"        state_name
id                
17  reward_big_son"
5093.028568	0.9335000000000946	states									"        state_name
id                
22  post_reward_on"
5093.962068	0.02099999999973079	states									"         state_name
id                 
23  post_reward_off"
5093.983068	3.6295060000002195	states									"         state_name
id                 
24  soft_drink_time"
5097.612574	0.0005019999998694402	states									"    state_name
id            
25  warndanger"
5097.613076	3.000500000000102	states									"            state_name
id                    
26  warndanger_warning"
5100.614068	15.436999999999898	trials	1.0	2.0	1.0	0.0	0.0	1.0	r	p	
5100.614068	15.436999999999898	states									"   state_name
id           
0     state_0"
5100.614068	0.016000000000531145	states									"          state_name
id                  
1   sending_trialnum"
5100.630068	6.11449999999968	states									"      state_name
id              
3   wait_for_cin"
5106.744568	1.0	states									"   state_name
id           
4     context"
5107.744568	0.0010080000001835288	states									"   state_name
id           
6       csgap"
5107.745576	0.5874919999996564	states									"   state_name
id           
11    stim_on"
5108.333068	0.0005080000000816653	states									"            state_name
id                    
14  son_reward_chooser"
5108.333576	0.06699200000002747	states									"        state_name
id                
17  reward_big_son"
5108.400568	0.9335000000000946	states									"        state_name
id                
22  post_reward_on"
5109.334068	0.05249999999978172	states									"         state_name
id                 
23  post_reward_off"
5109.386568	3.66399999999976	states									"         state_name
id                 
24  soft_drink_time"
5113.050568	0.0005000000001018634	states									"    state_name
id            
25  warndanger"
5113.051068	3.0	states									"            state_name
id                    
26  warndanger_warning"
5116.051574	10.068003999999746	trials	1.0	2.0	1.0	0.0	0.0	1.0	r	p	
5116.051574	10.068003999999746	states									"   state_name
id           
0     state_0"
5116.051574	0.016000999999960186	states									"          state_name
id                  
1   sending_trialnum"
5116.067575	2.292993000000024	states									"      state_name
id              
3   wait_for_cin"
5118.360568	1.0005000000001019	states									"   state_name
id           
4     context"
5119.361068	0.0010000000002037268	states									"   state_name
id           
6       csgap"
5119.362068	0.3135119999997187	states									"   state_name
id           
11    stim_on"
5119.67558	0.00048799999967741314	states									"            state_name
id                    
14  son_reward_chooser"
5119.676068	0.06700000000000728	states									"        state_name
id                
17  reward_big_son"
5119.743068	0.9335160000000542	states									"        state_name
id                
22  post_reward_on"
5120.676584	0.07798499999989872	states									"         state_name
id                 
23  post_reward_off"
5120.754569	2.364499000000251	states									"         state_name
id                 
24  soft_drink_time"
5123.119068	0.0005080000000816653	states									"    state_name
id            
25  warndanger"
5123.119576	3.0000019999997676	states									"            state_name
id                    
26  warndanger_warning"
5126.120068	27.71849999999995	trials	1.0	2.0	1.0	0.0	0.0	1.0	r	p	
5126.120068	27.71849999999995	states									"   state_name
id           
0     state_0"
5126.120068	0.01599999999962165	states									"          state_name
id                  
1   sending_trialnum"
5126.136068	18.160499999999956	states									"      state_name
id              
3   wait_for_cin"
5144.296568	1.0	states									"   state_name
id           
4     context"
5145.296568	0.0010019999999713036	states									"   state_name
id           
6       csgap"
5145.29757	0.6734980000001087	states									"   state_name
id           
11    stim_on"
5145.971068	0.0005090000004202011	states									"            state_name
id                    
14  son_reward_chooser"
5145.971577	0.06699099999968894	states									"        state_name
id                
17  reward_big_son"
5146.038568	0.9335010000004331	states									"        state_name
id                
22  post_reward_on"
5146.972069	0.07749899999998888	states									"         state_name
id                 
23  post_reward_off"
5147.049568	3.7880169999998543	states									"         state_name
id                 
24  soft_drink_time"
5150.837585	0.00048299999980372377	states									"    state_name
id            
25  warndanger"
5150.838068	3.000500000000102	states									"            state_name
id                    
26  warndanger_warning"
