onset	duration	nwb_table	ProAnti3Marino_hit_history	ProAnti3Marino_psych_history	ProAnti3Marino_mem_history	StimulatorSection_stimulator_history	MaskSection_mask_history	AntibiasSection_LocalHitHistory	AntibiasSection_LocalSidesHistory	AntibiasSection_LocalLocHistory	state_type
479.890685	50.625993999999935	trials	1.0	1.0	1.0	0.0	0.0	1.0	l	p	
479.890685	50.625993999999935	states									"   state_name
id           
0     state_0"
479.890685	0.01599399999997786	states									"          state_name
id                  
1   sending_trialnum"
479.906679	37.09949599999999	states									"      state_name
id              
3   wait_for_cin"
517.006175	1.0	states									"   state_name
id           
4     context"
518.006175	0.0014999999999645297	states									"   state_name
id           
6       csgap"
518.007675	1.0005060000000867	states									"   state_name
id           
11    stim_on"
519.008181	0.0010019999999713036	states									"   state_name
id           
12   stim_off"
519.009183	7.077991999999995	states									"        state_name
id                
13  wait_for_spoke"
526.087175	0.0004999999999881766	states									"             state_name
id                     
15  soff_reward_chooser"
526.087675	0.06550100000004022	states									"         state_name
id                 
16  reward_big_soff"
526.153176	0.33199899999999616	states									"         state_name
id                 
23  post_reward_off"
526.485175	1.030499999999961	states									"         state_name
id                 
24  soft_drink_time"
527.515675	0.0004999999999881766	states									"    state_name
id            
25  warndanger"
527.516175	3.000503999999978	states									"            state_name
id                    
26  warndanger_warning"
530.517175	194.37400000000002	trials	1.0	1.0	1.0	0.0	0.0	1.0	l	p	
530.517175	194.37400000000002	states									"   state_name
id           
0     state_0"
530.517175	0.016000000000076398	states									"          state_name
id                  
1   sending_trialnum"
530.533175	182.93450499999994	states									"      state_name
id              
3   wait_for_cin"
713.46768	1.0004950000000008	states									"   state_name
id           
4     context"
714.468175	0.0015000000000782165	states									"   state_name
id           
6       csgap"
714.469675	0.24549999999999272	states									"   state_name
id           
11    stim_on"
714.715175	0.0004999999999881766	states									"            state_name
id                    
14  son_reward_chooser"
714.715675	0.06549999999992906	states									"        state_name
id                
17  reward_big_son"
714.781175	0.9350160000000187	states									"        state_name
id                
22  post_reward_on"
715.716191	0.2404950000000099	states									"         state_name
id                 
23  post_reward_off"
715.956686	5.933992999999987	states									"         state_name
id                 
24  soft_drink_time"
721.890679	0.0004959999999982756	states									"    state_name
id            
25  warndanger"
721.891175	3.0	states									"            state_name
id                    
26  warndanger_warning"
724.891675	29.081007999999997	trials	0.0	1.0	1.0	0.0	0.0	0.0	l	p	
724.891675	29.081007999999997	states									"   state_name
id           
0     state_0"
724.891675	0.016000000000076398	states									"          state_name
id                  
1   sending_trialnum"
724.907675	19.337501999999972	states									"      state_name
id              
3   wait_for_cin"
744.245177	1.0004979999999932	states									"   state_name
id           
4     context"
745.245675	0.0010109999999485808	states									"   state_name
id           
6       csgap"
745.246686	1.000007000000096	states									"   state_name
id           
11    stim_on"
746.246693	0.0014909999999872525	states									"   state_name
id           
12   stim_off"
746.248184	2.7234909999999672	states									"        state_name
id                
13  wait_for_spoke"
748.971675	5.001007999999956	states									"     state_name
id             
28  error_state"
753.973175	98.70951600000001	trials	0.0	1.0	1.0	0.0	0.0	0.0	l	p	
753.973175	98.70951600000001	states									"   state_name
id           
0     state_0"
753.973175	0.016000000000076398	states									"          state_name
id                  
1   sending_trialnum"
753.989175	92.25999999999999	states									"      state_name
id              
3   wait_for_cin"
846.249175	1.0000079999999798	states									"   state_name
id           
4     context"
847.249183	0.0014949999999771535	states									"   state_name
id           
6       csgap"
847.250678	0.4309970000000476	states									"   state_name
id           
11    stim_on"
847.681675	5.001015999999936	states									"     state_name
id             
28  error_state"
852.683175	30.350505	trials	1.0	1.0	1.0	0.0	0.0	1.0	l	p	
852.683175	30.350505	states									"   state_name
id           
0     state_0"
852.683175	0.01599999999996271	states									"          state_name
id                  
1   sending_trialnum"
852.699175	14.812002000000007	states									"      state_name
id              
3   wait_for_cin"
867.511177	1.0004979999999932	states									"   state_name
id           
4     context"
868.511675	0.0010090000000673172	states									"   state_name
id           
6       csgap"
868.512684	1.000491000000011	states									"   state_name
id           
11    stim_on"
869.513175	0.0009999999999763531	states									"   state_name
id           
12   stim_off"
869.514175	0.153507999999988	states									"        state_name
id                
13  wait_for_spoke"
869.667683	0.0004920000000083746	states									"             state_name
id                     
15  soff_reward_chooser"
869.668175	0.06549999999992906	states									"         state_name
id                 
16  reward_big_soff"
869.733675	0.2980000000000018	states									"         state_name
id                 
23  post_reward_off"
870.031675	10.001011000000062	states									"         state_name
id                 
24  soft_drink_time"
880.032686	0.0004959999999982756	states									"    state_name
id            
25  warndanger"
880.033182	3.0004979999999932	states									"            state_name
id                    
26  warndanger_warning"
883.034191	59.75498600000003	trials	1.0	1.0	1.0	0.0	0.0	1.0	l	p	
883.034191	59.75498600000003	states									"   state_name
id           
0     state_0"
883.034191	0.015984000000003107	states									"          state_name
id                  
1   sending_trialnum"
883.050175	29.79550000000006	states									"      state_name
id              
3   wait_for_cin"
912.845675	1.0	states									"   state_name
id           
4     context"
913.845675	0.001007999999956155	states									"   state_name
id           
6       csgap"
913.846683	1.0000029999999924	states									"   state_name
id           
11    stim_on"
914.846686	0.001488999999992302	states									"   state_name
id           
12   stim_off"
914.848175	14.663000000000011	states									"        state_name
id                
13  wait_for_spoke"
929.511175	0.0004999999999881766	states									"             state_name
id                     
15  soff_reward_chooser"
929.511675	0.06550000000004275	states									"         state_name
id                 
16  reward_big_soff"
929.577175	0.21000000000003638	states									"         state_name
id                 
23  post_reward_off"
929.787175	10.000999999999976	states									"         state_name
id                 
24  soft_drink_time"
939.788175	0.000509999999962929	states									"    state_name
id            
25  warndanger"
