onset	duration	nwb_table	PBups_hit_history	PBups_violation_history	SidesSection_previous_sounds	SidesSection_previous_samples	SidesSection_previous_memory_gaps	SidesSection_previous_rt_task	SidesSection_previous_stims	PBupsSection_LocalPrevSides	PBupsSection_LocalPrevSounds	state_type
149.172566	9.50100900000001	trials	1.0	0.0	1.0	2.0	-0.012000000000000455	0.0	0.0	r	1.0	
149.172566	9.50100900000001	states										"   state_name
id           
0     state_0"
149.172566	0.016000000000019554	states										"          state_name
id                  
1   sending_trialnum"
149.188566	0.019006999999987784	states										"           state_name
id                   
3   clean_sound_state"
149.207573	0.002001000000007025	states										"   state_name
id           
4         iti"
149.209574	0.8040009999999995	states										"         state_name
id                 
6   wait_for_cpoke1"
150.013575	0.0029910000000086256	states										"             state_name
id                     
8   play_stimulus_sound"
150.016566	1.9879999999999995	states										"   state_name
id           
9      cpoke1"
152.004566	0.012000000000000455	states										"           state_name
id                   
13  center_2_side_gap"
152.016566	0.651015000000001	states										"        state_name
id                
17  wait_for_spoke"
152.667581	0.0009849999999858028	states										"      state_name
id              
23  right_reward"
152.668566	2.0010059999999896	states										"   state_name
id           
24  hit_state"
154.669572	3.0010000000000048	states										"          state_name
id                  
29  soft_drink_state"
157.670572	1.0010010000000023	states										"   state_name
id           
26    warning"
158.671573	0.0020020000000045	states										"        state_name
id                
30  clean_up_state"
158.674566	43.93799999999999	trials	1.0	1.0	1.0			0.0	0.0	r	1.0	
158.674566	43.93799999999999	states										"   state_name
id           
0     state_0"
158.674566	0.015999999999991132	states										"          state_name
id                  
1   sending_trialnum"
158.690566	0.01900800000001368	states										"           state_name
id                   
3   clean_sound_state"
158.709574	0.0019989999999836527	states										"   state_name
id           
4         iti"
158.711573	3.2209930000000213	states										"         state_name
id                 
6   wait_for_cpoke1"
161.932566	0.0030119999999840275	states										"             state_name
id                     
8   play_stimulus_sound"
161.935578	0.4800000000000182	states										"   state_name
id           
9      cpoke1"
162.415578	0.20199499999998238	states										"        state_name
id                
12  temp_violation"
162.617573	0.002993000000003576	states										"             state_name
id                     
8   play_stimulus_sound"
162.620566	0.24399999999999977	states										"   state_name
id           
9      cpoke1"
162.864566	0.20199999999999818	states										"        state_name
id                
12  temp_violation"
163.066566	1.342000000000013	states										"         state_name
id                 
6   wait_for_cpoke1"
164.408566	0.0030079999999941265	states										"             state_name
id                     
8   play_stimulus_sound"
164.411574	0.8519959999999855	states										"   state_name
id           
9      cpoke1"
165.26357	0.20200300000001903	states										"        state_name
id                
12  temp_violation"
165.465573	0.8209929999999872	states										"         state_name
id                 
6   wait_for_cpoke1"
166.286566	0.0030069999999966512	states										"             state_name
id                     
8   play_stimulus_sound"
166.289573	0.21200100000001498	states										"   state_name
id           
9      cpoke1"
166.501574	0.20199700000000576	states										"        state_name
id                
12  temp_violation"
166.703571	0.1540029999999888	states										"         state_name
id                 
6   wait_for_cpoke1"
