onset	duration	nwb_table	ProAnti3Marino_hit_history	ProAnti3Marino_sides_history	ProAnti3Marino_psych_history	ProAnti3Marino_loc_history	ProAnti3Marino_mem_history	ProAnti3Marino_free_history	StimulatorSection_stimulator_history	MaskSection_mask_history	AntibiasSection_LocalHitHistory	AntibiasSection_LocalSidesHistory	AntibiasSection_LocalLocHistory	state_type
415.880239	31.175508999999977	trials	1.0	l	1.0	p	1.0	r	0.0	0.0	1.0	l	p	
415.880239	31.175508999999977	states												"   state_name
id           
0     state_0"
415.880239	0.01599999999996271	states												"          state_name
id                  
1   sending_trialnum"
415.896239	22.944999999999993	states												"      state_name
id              
3   wait_for_cin"
438.841239	1.000500000000045	states												"   state_name
id           
4     context"
439.841739	0.0010049999999637294	states												"   state_name
id           
6       csgap"
439.842744	0.06701200000003382	states												"   state_name
id           
11    stim_on"
439.909756	0.0004930000000058499	states												"            state_name
id                    
14  son_reward_chooser"
439.910249	0.06549699999999348	states												"        state_name
id                
17  reward_big_son"
439.975746	0.9349929999999631	states												"        state_name
id                
22  post_reward_on"
440.910739	0.0805000000000291	states												"         state_name
id                 
23  post_reward_off"
440.991239	3.0634999999999764	states												"         state_name
id                 
24  soft_drink_time"
444.054739	0.0005060000000298714	states												"    state_name
id            
25  warndanger"
444.055245	3.0005029999999806	states												"            state_name
id                    
26  warndanger_warning"
447.056239	24.512	trials	0.0	l	1.0	p	1.0	r	0.0	0.0	0.0	l	p	
447.056239	24.512	states												"   state_name
id           
0     state_0"
447.056239	0.016000000000019554	states												"          state_name
id                  
1   sending_trialnum"
447.072239	18.32251599999995	states												"      state_name
id              
3   wait_for_cin"
465.394755	1.0004840000000286	states												"   state_name
id           
4     context"
466.395239	0.001006000000018048	states												"   state_name
id           
6       csgap"
466.396245	0.17099399999995057	states												"   state_name
id           
11    stim_on"
466.567239	5.001000000000033	states												"     state_name
id             
28  error_state"
471.568739	61.59600500000005	trials	0.0	l	1.0	p	1.0	r	0.0	0.0	0.0	l	p	
471.568739	61.59600500000005	states												"   state_name
id           
0     state_0"
471.568739	0.016000000000019554	states												"          state_name
id                  
1   sending_trialnum"
471.584739	55.2645	states												"      state_name
id              
3   wait_for_cin"
526.849239	1.0000159999999596	states												"   state_name
id           
4     context"
527.849255	0.0014840000000049258	states												"   state_name
id           
6       csgap"
527.850739	0.3125160000000733	states												"   state_name
id           
11    stim_on"
528.163255	5.001488999999992	states												"     state_name
id             
28  error_state"
533.165239	45.053999999999974	trials	0.0	l	1.0	p	1.0	r	0.0	0.0	0.0	l	p	
533.165239	45.053999999999974	states												"   state_name
id           
0     state_0"
533.165239	0.01599999999996271	states												"          state_name
id                  
1   sending_trialnum"
533.181239	37.64650299999994	states												"      state_name
id              
3   wait_for_cin"
570.827742	1.000009000000091	states												"   state_name
id           
4     context"
571.827751	0.001492999999982203	states												"   state_name
id           
6       csgap"
571.829244	1.0000109999999722	states												"   state_name
id           
11    stim_on"
572.829255	0.0014840000000049258	states												"   state_name
id           
12   stim_off"
572.830739	0.3875000000000455	states												"        state_name
id                
13  wait_for_spoke"
573.218239	5.000999999999976	states												"     state_name
id             
28  error_state"
578.219748	7.3340030000000525	trials	0.0	l	1.0	p	1.0	r	0.0	0.0	0.0	l	p	
578.219748	7.3340030000000525	states												"   state_name
id           
0     state_0"
578.219748	0.01599999999996271	states												"          state_name
id                  
1   sending_trialnum"
578.235748	1.2849970000000894	states												"      state_name
id              
3   wait_for_cin"
579.520745	1.0004940000000033	states												"   state_name
id           
4     context"
580.521239	0.0010029999999687789	states												"   state_name
id           
6       csgap"
580.522242	0.030502999999953317	states												"   state_name
id           
11    stim_on"
580.552745	5.001006000000075	states												"     state_name
id             
28  error_state"
585.554239	9.281517999999892	trials	0.0	l	1.0	p	1.0	r	0.0	0.0	0.0	l	p	
585.554239	9.281517999999892	states												"   state_name
id           
0     state_0"
585.554239	0.01599999999996271	states												"          state_name
id                  
1   sending_trialnum"
585.570239	3.2615059999999403	states												"      state_name
id              
3   wait_for_cin"
588.831745	1.0000180000000682	states												"   state_name
id           
4     context"
589.831763	0.0014760000000251239	states												"   state_name
id           
6       csgap"
589.833239	0.0014999999999645297	states												"   state_name
id           
11    stim_on"
589.834739	5.001017999999931	states												"     state_name
id             
28  error_state"
594.836239	7.321516999999972	trials	0.0	l	1.0	p	1.0	r	0.0	0.0	0.0	l	p	
594.836239	7.321516999999972	states												"   state_name
id           
0     state_0"
594.836239	0.016000000000076398	states												"          state_name
id                  
1   sending_trialnum"
594.852239	1.2730159999999842	states												"      state_name
id              
3   wait_for_cin"
596.125255	1.0004930000000058	states												"   state_name
id           
4     context"
597.125748	0.0014909999999872525	states												"   state_name
id           
6       csgap"
597.127239	0.02949999999998454	states												"   state_name
id           
11    stim_on"
597.156739	5.001016999999933	states												"     state_name
id             
28  error_state"
602.158239	29.149508999999966	trials	1.0	l	1.0	p	1.0	r	0.0	0.0	1.0	l	p	
602.158239	29.149508999999966	states												"   state_name
id           
0     state_0"
602.158239	0.01599999999996271	states												"          state_name
id                  
1   sending_trialnum"
602.174239	5.005016000000069	states												"      state_name
id              
3   wait_for_cin"
607.179255	1.0004880000000185	states												"   state_name
id           
4     context"
608.179743	0.0014959999999746287	states												"   state_name
id           
6       csgap"
608.181239	1.0	states												"   state_name
id           
11    stim_on"
