onset	duration	nwb_table	ProAnti3Marino_hit_history	ProAnti3Marino_sides_history	ProAnti3Marino_psych_history	ProAnti3Marino_loc_history	ProAnti3Marino_mem_history	ProAnti3Marino_free_history	StimulatorSection_stimulator_history	MaskSection_mask_history	AntibiasSection_LocalHitHistory	AntibiasSection_LocalSidesHistory	AntibiasSection_LocalLocHistory	state_type
428.399041	137.332	trials	0.0	r	2.0	p	1.0	r	0.0	0.0	0.0	r	p	
428.399041	137.332	states												"   state_name
id           
0     state_0"
428.399041	0.01599999999996271	states												"          state_name
id                  
1   sending_trialnum"
428.415041	82.22050000000002	states												"      state_name
id              
3   wait_for_cin"
510.635541	1.0005120000000147	states												"   state_name
id           
4     context"
511.636053	0.0014879999999948268	states												"   state_name
id           
6       csgap"
511.637541	1.0000000000000568	states												"   state_name
id           
11    stim_on"
512.637541	0.0014999999999645297	states												"   state_name
id           
12   stim_off"
512.639041	48.09101399999997	states												"        state_name
id                
13  wait_for_spoke"
560.730055	5.000986000000012	states												"     state_name
id             
28  error_state"
565.731541	13.228505000000041	trials	1.0	r	2.0	p	1.0	r	0.0	0.0	1.0	r	p	
565.731541	13.228505000000041	states												"   state_name
id           
0     state_0"
565.731541	0.01599999999996271	states												"          state_name
id                  
1   sending_trialnum"
565.747541	0.20600000000001728	states												"      state_name
id              
3   wait_for_cin"
565.953541	1.0005009999999857	states												"   state_name
id           
4     context"
566.954042	0.0014990000000807413	states												"   state_name
id           
6       csgap"
566.955541	1.0	states												"   state_name
id           
11    stim_on"
567.955541	0.0015039999999544307	states												"   state_name
id           
12   stim_off"
567.957045	3.6770050000000083	states												"        state_name
id                
13  wait_for_spoke"
571.63405	0.0004969999999957508	states												"             state_name
id                     
15  soff_reward_chooser"
571.634547	0.042994000000021515	states												"         state_name
id                 
16  reward_big_soff"
571.677541	0.8845000000000027	states												"         state_name
id                 
23  post_reward_off"
572.562041	3.3970019999999295	states												"         state_name
id                 
24  soft_drink_time"
575.959043	0.0004979999999932261	states												"    state_name
id            
25  warndanger"
575.959541	3.0005050000000892	states												"            state_name
id                    
26  warndanger_warning"
578.960541	19.581503999999995	trials	1.0	r	2.0	p	1.0	r	0.0	0.0	1.0	r	p	
578.960541	19.581503999999995	states												"   state_name
id           
0     state_0"
578.960541	0.01599999999996271	states												"          state_name
id                  
1   sending_trialnum"
578.976541	12.319502000000057	states												"      state_name
id              
3   wait_for_cin"
591.296043	1.0000069999999823	states												"   state_name
id           
4     context"
592.29605	0.0014909999999872525	states												"   state_name
id           
6       csgap"
592.297541	0.24250199999994493	states												"   state_name
id           
11    stim_on"
592.540043	0.0004979999999932261	states												"            state_name
id                    
14  son_reward_chooser"
592.540541	0.043010000000094806	states												"        state_name
id                
17  reward_big_son"
592.583551	0.9574899999998934	states												"        state_name
id                
22  post_reward_on"
