onset	duration	nwb_table	ProAnti3_hit_history	ProAnti3_sides_history	ProAnti3_psych_history	ProAnti3_loc_history	ProAnti3_mem_history	ProAnti3_free_history	ProAnti3_cpoketry	StimulatorSection_stimulator_history	MaskSection_mask_history	AntibiasSection_LocalHitHistory	AntibiasSection_LocalSidesHistory	AntibiasSection_LocalLocHistory	state_type
981.240386	72.73700000000008	trials	1.0	r	2.0	p	1.0	r	3.0	0.0	0.0	1.0	r	p	
981.240386	72.73700000000008	states													"   state_name
id           
0     state_0"
981.240386	0.016001000000073873	states													"          state_name
id                  
1   sending_trialnum"
981.256387	17.272999000000027	states													"      state_name
id              
3   wait_for_cin"
998.529386	0.0019999999999527063	states													"   state_name
id           
4     nicstim"
998.531386	0.0005039999999780775	states													"       state_name
id               
5   stimon_nosein"
998.53189	0.5664960000000292	states													"   state_name
id           
4     nicstim"
999.098386	25.771000000000072	states													"      state_name
id              
7   reinit_cpoke"
1024.869386	0.00201599999991231	states													"   state_name
id           
4     nicstim"
1024.871402	0.0005000000001018634	states													"       state_name
id               
5   stimon_nosein"
1024.871902	0.4474839999998039	states													"   state_name
id           
4     nicstim"
1025.319386	18.573500000000195	states													"      state_name
id              
7   reinit_cpoke"
1043.892886	0.0019999999999527063	states													"   state_name
id           
4     nicstim"
1043.894886	0.0004999999998744897	states													"       state_name
id               
5   stimon_nosein"
1043.895386	0.675516000000016	states													"   state_name
id           
4     nicstim"
1044.570902	1.0024900000000798	states													"      state_name
id              
7   reinit_cpoke"
1045.573392	0.0024960000000646687	states													"   state_name
id           
4     nicstim"
1045.575888	0.0004979999998795392	states													"       state_name
id               
5   stimon_nosein"
1045.576386	0.6855130000001282	states													"   state_name
id           
4     nicstim"
1046.261899	0.07499699999993936	states													"       state_name
id               
8   wait_for_cout"
1046.336896	0.0014899999998760904	states													"   state_name
id           
9       csgap"
1046.338386	0.3955120000000534	states													"        state_name
id                
16  wait_for_spoke"
1046.733898	0.0004890000000159489	states													"             state_name
id                     
18  soff_reward_chooser"
1046.734387	0.06699900000012349	states													"     state_name
id             
22  reward_soff"
1046.801386	1.611505999999963	states													"         state_name
id                 
26  post_reward_off"
1048.412892	2.5634939999999915	states													"         state_name
id                 
27  soft_drink_time"
1050.976386	0.0004999999998744897	states													"    state_name
id            
28  warndanger"
1050.976886	3.000500000000102	states													"            state_name
id                    
29  warndanger_warning"
1053.977892	25.044493999999986	trials	1.0	l	1.0	p	1.0	r	2.0	0.0	0.0	1.0	l	p	
1053.977892	25.044493999999986	states													"   state_name
id           
0     state_0"
1053.977892	0.015999999999849024	states													"          state_name
id                  
1   sending_trialnum"
1053.993892	7.73799699999995	states													"      state_name
id              
3   wait_for_cin"
1061.731889	0.0020090000000436703	states													"   state_name
id           
4     nicstim"
1061.733898	0.0004880000001321605	states													"       state_name
id               
5   stimon_nosein"
1061.734386	0.762505999999803	states													"   state_name
id           
4     nicstim"
1062.496892	5.047994000000017	states													"      state_name
id              
7   reinit_cpoke"
1067.544886	0.0020010000000638684	states													"   state_name
id           
4     nicstim"
1067.546887	0.0004989999999907013	states													"       state_name
id               
5   stimon_nosein"
1067.547386	0.7260000000001128	states													"   state_name
id           
4     nicstim"
1068.273386	1.025515999999925	states													"      state_name
id              
7   reinit_cpoke"
1069.298902	0.002484000000094966	states													"   state_name
id           
4     nicstim"
1069.301386	0.0005019999998694402	states													"       state_name
id               
5   stimon_nosein"
1069.301888	0.6649990000000798	states													"   state_name
id           
4     nicstim"
1069.966887	0.12349999999992178	states													"       state_name
id               
8   wait_for_cout"
1070.090387	0.0010090000000673172	states													"   state_name
id           
9       csgap"
1070.091396	0.40299000000004526	states													"        state_name
id                
16  wait_for_spoke"
1070.494386	0.0005009999999856518	states													"             state_name
id                     
18  soff_reward_chooser"
1070.494887	0.06399899999996705	states													"     state_name
id             
22  reward_soff"
1070.558886	0.03600000000005821	states													"         state_name
id                 
26  post_reward_off"
1070.594886	5.427012999999988	states													"         state_name
id                 
27  soft_drink_time"
1076.021899	0.0004870000000209984	states													"    state_name
id            
28  warndanger"
1076.022386	3.0	states													"            state_name
id                    
29  warndanger_warning"
1079.022887	28.587499999999864	trials	1.0	r	2.0	p	1.0	r	5.0	0.0	0.0	1.0	r	p	
1079.022887	28.587499999999864	states													"   state_name
id           
0     state_0"
1079.022887	0.015998999999965235	states													"          state_name
id                  
1   sending_trialnum"
1079.038886	5.221008999999867	states													"      state_name
id              
3   wait_for_cin"
1084.259895	0.0020100000001548324	states													"   state_name
id           
4     nicstim"
1084.261905	0.00048199999991993536	states													"       state_name
id               
5   stimon_nosein"
1084.262387	0.7910150000000158	states													"   state_name
id           
4     nicstim"
1085.053402	1.2034909999999854	states													"      state_name
id              
7   reinit_cpoke"
1086.256893	0.002492999999958556	states													"   state_name
id           
4     nicstim"
1086.259386	0.0005040000000917644	states													"       state_name
id               
5   stimon_nosein"
1086.25989	0.7180029999999533	states													"   state_name
id           
4     nicstim"
1086.977893	2.96000499999991	states													"      state_name
id              
7   reinit_cpoke"
1089.937898	0.002004000000169981	states													"   state_name
id           
4     nicstim"
1089.939902	0.00048399999991488585	states													"       state_name
id               
5   stimon_nosein"
1089.940386	0.6420000000000528	states													"   state_name
id           
4     nicstim"
1090.582386	1.156500000000051	states													"      state_name
id              
7   reinit_cpoke"
1091.738886	0.0019999999999527063	states													"   state_name
id           
4     nicstim"
1091.740886	0.0004999999998744897	states													"       state_name
id               
5   stimon_nosein"
1091.741386	0.684507000000167	states													"   state_name
id           
4     nicstim"
1092.425893	1.0024929999999586	states													"      state_name
id              
7   reinit_cpoke"
1093.428386	0.0019999999999527063	states													"   state_name
id           
4     nicstim"
1093.430386	0.0005009999999856518	states													"       state_name
id               
5   stimon_nosein"
1093.430887	0.6454989999999725	states													"   state_name
id           
4     nicstim"
1094.076386	1.9890000000000327	states													"      state_name
id              
7   reinit_cpoke"
1096.065386	0.0019999999999527063	states													"   state_name
id           
4     nicstim"
1096.067386	0.0005069999999705033	states													"       state_name
id               
5   stimon_nosein"
1096.067893	0.6800110000001496	states													"   state_name
id           
4     nicstim"
1096.747904	0.008981999999832624	states													"       state_name
id               
8   wait_for_cout"
1096.756886	0.0010100000001784792	states													"   state_name
id           
9       csgap"
1096.757896	0.9589899999998579	states													"        state_name
id                
16  wait_for_spoke"
1097.716886	0.0005160000000614673	states													"             state_name
id                     
18  soff_reward_chooser"
1097.717402	0.06698400000004767	states													"     state_name
id             
22  reward_soff"
1097.784386	0.33951200000001336	states													"         state_name
id                 
26  post_reward_off"
1098.123898	6.485997999999881	states													"         state_name
id                 
27  soft_drink_time"
1104.609896	0.000490000000127111	states													"    state_name
id            
28  warndanger"
1104.610386	3.000000999999884	states													"            state_name
id                    
29  warndanger_warning"
1107.610886	57.27350000000001	trials	1.0	l	1.0	p	1.0	r	12.0	0.0	0.0	1.0	l	p	
1107.610886	57.27350000000001	states													"   state_name
id           
0     state_0"
1107.610886	0.01600600000006125	states													"          state_name
id                  
1   sending_trialnum"
1107.626892	4.857494000000088	states													"      state_name
id              
3   wait_for_cin"
1112.484386	0.0020009999998364947	states													"   state_name
id           
4     nicstim"
1112.486387	0.0005150000001776789	states													"       state_name
id               
5   stimon_nosein"
1112.486902	0.5484839999999167	states													"   state_name
id           
4     nicstim"
1113.035386	1.0025089999999182	states													"      state_name
id              
7   reinit_cpoke"
1114.037895	0.0020050000000537693	states													"   state_name
id           
4     nicstim"
1114.0399	0.00048599999990983633	states													"       state_name
id               
5   stimon_nosein"
1114.040386	0.8145000000001801	states													"   state_name
id           
4     nicstim"
1114.854886	1.0084999999999127	states													"      state_name
id              
7   reinit_cpoke"
1115.863386	0.0019999999999527063	states													"   state_name
id           
4     nicstim"
1115.865386	0.0005149999999503052	states													"       state_name
id               
5   stimon_nosein"
1115.865901	0.7994850000000042	states													"   state_name
id           
4     nicstim"
1116.665386	1.0025150000001304	states													"      state_name
id              
7   reinit_cpoke"
1117.667901	0.0019999999999527063	states													"   state_name
id           
4     nicstim"
1117.669901	0.0004910000000108994	states													"       state_name
id               
5   stimon_nosein"
1117.670392	0.7159939999999096	states													"   state_name
id           
4     nicstim"
1118.386386	1.0025000000000546	states													"      state_name
id              
7   reinit_cpoke"
1119.388886	0.0020010000000638684	states													"   state_name
id           
4     nicstim"
1119.390887	0.0004989999999907013	states													"       state_name
id               
5   stimon_nosein"
1119.391386	0.45299999999997453	states													"   state_name
id           
4     nicstim"
1119.844386	1.2985000000001037	states													"      state_name
id              
7   reinit_cpoke"
1121.142886	0.0019999999999527063	states													"   state_name
id           
4     nicstim"
1121.144886	0.0004999999998744897	states													"       state_name
id               
5   stimon_nosein"
1121.145386	0.5855000000001382	states													"   state_name
id           
4     nicstim"
1121.730886	1.0025000000000546	states													"      state_name
id              
7   reinit_cpoke"
1122.733386	0.00201599999991231	states													"   state_name
id           
4     nicstim"
1122.735402	0.0004930000000058499	states													"       state_name
id               
5   stimon_nosein"
1122.735895	0.6164909999999963	states													"   state_name
id           
4     nicstim"
1123.352386	1.0019999999999527	states													"      state_name
id              
7   reinit_cpoke"
1124.354386	0.0019999999999527063	states													"   state_name
id           
4     nicstim"
1124.356386	0.0005000000001018634	states													"       state_name
id               
5   stimon_nosein"
1124.356886	0.1914999999999054	states													"   state_name
id           
4     nicstim"
1124.548386	3.7110000000000127	states													"      state_name
id              
7   reinit_cpoke"
1128.259386	0.0019999999999527063	states													"   state_name
id           
4     nicstim"
1128.261386	0.0005020000000968139	states													"       state_name
id               
5   stimon_nosein"
1128.261888	0.4909979999999905	states													"   state_name
id           
4     nicstim"
1128.752886	4.355006000000003	states													"      state_name
id              
7   reinit_cpoke"
1133.107892	0.00200700000004872	states													"   state_name
id           
4     nicstim"
1133.109899	0.0004870000000209984	states													"       state_name
id               
5   stimon_nosein"
1133.110386	0.6235059999999066	states													"   state_name
id           
4     nicstim"
1133.733892	1.9699980000000323	states													"      state_name
id              
7   reinit_cpoke"
1135.70389	0.0020059999999375577	states													"   state_name
id           
4     nicstim"
1135.705896	0.000490000000127111	states													"       state_name
id               
5   stimon_nosein"
1135.706386	0.24150699999995595	states													"   state_name
id           
4     nicstim"
1135.947893	18.938992999999982	states													"      state_name
id              
7   reinit_cpoke"
1154.886886	0.0025160000000141736	states													"   state_name
id           
4     nicstim"
1154.889402	0.0004910000000108994	states													"       state_name
id               
5   stimon_nosein"
1154.889893	0.8234929999998712	states													"   state_name
id           
4     nicstim"
1155.713386	1.0025080000000344	states													"      state_name
id              
7   reinit_cpoke"
1156.715894	0.002004000000169981	states													"   state_name
id           
4     nicstim"
1156.717898	0.0004899999998997373	states													"       state_name
id               
5   stimon_nosein"
1156.718388	0.6915089999999964	states													"   state_name
id           
4     nicstim"
1157.409897	0.021993999999949665	states													"       state_name
id               
8   wait_for_cout"
1157.431891	0.001500999999962005	states													"   state_name
id           
9       csgap"
1157.433392	0.35699399999998604	states													"        state_name
id                
16  wait_for_spoke"
1157.790386	0.0005000000001018634	states													"             state_name
id                     
18  soff_reward_chooser"
1157.790886	0.06400000000007822	states													"     state_name
id             
22  reward_soff"
1157.854886	0.573502999999846	states													"         state_name
id                 
26  post_reward_off"
1158.428389	3.4549970000000485	states													"         state_name
id                 
27  soft_drink_time"
1161.883386	0.0005140000000665168	states													"    state_name
id            
28  warndanger"
