onset	duration	nwb_table	ProAnti3_hit_history	ProAnti3_sides_history	ProAnti3_psych_history	ProAnti3_loc_history	ProAnti3_mem_history	ProAnti3_free_history	StimulatorSection_stimulator_history	MaskSection_mask_history	AntibiasSection_LocalHitHistory	AntibiasSection_LocalSidesHistory	AntibiasSection_LocalLocHistory	state_type
1367.539089	38.00351499999988	trials	1.0	l	1.0	p	1.0	r	0.0	0.0	1.0	l	p	
1367.539089	38.00351499999988	states												"   state_name
id           
0     state_0"
1367.539089	0.016015999999808628	states												"          state_name
id                  
1   sending_trialnum"
1367.555105	0.00048500000002604793	states												"   state_name
id           
3     nicstim"
1367.55559	0.0010090000000673172	states												"   state_name
id           
5       csgap"
1367.556599	30.39698999999996	states												"        state_name
id                
12  wait_for_spoke"
1397.953589	0.0005000000001018634	states												"             state_name
id                     
14  soff_reward_chooser"
1397.954089	0.060510999999905835	states												"         state_name
id                 
15  reward_big_soff"
1398.0146	0.6879930000000058	states												"         state_name
id                 
22  post_reward_off"
1398.702593	3.8394960000000538	states												"         state_name
id                 
23  soft_drink_time"
1402.542089	0.0005059999998593412	states												"    state_name
id            
24  warndanger"
1402.542595	3.000009000000091	states												"            state_name
id                    
25  warndanger_warning"
1405.543089	30.259508000000096	trials	1.0	l	1.0	p	1.0	r	0.0	0.0	1.0	l	p	
1405.543089	30.259508000000096	states												"   state_name
id           
0     state_0"
1405.543089	0.01600600000006125	states												"          state_name
id                  
1   sending_trialnum"
1405.559095	0.0004999999998744897	states												"   state_name
id           
3     nicstim"
1405.559595	0.0009999999999763531	states												"   state_name
id           
5       csgap"
1405.560595	25.18000200000006	states												"        state_name
id                
12  wait_for_spoke"
1430.740597	0.0004920000001220615	states												"             state_name
id                     
14  soff_reward_chooser"
1430.741089	0.06049999999981992	states												"         state_name
id                 
15  reward_big_soff"
1430.801589	2.000005999999985	states												"         state_name
id                 
22  post_reward_off"
1432.801595	0.0005100000000766158	states												"    state_name
id            
24  warndanger"
1432.802105	3.000492000000122	states												"            state_name
id                    
25  warndanger_warning"
1435.803099	138.02900599999998	trials	1.0	l	1.0	p	1.0	r	0.0	0.0	1.0	l	p	
1435.803099	138.02900599999998	states												"   state_name
id           
0     state_0"
1435.803099	0.015990000000101645	states												"          state_name
id                  
1   sending_trialnum"
1435.819089	0.0004999999998744897	states												"   state_name
id           
3     nicstim"
1435.819589	0.0010070000000723667	states												"   state_name
id           
5       csgap"
1435.820596	130.31999999999994	states												"        state_name
id                
12  wait_for_spoke"
1566.140596	0.0004930000000058499	states												"             state_name
id                     
14  soff_reward_chooser"
1566.141089	0.060500000000047294	states												"         state_name
id                 
15  reward_big_soff"
1566.201589	0.39200000000005275	states												"         state_name
id                 
22  post_reward_off"
1566.593589	4.2374999999999545	states												"         state_name
id                 
23  soft_drink_time"
1570.831089	0.0004999999998744897	states												"    state_name
id            
24  warndanger"
1570.831589	3.0005160000000615	states												"            state_name
id                    
25  warndanger_warning"
1573.832596	15.936001000000033	trials	1.0	l	1.0	p	1.0	r	0.0	0.0	1.0	l	p	
1573.832596	15.936001000000033	states												"   state_name
id           
0     state_0"
1573.832596	0.016000000000076398	states												"          state_name
id                  
1   sending_trialnum"
1573.848596	0.0004930000000058499	states												"   state_name
id           
3     nicstim"
1573.849089	0.0015069999999468564	states												"   state_name
id           
5       csgap"
1573.850596	9.307997999999998	states												"        state_name
id                
12  wait_for_spoke"
1583.158594	0.0004950000000008004	states												"             state_name
id                     
14  soff_reward_chooser"
1583.159089	0.060510000000022046	states												"         state_name
id                 
15  reward_big_soff"
1583.219599	0.004997000000003027	states												"         state_name
id                 
22  post_reward_off"
1583.224596	3.5434929999998985	states												"         state_name
id                 
23  soft_drink_time"
1586.768089	0.0005069999999705033	states												"    state_name
id            
24  warndanger"
1586.768596	3.000001000000111	states												"            state_name
id                    
25  warndanger_warning"
1589.769089	24.181512999999995	trials	1.0	l	1.0	p	1.0	r	0.0	0.0	1.0	l	p	
1589.769089	24.181512999999995	states												"   state_name
id           
0     state_0"
1589.769089	0.01600500000017746	states												"          state_name
id                  
1   sending_trialnum"
1589.785094	0.0005009999999856518	states												"   state_name
id           
3     nicstim"
1589.785595	0.0010019999999713036	states												"   state_name
id           
5       csgap"
1589.786597	18.030493999999862	states												"        state_name
id                
12  wait_for_spoke"
1607.817091	0.0004980000001069129	states												"             state_name
id                     
14  soff_reward_chooser"
1607.817589	0.060500000000047294	states												"         state_name
id                 
15  reward_big_soff"
1607.878089	0.8989999999998872	states												"         state_name
id                 
22  post_reward_off"
1608.777089	2.173000000000002	states												"         state_name
id                 
23  soft_drink_time"
1610.950089	0.0005069999999705033	states												"    state_name
id            
24  warndanger"
1610.950596	3.000005999999985	states												"            state_name
id                    
25  warndanger_warning"
1613.951089	84.21450600000003	trials	0.0	l	1.0	p	1.0	r	0.0	0.0	0.0	l	p	
1613.951089	84.21450600000003	states												"   state_name
id           
0     state_0"
1613.951089	0.016000000000076398	states												"          state_name
id                  
1   sending_trialnum"
1613.967089	0.0005000000001018634	states												"   state_name
id           
3     nicstim"
1613.967589	0.0010089999998399435	states												"   state_name
id           
5       csgap"
1613.968598	28.634006	states												"        state_name
id                
12  wait_for_spoke"
1642.602604	0.0019980000001851295	states												"   state_name
id           
28  temperror"
1642.604602	0.09498699999994642	states												"   state_name
id           
10    stim_on"
