onset	duration	nwb_table	crosstalk_dir	crosstalk_freq	bup_width	bup_ramp	vol_low	vol_hi	vol	gamma_dir	gamma_freq	freq_lo	freq_hi	HistorySection_hit_history	HistorySection_side_history	HistorySection_quadrant_history	HistorySection_task_history	HistorySection_incoh_history	HistorySection_gammadir_history	HistorySection_gammafreq_history	HistorySection_result_history	state_type
923.147626	0.10000000000002274	states																				"   state_name
id           
11  cpoke_out"
923.247626	3.000499999999988	states																				"         state_name
id                 
18  nic_error_state"
926.248126	0.0035060000000157743	states																				"        state_name
id                
20  clean_up_state"
926.252126	123.52149999999995	trials	0.0	0.0	5.0	2.0	1.0	1.0	0.15	-1.0	4.0	6500.0	14200.0		l	3.0	d	1.0	-1.0	4.0	4.0	
926.252126	123.52149999999995	states																				"   state_name
id           
0     state_0"
926.252126	0.016000000000076398	states																				"          state_name
id                  
1   sending_trialnum"
926.268126	0.0005119999999578795	states																				"        state_name
id                
3   wait_for_cpoke"
926.268638	0.0004979999999932261	states																				"         state_name
id                 
4   wait_for_cpoke1"
926.269136	0.5004959999999983	states																				"            state_name
id                    
5   wait_for_cpoke_dir"
926.769632	120.00049399999989	states																				"            state_name
id                    
7   wait_for_cpoke_bis"
1046.770126	3.0000060000002122	states																				"       state_name
id               
19  timeout_state"
1049.770132	0.0034939999998186977	states																				"        state_name
id                
20  clean_up_state"
1049.774142	123.520984	trials	0.0	0.0	5.0	2.0	1.0	1.0	0.15	-1.0	1.0	6500.0	14200.0		l	3.0	d	1.0	-1.0	1.0	4.0	
1049.774142	123.520984	states																				"   state_name
id           
0     state_0"
1049.774142	0.015984000000116794	states																				"          state_name
id                  
1   sending_trialnum"
1049.790126	0.0005049999999755528	states																				"        state_name
id                
3   wait_for_cpoke"
1049.790631	0.0004950000000008004	states																				"         state_name
id                 
4   wait_for_cpoke1"
1049.791126	0.5000099999999748	states																				"            state_name
id                    
5   wait_for_cpoke_dir"
1050.291136	120.0004899999999	states																				"            state_name
id                    
7   wait_for_cpoke_bis"
1170.291626	3.000005999999985	states																				"       state_name
id               
19  timeout_state"
1173.291632	0.0034940000000460714	states																				"        state_name
id                
20  clean_up_state"
1173.295626	72.80900599999995	trials	0.0	0.0	5.0	2.0	1.0	1.0	0.15	-1.0	2.5	6500.0	14200.0		l	3.0	d	1.0	-1.0	2.5	3.0	
1173.295626	72.80900599999995	states																				"   state_name
id           
0     state_0"
1173.295626	0.016000999999960186	states																				"          state_name
id                  
1   sending_trialnum"
1173.311627	0.0004989999999907013	states																				"        state_name
id                
3   wait_for_cpoke"
1173.312126	0.0005019999998694402	states																				"         state_name
id                 
4   wait_for_cpoke1"
1173.312628	0.5000030000001061	states																				"            state_name
id                    
5   wait_for_cpoke_dir"
1173.812631	69.06949499999996	states																				"            state_name
id                    
7   wait_for_cpoke_bis"
1242.882126	0.0010010000000875152	states																				"     state_name
id             
8   nic_prestim"
1242.883127	0.0005149999999503052	states																				"   state_name
id           
9       cpoke"
1242.883642	0.11698599999999715	states																				"   state_name
id           
10   cpoke_in"
1243.000628	0.10000700000000506	states																				"   state_name
id           
11  cpoke_out"
1243.100635	3.000491000000011	states																				"         state_name
id                 
18  nic_error_state"
1246.101126	0.0035060000000157743	states																				"        state_name
id                
20  clean_up_state"
1246.105126	5.497522000000117	trials	0.0	0.0	5.0	2.0	1.0	1.0	0.15	-2.5	4.0	6500.0	14200.0		l	3.0	d	1.0	-2.5	4.0	3.0	
1246.105126	5.497522000000117	states																				"   state_name
id           
0     state_0"
1246.105126	0.016000000000076398	states																				"          state_name
id                  
1   sending_trialnum"
1246.121126	0.0005000000001018634	states																				"        state_name
id                
3   wait_for_cpoke"
1246.121626	0.0004999999998744897	states																				"         state_name
id                 
4   wait_for_cpoke1"
1246.122126	0.5000059999999849	states																				"            state_name
id                    
5   wait_for_cpoke_dir"
1246.622132	1.6099950000000263	states																				"            state_name
id                    
7   wait_for_cpoke_bis"
1248.232127	0.0014989999999670545	states																				"     state_name
id             
8   nic_prestim"
1248.233626	0.0005060000000867149	states																				"   state_name
id           
9       cpoke"
1248.234132	0.18799399999988964	states																				"   state_name
id           
10   cpoke_in"
1248.422126	0.015501000000085696	states																				"   state_name
id           
11  cpoke_out"
1248.437627	0.06099999999992178	states																				"   state_name
id           
10   cpoke_in"
1248.498627	0.10001200000010613	states																				"   state_name
id           
11  cpoke_out"
1248.598639	3.000487000000021	states																				"         state_name
id                 
18  nic_error_state"
1251.599126	0.003521999999975378	states																				"        state_name
id                
20  clean_up_state"
1251.603127	4.532015000000001	trials	0.0	0.0	5.0	2.0	1.0	1.0	0.15	-1.0	1.0	6500.0	14200.0		l	3.0	d	1.0	-1.0	1.0	3.0	
1251.603127	4.532015000000001	states																				"   state_name
id           
0     state_0"
1251.603127	0.016003999999838925	states																				"          state_name
id                  
1   sending_trialnum"
1251.619131	0.0005110000001877779	states																				"        state_name
id                
3   wait_for_cpoke"
1251.619642	0.0004939999998896383	states																				"         state_name
id                 
4   wait_for_cpoke1"
1251.620136	0.5004930000000058	states																				"            state_name
id                    
5   wait_for_cpoke_dir"
1252.120629	0.19400500000006105	states																				"            state_name
id                    
7   wait_for_cpoke_bis"
1252.314634	0.0010089999998399435	states																				"     state_name
id             
8   nic_prestim"
1252.315643	0.0004989999999907013	states																				"   state_name
id           
9       cpoke"
1252.316142	0.7149840000001859	states																				"   state_name
id           
10   cpoke_in"
1253.031126	0.10000500000001011	states																				"   state_name
id           
11  cpoke_out"
1253.131131	3.0004959999998846	states																				"         state_name
id                 
18  nic_error_state"
1256.131627	0.0035150000001067383	states																				"        state_name
id                
20  clean_up_state"
1256.135634	3.979000000000042	trials	0.0	0.0	5.0	2.0	1.0	1.0	0.15	1.0	-2.5	6500.0	14200.0		r	1.0	d	1.0	1.0	-2.5	3.0	
1256.135634	3.979000000000042	states																				"   state_name
id           
0     state_0"
1256.135634	0.015992000000096596	states																				"          state_name
id                  
1   sending_trialnum"
1256.151626	0.0004999999998744897	states																				"        state_name
id                
3   wait_for_cpoke"
1256.152126	0.0005040000000917644	states																				"         state_name
id                 
4   wait_for_cpoke1"
1256.15263	0.5000099999999748	states																				"            state_name
id                    
5   wait_for_cpoke_dir"
1256.65264	0.04899199999999837	states																				"            state_name
id                    
7   wait_for_cpoke_bis"
1256.701632	0.0010010000000875152	states																				"     state_name
id             
8   nic_prestim"
1256.702633	0.0004939999998896383	states																				"   state_name
id           
9       cpoke"
1256.703127	0.30750000000011823	states																				"   state_name
id           
10   cpoke_in"
1257.010627	0.10000699999977769	states																				"   state_name
id           
11  cpoke_out"
1257.110634	3.000493000000006	states																				"         state_name
id                 
18  nic_error_state"
1260.111127	0.0035070000001269364	states																				"        state_name
id                
20  clean_up_state"
1260.115132	4.031994000000168	trials	0.0	0.0	5.0	2.0	1.0	1.0	0.15	1.0	2.5	6500.0	14200.0		r	4.0	d	0.0	1.0	2.5	3.0	
1260.115132	4.031994000000168	states																				"   state_name
id           
0     state_0"
1260.115132	0.015994000000091546	states																				"          state_name
id                  
1   sending_trialnum"
1260.131126	0.0005009999999856518	states																				"        state_name
id                
3   wait_for_cpoke"
1260.131627	0.0004989999999907013	states																				"         state_name
id                 
4   wait_for_cpoke1"
1260.132126	0.5000059999999849	states																				"            state_name
id                    
5   wait_for_cpoke_dir"
1260.632132	0.0005000000001018634	states																				"            state_name
id                    
7   wait_for_cpoke_bis"
1260.632632	0.0014939999998659914	states																				"     state_name
id             
8   nic_prestim"
1260.634126	0.0005009999999856518	states																				"   state_name
id           
9       cpoke"
1260.634627	0.3414990000001126	states																				"   state_name
id           
10   cpoke_in"
1260.976126	0.0370069999999032	states																				"   state_name
id           
11  cpoke_out"
1261.013133	0.029993000000104075	states																				"   state_name
id           
10   cpoke_in"
1261.043126	0.10000100000002021	states																				"   state_name
id           
11  cpoke_out"
1261.143127	3.0004989999999907	states																				"         state_name
id                 
18  nic_error_state"
1264.143626	0.003500000000030923	states																				"        state_name
id                
20  clean_up_state"
1264.147627	4.000509999999849	trials	0.0	0.0	5.0	2.0	1.0	1.0	0.15	4.0	-2.5	6500.0	14200.0		r	1.0	d	1.0	4.0	-2.5	3.0	
1264.147627	4.000509999999849	states																				"   state_name
id           
0     state_0"
1264.147627	0.01601499999992484	states																				"          state_name
id                  
1   sending_trialnum"
1264.163642	0.0004910000000108994	states																				"        state_name
id                
3   wait_for_cpoke"
1264.164133	0.0005000000001018634	states																				"         state_name
id                 
4   wait_for_cpoke1"
1264.164633	0.5	states																				"            state_name
id                    
5   wait_for_cpoke_dir"
1264.664633	0.042492999999922176	states																				"            state_name
id                    
7   wait_for_cpoke_bis"
1264.707126	0.001015999999935957	states																				"     state_name
id             
8   nic_prestim"
1264.708142	0.0005020000000968139	states																				"   state_name
id           
9       cpoke"
1264.708644	0.18598599999995713	states																				"   state_name
id           
10   cpoke_in"
1264.89463	0.041496999999935724	states																				"   state_name
id           
11  cpoke_out"
1264.936127	0.10799900000006346	states																				"   state_name
id           
10   cpoke_in"
1265.044126	0.1000059999998939	states																				"   state_name
id           
11  cpoke_out"
1265.144132	3.000496000000112	states																				"         state_name
id                 
18  nic_error_state"
1268.144628	0.003508999999894513	states																				"        state_name
id                
20  clean_up_state"
1268.148632	4.068995000000086	trials	0.0	0.0	5.0	2.0	1.0	1.0	0.15	2.5	1.0	6500.0	14200.0		r	4.0	d	0.0	2.5	1.0	3.0	
1268.148632	4.068995000000086	states																				"   state_name
id           
0     state_0"
1268.148632	0.01600100000018756	states																				"          state_name
id                  
1   sending_trialnum"
1268.164633	0.0004939999998896383	states																				"        state_name
id                
3   wait_for_cpoke"
1268.165127	0.0004989999999907013	states																				"         state_name
id                 
4   wait_for_cpoke1"
1268.165626	0.5005000000001019	states																				"            state_name
id                    
5   wait_for_cpoke_dir"
1268.666126	0.11550599999986844	states																				"            state_name
id                    
7   wait_for_cpoke_bis"
1268.781632	0.0014949999999771535	states																				"     state_name
id             
8   nic_prestim"
1268.783127	0.0005000000001018634	states																				"   state_name
id           
9       cpoke"
1268.783627	0.3295020000000477	states																				"   state_name
id           
10   cpoke_in"
1269.113129	0.10050699999987955	states																				"   state_name
id           
11  cpoke_out"
1269.213636	3.000490000000127	states																				"         state_name
id                 
18  nic_error_state"
1272.214126	0.0035009999999147112	states																				"        state_name
id                
20  clean_up_state"
1272.218126	5.226523000000043	trials	0.0	0.0	5.0	2.0	1.0	1.0	0.15	4.0	4.0	6500.0	14200.0		r	4.0	d	0.0	4.0	4.0	3.0	
1272.218126	5.226523000000043	states																				"   state_name
id           
0     state_0"
1272.218126	0.016000000000076398	states																				"          state_name
id                  
1   sending_trialnum"
1272.234126	0.0005139999998391431	states																				"        state_name
id                
3   wait_for_cpoke"
1272.23464	0.0004960000001119624	states																				"         state_name
id                 
4   wait_for_cpoke1"
1272.235136	0.5004910000000109	states																				"            state_name
id                    
5   wait_for_cpoke_dir"
1272.735627	1.2770080000000235	states																				"            state_name
id                    
7   wait_for_cpoke_bis"
1274.012635	0.0014909999999872525	states																				"     state_name
id             
8   nic_prestim"
1274.014126	0.0005089999999654538	states																				"   state_name
id           
9       cpoke"
1274.014635	0.3254910000000564	states																				"   state_name
id           
10   cpoke_in"
1274.340126	0.10050299999988965	states																				"   state_name
id           
11  cpoke_out"
1274.440629	3.0005040000000918	states																				"         state_name
id                 
18  nic_error_state"
1277.441133	0.0035159999999905267	states																				"        state_name
id                
20  clean_up_state"
1277.445132	3.9119949999999335	trials	0.0	0.0	5.0	2.0	1.0	1.0	0.15	-2.5	1.0	6500.0	14200.0		l	3.0	d	1.0	-2.5	1.0	3.0	
1277.445132	3.9119949999999335	states																				"   state_name
id           
0     state_0"
1277.445132	0.015997999999854073	states																				"          state_name
id                  
1   sending_trialnum"
1277.46113	0.0005020000000968139	states																				"        state_name
id                
3   wait_for_cpoke"
1277.461632	0.0004939999998896383	states																				"         state_name
id                 
4   wait_for_cpoke1"
1277.462126	0.5000010000001112	states																				"            state_name
id                    
5   wait_for_cpoke_dir"
1277.962127	0.06099999999992178	states																				"            state_name
id                    
7   wait_for_cpoke_bis"
1278.023127	0.001506000000063068	states																				"     state_name
id             
8   nic_prestim"
1278.024633	0.000494000000117012	states																				"   state_name
id           
9       cpoke"
1278.025127	0.2279999999998381	states																				"   state_name
id           
10   cpoke_in"
1278.253127	0.10001499999998487	states																				"   state_name
id           
11  cpoke_out"
1278.353142	3.0004840000001423	states																				"         state_name
id                 
18  nic_error_state"
1281.353626	0.0035009999999147112	states																				"        state_name
id                
20  clean_up_state"
1281.357626	3.8995010000001002	trials	0.0	0.0	5.0	2.0	1.0	1.0	0.15	-4.0	-2.5	6500.0	14200.0		l	2.0	d	0.0	-4.0	-2.5	3.0	
1281.357626	3.8995010000001002	states																				"   state_name
id           
0     state_0"
1281.357626	0.016000999999960186	states																				"          state_name
id                  
1   sending_trialnum"
1281.373627	0.0004989999999907013	states																				"        state_name
id                
3   wait_for_cpoke"
1281.374126	0.0005040000000917644	states																				"         state_name
id                 
4   wait_for_cpoke1"
1281.37463	0.5000089999998636	states																				"            state_name
id                    
5   wait_for_cpoke_dir"
1281.874639	0.0004870000000209984	states																				"            state_name
id                    
7   wait_for_cpoke_bis"
1281.875126	0.00150700000017423	states																				"     state_name
id             
8   nic_prestim"
1281.876633	0.0004930000000058499	states																				"   state_name
id           
9       cpoke"
1281.877126	0.27550499999983913	states																				"   state_name
id           
10   cpoke_in"
1282.152631	0.10049500000013722	states																				"   state_name
id           
11  cpoke_out"
1282.253126	3.0005009999999857	states																				"         state_name
id                 
18  nic_error_state"
1285.253627	0.003500000000030923	states																				"        state_name
id                
20  clean_up_state"
1285.257626	4.441004999999905	trials	0.0	0.0	5.0	2.0	1.0	1.0	0.15	4.0	4.0	6500.0	14200.0		r	4.0	d	0.0	4.0	4.0	3.0	
1285.257626	4.441004999999905	states																				"   state_name
id           
0     state_0"
1285.257626	0.016000999999960186	states																				"          state_name
id                  
1   sending_trialnum"
1285.273627	0.0004989999999907013	states																				"        state_name
id                
3   wait_for_cpoke"
1285.274126	0.0005069999999705033	states																				"         state_name
id                 
4   wait_for_cpoke1"
1285.274633	0.500494000000117	states																				"            state_name
id                    
5   wait_for_cpoke_dir"
1285.775127	0.5744989999998324	states																				"            state_name
id                    
7   wait_for_cpoke_bis"
1286.349626	0.001011999999946056	states																				"     state_name
id             
8   nic_prestim"
1286.350638	0.0004880000001321605	states																				"   state_name
id           
9       cpoke"
1286.351126	0.24301599999989776	states																				"   state_name
id           
10   cpoke_in"
1286.594142	0.10049500000013722	states																				"   state_name
id           
11  cpoke_out"
1286.694637	3.000489000000016	states																				"         state_name
id                 
18  nic_error_state"
1289.695126	0.003504999999904612	states																				"        state_name
id                
20  clean_up_state"
1289.699127	3.08199999999988	trials	0.0	0.0	5.0	2.0	1.0	1.0	0.15	-4.0	-4.0	6500.0	14200.0	1.0	l	2.0	d	0.0	-4.0	-4.0	1.0	
1289.699127	3.08199999999988	states																				"   state_name
id           
0     state_0"
1289.699127	0.015999999999849024	states																				"          state_name
id                  
1   sending_trialnum"
1289.715127	0.0005149999999503052	states																				"        state_name
id                
3   wait_for_cpoke"
1289.715642	0.000494000000117012	states																				"         state_name
id                 
4   wait_for_cpoke1"
1289.716136	0.5000059999999849	states																				"            state_name
id                    
5   wait_for_cpoke_dir"
1290.216142	0.0004950000000008004	states																				"            state_name
id                    
7   wait_for_cpoke_bis"
1290.216637	0.0014900000001034641	states																				"     state_name
id             
8   nic_prestim"
1290.218127	0.0005039999998643907	states																				"   state_name
id           
9       cpoke"
1290.218631	0.35400700000013785	states																				"   state_name
id           
10   cpoke_in"
1290.572638	0.08349399999997331	states																				"   state_name
id           
11  cpoke_out"
1290.656132	0.4695099999999002	states																				"   state_name
id           
10   cpoke_in"
1291.125642	0.07798999999999978	states																				"   state_name
id           
11  cpoke_out"
1291.203632	0.04049400000008063	states																				"   state_name
id           
10   cpoke_in"
1291.244126	0.038503999999875305	states																				"   state_name
id           
11  cpoke_out"
1291.28263	0.33600000000001273	states																				"   state_name
id           
10   cpoke_in"
1291.61863	0.015495999999984633	states																				"       state_name
id               
12  wait_for_cout"
1291.634126	0.5775009999999838	states																				"        state_name
id                
13  wait_for_spoke"
1292.211627	0.0004989999999907013	states																				"   state_name
id           
14  hit_state"
1292.212126	0.4445060000000467	states																				"    state_name
id            
15  hit_state2"
1292.656632	0.0034940000000460714	states																				"        state_name
id                
20  clean_up_state"
1292.660126	0.12100099999997838	states																				"                state_name
id                        
2   check_next_trial_ready"
1292.781626	7.673007000000098	trials	0.0	0.0	5.0	2.0	1.0	1.0	0.15	-2.5	4.0	6500.0	14200.0		l	3.0	d	1.0	-2.5	4.0	3.0	
1292.781626	7.673007000000098	states																				"   state_name
id           
0     state_0"
1292.781626	0.01600600000006125	states																				"          state_name
id                  
1   sending_trialnum"
1292.797632	0.0004939999998896383	states																				"        state_name
id                
3   wait_for_cpoke"
1292.798126	0.0005090000001928274	states																				"         state_name
id                 
4   wait_for_cpoke1"
1292.798635	0.5004989999999907	states																				"            state_name
id                    
5   wait_for_cpoke_dir"
1293.299134	3.330491999999822	states																				"            state_name
id                    
7   wait_for_cpoke_bis"
1296.629626	0.001017000000047119	states																				"     state_name
id             
8   nic_prestim"
1296.630643	0.0004890000000159489	states																				"   state_name
id           
9       cpoke"
1296.631132	0.273497000000134	states																				"   state_name
id           
10   cpoke_in"
1296.904629	0.08200299999998606	states																				"   state_name
id           
11  cpoke_out"
1296.986632	0.21299999999996544	states																				"   state_name
id           
10   cpoke_in"
1297.199632	0.06599400000004607	states																				"   state_name
id           
11  cpoke_out"
1297.265626	0.08450599999991937	states																				"   state_name
id           
10   cpoke_in"
1297.350132	0.1004969999999048	states																				"   state_name
id           
11  cpoke_out"
1297.450629	3.000498000000107	states																				"         state_name
id                 
18  nic_error_state"
1300.451127	0.0035060000000157743	states																				"        state_name
id                
20  clean_up_state"
1300.455127	8.191506000000118	trials	0.0	0.0	5.0	2.0	1.0	1.0	0.15	-2.5	1.0	6500.0	14200.0		l	3.0	d	1.0	-2.5	1.0	3.0	
1300.455127	8.191506000000118	states																				"   state_name
id           
0     state_0"
1300.455127	0.016000000000076398	states																				"          state_name
id                  
1   sending_trialnum"
1300.471127	0.0004989999999907013	states																				"        state_name
id                
3   wait_for_cpoke"
1300.471626	0.0004999999998744897	states																				"         state_name
id                 
4   wait_for_cpoke1"
1300.472126	0.5005130000001827	states																				"            state_name
id                    
5   wait_for_cpoke_dir"
1300.972639	1.6404869999998937	states																				"            state_name
id                    
7   wait_for_cpoke_bis"
1302.613126	0.001015999999935957	states																				"     state_name
id             
8   nic_prestim"
1302.614142	0.0005000000001018634	states																				"   state_name
id           
9       cpoke"
1302.614642	0.3224849999999151	states																				"   state_name
id           
10   cpoke_in"
1302.937127	0.10049900000012713	states																				"   state_name
id           
11  cpoke_out"
1303.037626	3.0005009999999857	states																				"         state_name
id                 
18  nic_error_state"
1306.038127	0.0034989999999197607	states																				"        state_name
id                
20  clean_up_state"
1306.041626	2.605007000000114	states																				"                state_name
id                        
2   check_next_trial_ready"
1308.647126	4.54099999999994	trials	0.0	0.0	5.0	2.0	1.0	1.0	0.15	-4.0	4.0	6500.0	14200.0		l	3.0	d	1.0	-4.0	4.0	3.0	
1308.647126	4.54099999999994	states																				"   state_name
id           
0     state_0"
1308.647126	0.015999999999849024	states																				"          state_name
id                  
1   sending_trialnum"
1308.663126	0.0005009999999856518	states																				"        state_name
id                
3   wait_for_cpoke"
1308.663627	0.0004989999999907013	states																				"         state_name
id                 
4   wait_for_cpoke1"
1308.664126	0.5005050000002029	states																				"            state_name
id                    
5   wait_for_cpoke_dir"
1309.164631	0.0004950000000008004	states																				"            state_name
id                    
7   wait_for_cpoke_bis"
1309.165126	0.0010059999999612046	states																				"     state_name
id             
8   nic_prestim"
1309.166132	0.0004999999998744897	states																				"   state_name
id           
9       cpoke"
1309.166632	0.18800899999996545	states																				"   state_name
id           
10   cpoke_in"
1309.354641	0.0174850000000788	states																				"   state_name
id           
11  cpoke_out"
1309.372126	0.47650399999997717	states																				"   state_name
id           
10   cpoke_in"
1309.84863	0.09200200000009318	states																				"   state_name
id           
11  cpoke_out"
1309.940632	0.14349399999991874	states																				"   state_name
id           
10   cpoke_in"
1310.084126	0.10000000000013642	states																				"   state_name
id           
11  cpoke_out"
1310.184126	3.0005029999999806	states																				"         state_name
id                 
18  nic_error_state"
1313.184629	0.0034969999999248103	states																				"        state_name
id                
20  clean_up_state"
1313.188641	4.581989000000021	trials	0.0	0.0	5.0	2.0	1.0	1.0	0.15	-2.5	4.0	6500.0	14200.0		l	3.0	d	1.0	-2.5	4.0	3.0	
1313.188641	4.581989000000021	states																				"   state_name
id           
0     state_0"
1313.188641	0.015992999999980384	states																				"          state_name
id                  
1   sending_trialnum"
1313.204634	0.0004930000000058499	states																				"        state_name
id                
3   wait_for_cpoke"
1313.205127	0.0004989999999907013	states																				"         state_name
id                 
4   wait_for_cpoke1"
1313.205626	0.5005000000001019	states																				"            state_name
id                    
5   wait_for_cpoke_dir"
1313.706126	0.40050399999995534	states																				"            state_name
id                    
7   wait_for_cpoke_bis"
1314.10663	0.0010019999999713036	states																				"     state_name
id             
8   nic_prestim"
1314.107632	0.0005100000000766158	states																				"   state_name
id           
9       cpoke"
1314.108142	0.48199399999998604	states																				"   state_name
id           
10   cpoke_in"
1314.590136	0.05149099999994178	states																				"   state_name
id           
11  cpoke_out"
1314.641627	0.02450500000009015	states																				"   state_name
id           
10   cpoke_in"
1314.666132	0.1005089999998745	states																				"   state_name
id           
11  cpoke_out"
1314.766641	3.000486000000137	states																				"         state_name
id                 
18  nic_error_state"
1317.767127	0.0035029999999096617	states																				"        state_name
id                
20  clean_up_state"
1317.771127	4.65300000000002	trials	0.0	0.0	5.0	2.0	1.0	1.0	0.15	2.5	-1.0	6500.0	14200.0		r	1.0	d	1.0	2.5	-1.0	3.0	
1317.771127	4.65300000000002	states																				"   state_name
id           
0     state_0"
1317.771127	0.016000000000076398	states																				"          state_name
id                  
1   sending_trialnum"
1317.787127	0.0004999999998744897	states																				"        state_name
id                
3   wait_for_cpoke"
1317.787627	0.0004989999999907013	states																				"         state_name
id                 
4   wait_for_cpoke1"
1317.788126	0.5005029999999806	states																				"            state_name
id                    
5   wait_for_cpoke_dir"
1318.288629	0.27399800000011965	states																				"            state_name
id                    
7   wait_for_cpoke_bis"
1318.562627	0.0010050000000774162	states																				"     state_name
id             
8   nic_prestim"
1318.563632	0.0005099999998492422	states																				"   state_name
id           
9       cpoke"
1318.564142	0.7554999999999836	states																				"   state_name
id           
10   cpoke_in"
1319.319642	0.10050000000001091	states																				"   state_name
id           
11  cpoke_out"
1319.420142	3.000492000000122	states																				"         state_name
id                 
18  nic_error_state"
1322.420634	0.0034929999999349093	states																				"        state_name
id                
20  clean_up_state"
1322.424635	4.62200299999995	trials	0.0	0.0	5.0	2.0	1.0	1.0	0.15	2.5	2.5	6500.0	14200.0		r	4.0	d	0.0	2.5	2.5	3.0	
1322.424635	4.62200299999995	states																				"   state_name
id           
0     state_0"
1322.424635	0.015993999999864172	states																				"          state_name
id                  
1   sending_trialnum"
1322.440629	0.0004980000001069129	states																				"        state_name
id                
3   wait_for_cpoke"
1322.441127	0.0004999999998744897	states																				"         state_name
id                 
4   wait_for_cpoke1"
1322.441627	0.5004989999999907	states																				"            state_name
id                    
5   wait_for_cpoke_dir"
1322.942126	0.0005100000000766158	states																				"            state_name
id                    
7   wait_for_cpoke_bis"
1322.942636	0.0014960000000883156	states																				"     state_name
id             
8   nic_prestim"
1322.944132	0.0004999999998744897	states																				"   state_name
id           
9       cpoke"
1322.944632	0.3404950000001463	states																				"   state_name
id           
10   cpoke_in"
1323.285127	0.04350499999986823	states																				"   state_name
id           
11  cpoke_out"
1323.328632	0.17749400000002424	states																				"   state_name
id           
10   cpoke_in"
1323.506126	0.07200600000010127	states																				"   state_name
id           
11  cpoke_out"
1323.578132	0.3644979999999123	states																				"   state_name
id           
10   cpoke_in"
1323.94263	0.100001999999904	states																				"   state_name
id           
11  cpoke_out"
1324.042632	3.000494000000117	states																				"         state_name
id                 
18  nic_error_state"
1327.043126	0.0035120000000006257	states																				"        state_name
id                
20  clean_up_state"
1327.047127	3.0255039999999553	trials	0.0	0.0	5.0	2.0	1.0	1.0	0.15	1.0	-2.5	6500.0	14200.0	1.0	r	1.0	d	1.0	1.0	-2.5	1.0	
1327.047127	3.0255039999999553	states																				"   state_name
id           
0     state_0"
1327.047127	0.015998999999965235	states																				"          state_name
id                  
1   sending_trialnum"
1327.063126	0.0005160000000614673	states																				"        state_name
id                
3   wait_for_cpoke"
1327.063642	0.0004939999998896383	states																				"         state_name
id                 
4   wait_for_cpoke1"
1327.064136	0.5004930000000058	states																				"            state_name
id                    
5   wait_for_cpoke_dir"
1327.564629	0.0004980000001069129	states																				"            state_name
id                    
7   wait_for_cpoke_bis"
1327.565127	0.0015209999999115098	states																				"     state_name
id             
8   nic_prestim"
1327.566648	0.00048399999991488585	states																				"   state_name
id           
9       cpoke"
1327.567132	0.4359950000000481	states																				"   state_name
id           
10   cpoke_in"
1328.003127	0.03900999999996202	states																				"   state_name
id           
11  cpoke_out"
1328.042137	0.012989000000061424	states																				"   state_name
id           
10   cpoke_in"
1328.055126	0.09500000000002728	states																				"   state_name
id           
11  cpoke_out"
1328.150126	0.3135010000000875	states																				"   state_name
id           
10   cpoke_in"
1328.463627	0.08500299999991512	states																				"   state_name
id           
11  cpoke_out"
1328.54863	0.41849600000000464	states																				"   state_name
id           
10   cpoke_in"
1328.967126	0.0445159999999305	states																				"       state_name
id               
12  wait_for_cout"
1329.011642	0.41298600000004626	states																				"        state_name
id                
13  wait_for_spoke"
