onset	duration	nwb_table	ProAnti3_hit_history	ProAnti3_sides_history	ProAnti3_psych_history	ProAnti3_loc_history	ProAnti3_mem_history	ProAnti3_free_history	ProAnti3_cpoketry	StimulatorSection_stimulator_history	MaskSection_mask_history	AntibiasSection_LocalHitHistory	AntibiasSection_LocalSidesHistory	AntibiasSection_LocalLocHistory	state_type
904.430572	183.98849399999995	trials	1.0	l	1.0	p	1.0	r	7.0	0.0	0.0	1.0	l	p	
904.430572	183.98849399999995	states													"   state_name
id           
0     state_0"
904.430572	0.01599399999997786	states													"          state_name
id                  
1   sending_trialnum"
904.446566	5.835007000000019	states													"      state_name
id              
3   wait_for_cin"
910.281573	0.0020060000000512446	states													"   state_name
id           
4     nicstim"
910.283579	0.0004870000000209984	states													"       state_name
id               
5   stimon_nosein"
910.284066	0.3249999999999318	states													"   state_name
id           
4     nicstim"
910.609066	47.57251099999996	states													"      state_name
id              
7   reinit_cpoke"
958.181577	0.0020100000000411455	states													"   state_name
id           
4     nicstim"
958.183587	0.00047900000004119647	states													"       state_name
id               
5   stimon_nosein"
958.184066	0.8479999999999563	states													"   state_name
id           
4     nicstim"
959.032066	1.3250000000000455	states													"      state_name
id              
7   reinit_cpoke"
960.357066	0.002504999999928259	states													"   state_name
id           
4     nicstim"
960.359571	0.0004959999999982756	states													"       state_name
id               
5   stimon_nosein"
960.360067	0.17499900000007074	states													"   state_name
id           
4     nicstim"
960.535066	47.67700000000002	states													"      state_name
id              
7   reinit_cpoke"
1008.212066	0.0019999999999527063	states													"   state_name
id           
4     nicstim"
1008.214066	0.0004999999999881766	states													"       state_name
id               
5   stimon_nosein"
1008.214566	0.8890039999999999	states													"   state_name
id           
4     nicstim"
1009.10357	14.922996999999896	states													"      state_name
id              
7   reinit_cpoke"
1024.026567	0.0024990000001707813	states													"   state_name
id           
4     nicstim"
1024.029066	0.0005019999998694402	states													"       state_name
id               
5   stimon_nosein"
1024.029568	0.8954980000000887	states													"   state_name
id           
4     nicstim"
1024.925066	49.56400000000008	states													"      state_name
id              
7   reinit_cpoke"
1074.489066	0.0019999999999527063	states													"   state_name
id           
4     nicstim"
1074.491066	0.0005019999998694402	states													"       state_name
id               
5   stimon_nosein"
