onset	duration	nwb_table	ProAnti3Marino_hit_history	ProAnti3Marino_sides_history	ProAnti3Marino_psych_history	ProAnti3Marino_loc_history	ProAnti3Marino_mem_history	ProAnti3Marino_free_history	StimulatorSection_stimulator_history	MaskSection_mask_history	AntibiasSection_LocalHitHistory	AntibiasSection_LocalSidesHistory	AntibiasSection_LocalLocHistory	state_type
72.524702	168.853006	trials	1.0	l	1.0	p	1.0	r	0.0	0.0	1.0	l	p	
72.524702	168.853006	states												"   state_name
id           
0     state_0"
72.524702	0.015998999999993657	states												"          state_name
id                  
1   sending_trialnum"
72.540701	158.0125	states												"      state_name
id              
3   wait_for_cin"
230.553201	1.0004989999999907	states												"   state_name
id           
4     context"
231.5537	0.0015010000000188484	states												"   state_name
id           
6       csgap"
231.555201	1.000506999999999	states												"   state_name
id           
11    stim_on"
232.555708	0.0014909999999872525	states												"   state_name
id           
12   stim_off"
232.557199	2.081998999999996	states												"        state_name
id                
13  wait_for_spoke"
234.639198	0.0005130000000121981	states												"             state_name
id                     
15  soff_reward_chooser"
234.639711	0.05648700000000417	states												"         state_name
id                 
16  reward_big_soff"
234.696198	0.10950799999997685	states												"         state_name
id                 
23  post_reward_off"
234.805706	3.571008000000006	states												"         state_name
id                 
24  soft_drink_time"
238.376714	0.0004900000000134241	states												"    state_name
id            
25  warndanger"
238.377204	3.0005040000000065	states												"            state_name
id                    
26  warndanger_warning"
241.378198	310.74199999999996	trials	0.0	l	1.0	p	1.0	r	0.0	0.0	0.0	l	p	
241.378198	310.74199999999996	states												"   state_name
id           
0     state_0"
241.378198	0.015999999999991132	states												"          state_name
id                  
1   sending_trialnum"
241.394198	297.23	states												"      state_name
id              
3   wait_for_cin"
538.624198	1.0000059999999849	states												"   state_name
id           
4     context"
539.624204	0.001510000000052969	states												"   state_name
id           
6       csgap"
539.625714	1.0004840000000286	states												"   state_name
id           
11    stim_on"
540.626198	0.0009999999999763531	states												"   state_name
id           
12   stim_off"
540.627198	6.491999999999962	states												"        state_name
id                
13  wait_for_spoke"
547.119198	5.000999999999976	states												"     state_name
id             
28  error_state"
552.120704	121.928494	trials	1.0	l	1.0	p	1.0	r	0.0	0.0	1.0	l	p	
552.120704	121.928494	states												"   state_name
id           
0     state_0"
552.120704	0.01599799999996776	states												"          state_name
id                  
1   sending_trialnum"
552.136702	106.48199799999998	states												"      state_name
id              
3   wait_for_cin"
658.6187	1.0004979999999932	states												"   state_name
id           
4     context"
659.619198	0.0010009999999738284	states												"   state_name
id           
6       csgap"
659.620199	0.32799900000009075	states												"   state_name
id           
11    stim_on"
659.948198	0.0005079999999679785	states												"            state_name
id                    
14  son_reward_chooser"
659.948706	0.056491999999934706	states												"        state_name
id                
17  reward_big_son"
660.005198	0.9440030000000661	states												"        state_name
id                
22  post_reward_on"
660.949201	0.0980019999999513	states												"         state_name
id                 
23  post_reward_off"
661.047203	10.000994999999989	states												"         state_name
id                 
24  soft_drink_time"
671.048198	0.0005050000000892396	states												"    state_name
id            
25  warndanger"
671.048703	3.000495000000001	states												"            state_name
id                    
26  warndanger_warning"
674.04971	229.05299300000001	trials	0.0	l	1.0	p	1.0	r	0.0	0.0	0.0	l	p	
674.04971	229.05299300000001	states												"   state_name
id           
0     state_0"
674.04971	0.016002999999955136	states												"          state_name
id                  
1   sending_trialnum"
674.065713	210.99499100000003	states												"      state_name
id              
3   wait_for_cin"
885.060704	1.0004940000000033	states												"   state_name
id           
4     context"
886.061198	0.0009999999999763531	states												"   state_name
id           
6       csgap"
886.062198	1.0005090000000791	states												"   state_name
id           
11    stim_on"
887.062707	0.0014909999999872525	states												"   state_name
id           
12   stim_off"
887.064198	11.037508000000003	states												"        state_name
id                
13  wait_for_spoke"
898.101706	5.000996999999984	states												"     state_name
id             
28  error_state"
903.103203	325.485998	trials	1.0	l	1.0	p	1.0	r	0.0	0.0	1.0	l	p	
903.103203	325.485998	states												"   state_name
id           
0     state_0"
903.103203	0.01599599999997281	states												"          state_name
id                  
1   sending_trialnum"
903.119199	51.789499999999975	states												"      state_name
id              
3   wait_for_cin"
954.908699	1.00000399999999	states												"   state_name
id           
4     context"
955.908703	0.001008000000069842	states												"   state_name
id           
6       csgap"
