onset	duration	nwb_table	PBups_hit_history	PBups_violation_history	SidesSection_previous_sounds	SidesSection_previous_samples	SidesSection_previous_memory_gaps	SidesSection_previous_rt_task	SidesSection_previous_stims	PBupsSection_LocalPrevSides	PBupsSection_LocalPrevSounds	state_type
816.740941	5.1690079999999625	trials	0.0	0.0	1.0	2.0	-1.408994000000007	0.0	0.0	r	1.0	
816.740941	5.1690079999999625	states										"   state_name
id           
0     state_0"
816.740941	0.016002999999955136	states										"          state_name
id                  
1   sending_trialnum"
816.756944	0.009512999999969907	states										"           state_name
id                   
3   clean_sound_state"
816.766457	0.0014840000000049258	states										"   state_name
id           
4         iti"
816.767941	0.8600059999999985	states										"         state_name
id                 
6   wait_for_cpoke1"
817.627947	0.001494000000093365	states										"             state_name
id                     
8   play_stimulus_sound"
817.629441	0.591005999999993	states										"   state_name
id           
9      cpoke1"
818.220447	0.010502999999971507	states										"           state_name
id                   
13  center_2_side_gap"
818.23095	0.6754909999999654	states										"        state_name
id                
17  wait_for_spoke"
818.906441	0.0015000000000782165	states										"      state_name
id              
18  error_state1"
818.907941	3.001009999999951	states										"     state_name
id             
19  error_state"
821.908951	0.0009979999999814027	states										"        state_name
id                
30  clean_up_state"
821.910441	59.84850800000004	trials	1.0	1.0	-1.0			0.0	0.0	l	-1.0	
821.910441	59.84850800000004	states										"   state_name
id           
0     state_0"
821.910441	0.016016000000036	states										"          state_name
id                  
1   sending_trialnum"
821.926457	0.009490000000027976	states										"           state_name
id                   
3   clean_sound_state"
821.935947	0.0010139999999410065	states										"   state_name
id           
4         iti"
821.936961	19.600479999999948	states										"         state_name
id                 
6   wait_for_cpoke1"
841.537441	0.0015080000000580185	states										"             state_name
id                     
8   play_stimulus_sound"
841.538949	0.2539990000000216	states										"   state_name
id           
9      cpoke1"
841.792948	0.20099299999992581	states										"        state_name
id                
12  temp_violation"
841.993941	0.0015000000000782165	states										"             state_name
id                     
8   play_stimulus_sound"
841.995441	0.37249999999994543	states										"   state_name
id           
9      cpoke1"
842.367941	0.20100200000001678	states										"        state_name
id                
12  temp_violation"
842.568943	0.8524979999999687	states										"         state_name
id                 
6   wait_for_cpoke1"
843.421441	0.0015070000000605432	states										"             state_name
id                     
8   play_stimulus_sound"
843.422948	0.4280019999999922	states										"   state_name
id           
9      cpoke1"
843.85095	0.20099100000004455	states										"        state_name
id                
12  temp_violation"
844.051941	0.09799999999995634	states										"         state_name
id                 
6   wait_for_cpoke1"
844.149941	0.0014999999999645297	states										"             state_name
id                     
8   play_stimulus_sound"
844.151441	0.4480150000000549	states										"   state_name
id           
9      cpoke1"
844.599456	0.200984999999946	states										"        state_name
id                
12  temp_violation"
844.800441	0.0015000000000782165	states										"             state_name
id                     
8   play_stimulus_sound"
844.801941	0.1854999999999336	states										"   state_name
id           
9      cpoke1"
844.987441	0.2010050000000092	states										"        state_name
id                
12  temp_violation"
845.188446	0.01899500000001808	states										"         state_name
id                 
6   wait_for_cpoke1"
845.207441	0.001504999999951906	states										"             state_name
id                     
8   play_stimulus_sound"
845.208946	0.3735110000000077	states										"   state_name
id           
9      cpoke1"
845.582457	0.20098400000006222	states										"        state_name
id                
12  temp_violation"
845.783441	7.9950000000000045	states										"         state_name
id                 
6   wait_for_cpoke1"
853.778441	0.0015079999999443316	states										"             state_name
id                     
8   play_stimulus_sound"
853.779949	0.04699900000002799	states										"   state_name
id           
9      cpoke1"
853.826948	0.2009930000000395	states										"        state_name
id                
12  temp_violation"
854.027941	16.955007999999907	states										"         state_name
id                 
6   wait_for_cpoke1"
870.982949	0.0014919999999847278	states										"             state_name
id                     
8   play_stimulus_sound"
870.984441	0.43800000000010186	states										"   state_name
id           
9      cpoke1"
871.422441	0.2010019999999031	states										"        state_name
id                
12  temp_violation"
871.623443	0.2204980000000205	states										"         state_name
id                 
6   wait_for_cpoke1"
871.843941	0.0015000000000782165	states										"             state_name
id                     
8   play_stimulus_sound"
871.845441	0.5720000000000027	states										"   state_name
id           
9      cpoke1"
