onset	duration	nwb_table	crosstalk_dir	bup_width	bup_ramp	vol_low	vol_hi	vol	gamma_dir	gamma_freq	freq_lo	freq_hi	HistorySection_hit_history	HistorySection_violation_history	HistorySection_hit_history_left	HistorySection_hit_history_right	HistorySection_side_history	HistorySection_result_history	HistorySection_hit_history_task	HistorySection_hit_history_stage	state_type
1973.245022	1.0004879999999048	states																			"   state_name
id           
5       cpoke"
1974.24551	0.06900500000006105	states																			"       state_name
id               
6   wait_for_cout"
1974.314515	0.4764909999998963	states																			"        state_name
id                
7   wait_for_spoke"
1974.791006	0.0005060000000867149	states																			"   state_name
id           
8   hit_state"
1974.791512	0.18099400000005517	states																			"    state_name
id            
9   hit_state2"
1974.972506	0.0035060000000157743	states																			"        state_name
id                
14  clean_up_state"
1974.976012	0.6964940000000297	states																			"                state_name
id                        
2   check_next_trial_ready"
1975.673007	5.295998999999938	trials	0.0	5.0	2.0	1.0	1.0	0.15	-2.0	0.0	6500.0	14200.0	1.0	0.0	1.0		l	1.0	1.0	1.0	
1975.673007	5.295998999999938	states																			"   state_name
id           
0     state_0"
1975.673007	0.015998999999965235	states																			"          state_name
id                  
1   sending_trialnum"
1975.689006	2.263500000000022	states																			"        state_name
id                
3   wait_for_cpoke"
1977.952506	0.09999999999990905	states																			"     state_name
id             
4   nic_prestim"
1978.052506	1.0	states																			"   state_name
id           
5       cpoke"
1979.052506	0.6140000000000327	states																			"       state_name
id               
6   wait_for_cout"
1979.666506	0.4259999999999309	states																			"        state_name
id                
7   wait_for_spoke"
1980.092506	0.0005000000001018634	states																			"   state_name
id           
8   hit_state"
1980.093006	0.1794999999999618	states																			"    state_name
id            
9   hit_state2"
1980.272506	0.003500000000030923	states																			"        state_name
id                
14  clean_up_state"
1980.276006	0.6929999999999836	states																			"                state_name
id                        
2   check_next_trial_ready"
1980.969512	4.6034940000001825	trials	0.0	5.0	2.0	1.0	1.0	0.15	-2.0	0.0	6500.0	14200.0	1.0	0.0	1.0		l	1.0	1.0	1.0	
1980.969512	4.6034940000001825	states																			"   state_name
id           
0     state_0"
1980.969512	0.01600100000018756	states																			"          state_name
id                  
1   sending_trialnum"
1980.985513	1.8529929999999695	states																			"        state_name
id                
3   wait_for_cpoke"
1982.838506	0.09999999999990905	states																			"     state_name
id             
4   nic_prestim"
1982.938506	1.0005000000001019	states																			"   state_name
id           
5       cpoke"
1983.939006	0.2705039999998462	states																			"       state_name
id               
6   wait_for_cout"
1984.20951	0.3400120000001152	states																			"        state_name
id                
7   wait_for_spoke"
1984.549522	0.00048399999991488585	states																			"   state_name
id           
8   hit_state"
1984.550006	0.1780069999999796	states																			"    state_name
id            
9   hit_state2"
1984.728013	0.0035030000001370354	states																			"        state_name
id                
14  clean_up_state"
1984.731516	0.8414900000000216	states																			"                state_name
id                        
2   check_next_trial_ready"
1985.573518	4.220000000000027	trials	0.0	5.0	2.0	1.0	1.0	0.15	5.0	0.0	6500.0	14200.0	1.0	0.0		1.0	r	1.0	1.0	1.0	
1985.573518	4.220000000000027	states																			"   state_name
id           
0     state_0"
1985.573518	0.0160120000000461	states																			"          state_name
id                  
1   sending_trialnum"
1985.58953	1.653475999999955	states																			"        state_name
id                
3   wait_for_cpoke"
1987.243006	0.10000000000013642	states																			"     state_name
id             
4   nic_prestim"
1987.343006	1.0000159999999596	states																			"   state_name
id           
5       cpoke"
1988.343022	0.3834839999999531	states																			"       state_name
id               
6   wait_for_cout"
1988.726506	0.26751500000000306	states																			"        state_name
id                
7   wait_for_spoke"
1988.994021	0.00048500000002604793	states																			"   state_name
id           
8   hit_state"
1988.994506	0.1690129999999499	states																			"    state_name
id            
9   hit_state2"
1989.163519	0.003493000000162283	states																			"        state_name
id                
14  clean_up_state"
1989.167012	0.6265059999998357	states																			"                state_name
id                        
2   check_next_trial_ready"
1989.794006	4.9220000000000255	trials	0.0	5.0	2.0	1.0	1.0	0.15	-5.0	0.0	6500.0	14200.0	1.0	0.0	1.0		l	1.0	1.0	1.0	
1989.794006	4.9220000000000255	states																			"   state_name
id           
0     state_0"
1989.794006	0.015999999999849024	states																			"          state_name
id                  
1   sending_trialnum"
1989.810006	1.9915070000001833	states																			"        state_name
id                
3   wait_for_cpoke"
1991.801513	0.100001999999904	states																			"     state_name
id             
4   nic_prestim"
1991.901515	1.0000029999998787	states																			"   state_name
id           
5       cpoke"
1992.901518	0.3624880000002122	states																			"       state_name
id               
6   wait_for_cout"
1993.264006	0.5619999999998981	states																			"        state_name
id                
7   wait_for_spoke"
1993.826006	0.0005000000001018634	states																			"   state_name
id           
8   hit_state"
1993.826506	0.17799999999988358	states																			"    state_name
id            
9   hit_state2"
1994.004506	0.003500000000030923	states																			"        state_name
id                
14  clean_up_state"
1994.008006	0.7080000000000837	states																			"                state_name
id                        
2   check_next_trial_ready"
1994.716506	4.5775000000001	trials	0.0	5.0	2.0	1.0	1.0	0.15	2.0	0.0	6500.0	14200.0	1.0	0.0		1.0	r	1.0	1.0	1.0	
1994.716506	4.5775000000001	states																			"   state_name
id           
0     state_0"
1994.716506	0.016000000000076398	states																			"          state_name
id                  
1   sending_trialnum"
1994.732506	1.6124999999999545	states																			"        state_name
id                
3   wait_for_cpoke"
1996.345006	0.10001600000009603	states																			"     state_name
id             
4   nic_prestim"
1996.445022	1.0004869999997936	states																			"   state_name
id           
5       cpoke"
1997.445509	0.5089970000001358	states																			"       state_name
id               
6   wait_for_cout"
1997.954506	0.3250069999999141	states																			"        state_name
id                
7   wait_for_spoke"
1998.279513	0.0004930000000058499	states																			"   state_name
id           
8   hit_state"
1998.280006	0.1690000000000964	states																			"    state_name
id            
9   hit_state2"
1998.449006	0.0035060000000157743	states																			"        state_name
id                
14  clean_up_state"
1998.452512	0.8414940000000115	states																			"                state_name
id                        
2   check_next_trial_ready"
1999.294506	4.5620000000001255	trials	0.0	5.0	2.0	1.0	1.0	0.15	-2.0	0.0	6500.0	14200.0	1.0	0.0	1.0		l	1.0	1.0	1.0	
1999.294506	4.5620000000001255	states																			"   state_name
id           
0     state_0"
1999.294506	0.016000000000076398	states																			"          state_name
id                  
1   sending_trialnum"
1999.310506	1.7335000000000491	states																			"        state_name
id                
3   wait_for_cpoke"
2001.044006	0.09999999999990905	states																			"     state_name
id             
4   nic_prestim"
2001.144006	1.0000030000001061	states																			"   state_name
id           
5       cpoke"
2002.144009	0.37500299999987874	states																			"       state_name
id               
6   wait_for_cout"
2002.519012	0.32699400000001333	states																			"        state_name
id                
7   wait_for_spoke"
2002.846006	0.0005000000001018634	states																			"   state_name
id           
8   hit_state"
2002.846506	0.17799999999988358	states																			"    state_name
id            
9   hit_state2"
2003.024506	0.003500000000030923	states																			"        state_name
id                
14  clean_up_state"
2003.028006	0.8285000000000764	states																			"                state_name
id                        
2   check_next_trial_ready"
2003.857006	4.594000000000051	trials	0.0	5.0	2.0	1.0	1.0	0.15	5.0	0.0	6500.0	14200.0	1.0	0.0		1.0	r	1.0	1.0	1.0	
2003.857006	4.594000000000051	states																			"   state_name
id           
0     state_0"
2003.857006	0.016000000000076398	states																			"          state_name
id                  
1   sending_trialnum"
2003.873006	1.5925070000000687	states																			"        state_name
id                
3   wait_for_cpoke"
2005.465513	0.06299300000000585	states																			"     state_name
id             
4   nic_prestim"
2005.528506	0.018000999999912892	states																			"        state_name
id                
3   wait_for_cpoke"
2005.546507	0.10049899999989975	states																			"     state_name
id             
4   nic_prestim"
2005.647006	1.0	states																			"   state_name
id           
5       cpoke"
2006.647006	0.512000000000171	states																			"       state_name
id               
6   wait_for_cout"
2007.159006	0.31399999999985084	states																			"        state_name
id                
7   wait_for_spoke"
2007.473006	0.0005029999999806023	states																			"   state_name
id           
8   hit_state"
2007.473509	0.1689969999999903	states																			"    state_name
id            
9   hit_state2"
2007.642506	0.003500000000030923	states																			"        state_name
id                
14  clean_up_state"
2007.646006	0.8050000000000637	states																			"                state_name
id                        
2   check_next_trial_ready"
2008.451508	4.944005999999945	trials	0.0	5.0	2.0	1.0	1.0	0.15	-2.0	0.0	6500.0	14200.0	1.0	0.0	1.0		l	1.0	1.0	1.0	
2008.451508	4.944005999999945	states																			"   state_name
id           
0     state_0"
2008.451508	0.016004999999950087	states																			"          state_name
id                  
1   sending_trialnum"
2008.467513	1.6814990000000307	states																			"        state_name
id                
3   wait_for_cpoke"
2010.149012	0.10049800000001596	states																			"     state_name
id             
4   nic_prestim"
2010.24951	1.0004959999998846	states																			"   state_name
id           
5       cpoke"
2011.250006	0.9675110000000586	states																			"       state_name
id               
6   wait_for_cout"
2012.217517	0.39548899999999776	states																			"        state_name
id                
7   wait_for_spoke"
2012.613006	0.0005059999998593412	states																			"   state_name
id           
8   hit_state"
2012.613512	0.17749400000002424	states																			"    state_name
id            
9   hit_state2"
2012.791006	0.003500000000030923	states																			"        state_name
id                
14  clean_up_state"
2012.794506	0.6010080000000926	states																			"                state_name
id                        
2   check_next_trial_ready"
2013.396006	5.306500000000142	trials	0.0	5.0	2.0	1.0	1.0	0.15	-5.0	0.0	6500.0	14200.0	1.0	0.0	1.0		l	1.0	1.0	1.0	
2013.396006	5.306500000000142	states																			"   state_name
id           
0     state_0"
2013.396006	0.016000000000076398	states																			"          state_name
id                  
1   sending_trialnum"
2013.412006	2.0564999999999145	states																			"        state_name
id                
3   wait_for_cpoke"
2015.468506	0.10000000000013642	states																			"     state_name
id             
4   nic_prestim"
2015.568506	1.0	states																			"   state_name
id           
5       cpoke"
2016.568506	0.8434999999999491	states																			"       state_name
id               
6   wait_for_cout"
2017.412006	0.3910000000000764	states																			"        state_name
id                
7   wait_for_spoke"
2017.803006	0.0005089999999654538	states																			"   state_name
id           
8   hit_state"
2017.803515	0.17649099999994178	states																			"    state_name
id            
9   hit_state2"
2017.980006	0.003512999999884414	states																			"        state_name
id                
14  clean_up_state"
2017.983519	0.7189870000001974	states																			"                state_name
id                        
2   check_next_trial_ready"
2018.703011	4.568994999999859	trials	0.0	5.0	2.0	1.0	1.0	0.15	2.0	0.0	6500.0	14200.0	1.0	0.0		1.0	r	1.0	1.0	1.0	
2018.703011	4.568994999999859	states																			"   state_name
id           
0     state_0"
2018.703011	0.01601099999993494	states																			"          state_name
id                  
1   sending_trialnum"
2018.719022	1.9844909999999345	states																			"        state_name
id                
3   wait_for_cpoke"
2020.703513	0.10049300000014227	states																			"     state_name
id             
4   nic_prestim"
2020.804006	1.0004999999998745	states																			"   state_name
id           
5       cpoke"
2021.804506	0.2315009999999802	states																			"       state_name
id               
6   wait_for_cout"
2022.036007	0.2789990000001126	states																			"        state_name
id                
7   wait_for_spoke"
2022.315006	0.0005039999998643907	states																			"   state_name
id           
8   hit_state"
2022.31551	0.17000300000017887	states																			"    state_name
id            
9   hit_state2"
2022.485513	0.0034929999999349093	states																			"        state_name
id                
14  clean_up_state"
2022.489006	0.7829999999999018	states																			"                state_name
id                        
2   check_next_trial_ready"
2023.272506	4.571999999999889	trials	0.0	5.0	2.0	1.0	1.0	0.15	2.0	0.0	6500.0	14200.0	1.0	0.0		1.0	r	1.0	1.0	1.0	
2023.272506	4.571999999999889	states																			"   state_name
id           
0     state_0"
2023.272506	0.016000000000076398	states																			"          state_name
id                  
1   sending_trialnum"
2023.288506	2.0184999999999036	states																			"        state_name
id                
3   wait_for_cpoke"
2025.307006	0.09999999999990905	states																			"     state_name
id             
4   nic_prestim"
2025.407006	1.0005060000000867	states																			"   state_name
id           
5       cpoke"
2026.407512	0.21250899999995454	states																			"       state_name
id               
6   wait_for_cout"
2026.620021	0.33698500000014064	states																			"        state_name
id                
7   wait_for_spoke"
2026.957006	0.0005119999998441926	states																			"   state_name
id           
8   hit_state"
2026.957518	0.1689930000000004	states																			"    state_name
id            
9   hit_state2"
2027.126511	0.0034950000001572334	states																			"        state_name
id                
14  clean_up_state"
2027.130006	0.7144999999998163	states																			"                state_name
id                        
2   check_next_trial_ready"
2027.845006	5.656999999999925	trials	0.0	5.0	2.0	1.0	1.0	0.15	2.0	0.0	6500.0	14200.0	1.0	0.0		1.0	r	1.0	1.0	1.0	
2027.845006	5.656999999999925	states																			"   state_name
id           
0     state_0"
2027.845006	0.016000000000076398	states																			"          state_name
id                  
1   sending_trialnum"
2027.861006	2.418508999999858	states																			"        state_name
id                
3   wait_for_cpoke"
2030.279515	0.10049100000014732	states																			"     state_name
id             
4   nic_prestim"
2030.380006	1.0004999999998745	states																			"   state_name
id           
5       cpoke"
2031.380506	0.3525050000000647	states																			"       state_name
id               
6   wait_for_cout"
2031.733011	0.876498999999967	states																			"        state_name
id                
7   wait_for_spoke"
2032.60951	0.0004960000001119624	states																			"   state_name
id           
8   hit_state"
2032.610006	0.16849999999999454	states																			"    state_name
id            
9   hit_state2"
2032.778506	0.003499999999803549	states																			"        state_name
id                
14  clean_up_state"
2032.782006	0.7200000000000273	states																			"                state_name
id                        
2   check_next_trial_ready"
2033.502506	4.258000000000038	trials	0.0	5.0	2.0	1.0	1.0	0.15	-2.0	0.0	6500.0	14200.0	1.0	0.0	1.0		l	1.0	1.0	1.0	
2033.502506	4.258000000000038	states																			"   state_name
id           
0     state_0"
2033.502506	0.015999999999849024	states																			"          state_name
id                  
1   sending_trialnum"
2033.518506	1.7420000000001892	states																			"        state_name
id                
3   wait_for_cpoke"
2035.260506	0.10001599999986865	states																			"     state_name
id             
4   nic_prestim"
2035.360522	1.0004840000001423	states																			"   state_name
id           
5       cpoke"
2036.361006	0.2925049999998919	states																			"       state_name
id               
6   wait_for_cout"
2036.653511	0.3294949999999517	states																			"        state_name
id                
7   wait_for_spoke"
2036.983006	0.0005060000000867149	states																			"   state_name
id           
8   hit_state"
2036.983512	0.17801200000008066	states																			"    state_name
id            
9   hit_state2"
2037.161524	0.0034979999998085987	states																			"        state_name
id                
14  clean_up_state"
2037.165022	0.5954840000001695	states																			"                state_name
id                        
2   check_next_trial_ready"
2037.761006	3.871505999999954	trials	0.0	5.0	2.0	1.0	1.0	0.15	5.0	0.0	6500.0	14200.0	1.0	0.0		1.0	r	1.0	1.0	1.0	
2037.761006	3.871505999999954	states																			"   state_name
id           
0     state_0"
2037.761006	0.016000000000076398	states																			"          state_name
id                  
1   sending_trialnum"
2037.777006	1.3070000000000164	states																			"        state_name
id                
3   wait_for_cpoke"
2039.084006	0.10050000000001091	states																			"     state_name
id             
4   nic_prestim"
2039.184506	1.000515999999834	states																			"   state_name
id           
5       cpoke"
2040.185022	0.30498400000010406	states																			"       state_name
id               
6   wait_for_cout"
2040.490006	0.3695020000000113	states																			"        state_name
id                
7   wait_for_spoke"
2040.859508	0.0004980000001069129	states																			"   state_name
id           
8   hit_state"
2040.860006	0.16899999999986903	states																			"    state_name
id            
9   hit_state2"
2041.029006	0.003500000000030923	states																			"        state_name
id                
14  clean_up_state"
2041.032506	0.6000059999998939	states																			"                state_name
id                        
2   check_next_trial_ready"
2041.633011	7.707495000000108	trials	0.0	5.0	2.0	1.0	1.0	0.15	2.0	0.0	6500.0	14200.0	1.0	0.0		1.0	r	1.0	1.0	1.0	
2041.633011	7.707495000000108	states																			"   state_name
id           
0     state_0"
2041.633011	0.015995000000202708	states																			"          state_name
id                  
1   sending_trialnum"
2041.649006	4.0909999999998945	states																			"        state_name
id                
3   wait_for_cpoke"
2045.740006	0.1005009999998947	states																			"     state_name
id             
4   nic_prestim"
2045.840507	1.000499000000218	states																			"   state_name
id           
5       cpoke"
2046.841006	0.179004999999961	states																			"       state_name
id               
6   wait_for_cout"
2047.020011	0.32199599999989914	states																			"        state_name
id                
7   wait_for_spoke"
2047.342007	0.0004989999999907013	states																			"   state_name
id           
8   hit_state"
2047.342506	0.16849999999999454	states																			"    state_name
id            
9   hit_state2"
2047.511006	0.003500000000030923	states																			"        state_name
id                
14  clean_up_state"
2047.514506	1.8260000000000218	states																			"                state_name
id                        
2   check_next_trial_ready"
2049.341006	4.242999999999938	trials	0.0	5.0	2.0	1.0	1.0	0.15	5.0	0.0	6500.0	14200.0	1.0	0.0		1.0	r	1.0			
2049.341006	4.242999999999938	states																			"   state_name
id           
0     state_0"
2049.341006	0.016000000000076398	states																			"          state_name
id                  
1   sending_trialnum"
2049.357006	1.031999999999698	states																			"        state_name
id                
3   wait_for_cpoke"
2050.389006	0.09999999999990905	states																			"     state_name
id             
4   nic_prestim"
2050.489006	1.0005080000000817	states																			"   state_name
id           
5       cpoke"
2051.489514	0.3824920000001839	states																			"       state_name
id               
6   wait_for_cout"
2051.872006	0.7305160000000797	states																			"        state_name
id                
7   wait_for_spoke"
2052.602522	0.0004999999996471161	states																			"   state_name
id           
8   hit_state"
2052.603022	0.16748400000005859	states																			"    state_name
id            
9   hit_state2"
2052.770506	0.0035000000002582965	states																			"        state_name
id                
14  clean_up_state"
2052.774006	0.8099999999999454	states																			"                state_name
id                        
2   check_next_trial_ready"
2053.584506	6.151006999999936	trials	0.0	5.0	2.0	1.0	1.0	0.15	5.0	0.0	6500.0	14200.0		1.0			r	3.0	1.0	1.0	
2053.584506	6.151006999999936	states																			"   state_name
id           
0     state_0"
2053.584506	0.016000000000076398	states																			"          state_name
id                  
1   sending_trialnum"
2053.600506	2.1675069999996595	states																			"        state_name
id                
3   wait_for_cpoke"
2055.768013	0.1004929999999149	states																			"     state_name
id             
4   nic_prestim"
2055.868506	0.8630040000002737	states																			"   state_name
id           
5       cpoke"
2056.73151	3.000496000000112	states																			"         state_name
id                 
12  nic_error_state"
2059.732006	0.0035069999998995627	states																			"        state_name
id                
14  clean_up_state"
2059.736021	2.5934879999999794	trials	0.0	5.0	2.0	1.0	1.0	0.15	-2.0	0.0	6500.0	14200.0	1.0	0.0	1.0		l	1.0	1.0	1.0	
2059.736021	2.5934879999999794	states																			"   state_name
id           
0     state_0"
2059.736021	0.01599999999962165	states																			"          state_name
id                  
1   sending_trialnum"
2059.752021	0.23198500000034983	states																			"        state_name
id                
3   wait_for_cpoke"
2059.984006	0.10050000000001091	states																			"     state_name
id             
4   nic_prestim"
2060.084506	1.0	states																			"   state_name
id           
5       cpoke"
2061.084506	0.0644999999999527	states																			"       state_name
id               
6   wait_for_cout"
2061.149006	0.3285139999998137	states																			"        state_name
id                
7   wait_for_spoke"
2061.47752	0.00048599999990983633	states																			"   state_name
id           
8   hit_state"
2061.478006	0.17351400000006834	states																			"    state_name
id            
9   hit_state2"
2061.65152	0.0034860000000662694	states																			"        state_name
id                
14  clean_up_state"
2061.655006	0.6745030000001861	states																			"                state_name
id                        
2   check_next_trial_ready"
2062.330006	5.270506999999725	trials	0.0	5.0	2.0	1.0	1.0	0.15	-5.0	0.0	6500.0	14200.0	1.0	0.0	1.0		l	1.0	1.0	1.0	
2062.330006	5.270506999999725	states																			"   state_name
id           
0     state_0"
2062.330006	0.016000000000076398	states																			"          state_name
id                  
1   sending_trialnum"
2062.346006	2.518499999999676	states																			"        state_name
id                
3   wait_for_cpoke"
2064.864506	0.1000160000003234	states																			"     state_name
id             
4   nic_prestim"
2064.964522	1.0004839999996875	states																			"   state_name
id           
5       cpoke"
2065.965006	0.3454999999999018	states																			"       state_name
id               
6   wait_for_cout"
2066.310506	0.4190070000004198	states																			"        state_name
id                
7   wait_for_spoke"
2066.729513	0.0004929999995511025	states																			"   state_name
id           
8   hit_state"
2066.730006	0.17250000000012733	states																			"    state_name
id            
9   hit_state2"
2066.902506	0.0035000000002582965	states																			"        state_name
id                
14  clean_up_state"
2066.906006	0.6945069999997031	states																			"                state_name
id                        
2   check_next_trial_ready"
2067.601014	4.2469920000003185	trials	0.0	5.0	2.0	1.0	1.0	0.15	-2.0	0.0	6500.0	14200.0	1.0	0.0	1.0		l	1.0	1.0	1.0	
2067.601014	4.2469920000003185	states																			"   state_name
id           
0     state_0"
2067.601014	0.015992000000096596	states																			"          state_name
id                  
1   sending_trialnum"
2067.617006	1.7460000000000946	states																			"        state_name
id                
3   wait_for_cpoke"
2069.363006	0.10001599999986865	states																			"     state_name
id             
4   nic_prestim"
2069.463022	1.0004910000002383	states																			"   state_name
id           
5       cpoke"
2070.463513	0.10349300000007133	states																			"       state_name
id               
6   wait_for_cout"
2070.567006	0.4169999999999163	states																			"        state_name
id                
7   wait_for_spoke"
2070.984006	0.0004999999996471161	states																			"   state_name
id           
8   hit_state"
2070.984506	0.17200000000002547	states																			"    state_name
id            
9   hit_state2"
2071.156506	0.0035000000002582965	states																			"        state_name
id                
14  clean_up_state"
2071.160006	0.6880000000001019	states																			"                state_name
id                        
2   check_next_trial_ready"
2071.848506	4.585009000000355	trials	0.0	5.0	2.0	1.0	1.0	0.15	-2.0	0.0	6500.0	14200.0	1.0	0.0	1.0		l	1.0			
2071.848506	4.585009000000355	states																			"   state_name
id           
0     state_0"
2071.848506	0.016000000000076398	states																			"          state_name
id                  
1   sending_trialnum"
2071.864506	1.7260000000001128	states																			"        state_name
id                
3   wait_for_cpoke"
2073.590506	0.10001599999986865	states																			"     state_name
id             
4   nic_prestim"
2073.690522	1.0004840000001423	states																			"   state_name
id           
5       cpoke"
2074.691006	0.5525039999997716	states																			"       state_name
id               
6   wait_for_cout"
2075.24351	0.34299600000031205	states																			"        state_name
id                
7   wait_for_spoke"
2075.586506	0.0005000000001018634	states																			"   state_name
id           
8   hit_state"
2075.587006	0.17099999999982174	states																			"    state_name
id            
9   hit_state2"
2075.758006	0.0035020000000258733	states																			"        state_name
id                
14  clean_up_state"
2075.761508	0.6720070000001215	states																			"                state_name
id                        
2   check_next_trial_ready"
2076.434006	5.335006000000249	trials	0.0	5.0	2.0	1.0	1.0	0.15	5.0	0.0	6500.0	14200.0		1.0			r	3.0	0.0	0.0	
2076.434006	5.335006000000249	states																			"   state_name
id           
0     state_0"
2076.434006	0.016000000000076398	states																			"          state_name
id                  
1   sending_trialnum"
2076.450006	1.2835079999999834	states																			"        state_name
id                
3   wait_for_cpoke"
2077.733514	0.10049200000003111	states																			"     state_name
id             
4   nic_prestim"
2077.834006	0.93100000000004	states																			"   state_name
id           
5       cpoke"
2078.765006	3.0005040000000918	states																			"         state_name
id                 
12  nic_error_state"
2081.76551	0.0035020000000258733	states																			"        state_name
id                
14  clean_up_state"
2081.769513	17.365008999999645	trials	0.0	5.0	2.0	1.0	1.0	0.15	5.0	0.0	6500.0	14200.0	0.0	0.0		0.0	r	2.0	1.0	1.0	
2081.769513	17.365008999999645	states																			"   state_name
id           
0     state_0"
2081.769513	0.016000999999960186	states																			"          state_name
id                  
1   sending_trialnum"
2081.785514	12.589492000000064	states																			"        state_name
id                
3   wait_for_cpoke"
2094.375006	0.09999999999990905	states																			"     state_name
id             
4   nic_prestim"
2094.475006	1.0	states																			"   state_name
id           
5       cpoke"
2095.475006	0.20300300000008065	states																			"       state_name
id               
6   wait_for_cout"
2095.678009	0.4525029999999788	states																			"        state_name
id                
7   wait_for_spoke"
2096.130512	3.0004939999998896	states																			"     state_name
id             
10  error_state"
2099.131006	0.003515999999763153	states																			"        state_name
id                
14  clean_up_state"
2099.135022	2.7484960000001593	trials	0.0	5.0	2.0	1.0	1.0	0.15	5.0	0.0	6500.0	14200.0	1.0	0.0		1.0	r	1.0	1.0	1.0	
2099.135022	2.7484960000001593	states																			"   state_name
id           
0     state_0"
2099.135022	0.015984000000116794	states																			"          state_name
id                  
1   sending_trialnum"
2099.151006	0.13850899999988542	states																			"        state_name
id                
3   wait_for_cpoke"
2099.289515	0.10049100000014732	states																			"     state_name
id             
4   nic_prestim"
2099.390006	1.0000009999998838	states																			"   state_name
id           
5       cpoke"
2100.390007	0.13199900000017806	states																			"       state_name
id               
6   wait_for_cout"
2100.522006	0.3105000000000473	states																			"        state_name
id                
7   wait_for_spoke"
2100.832506	0.0004999999996471161	states																			"   state_name
id           
8   hit_state"
2100.833006	0.18700000000035288	states																			"    state_name
id            
9   hit_state2"
2101.020006	0.0035069999998995627	states																			"        state_name
id                
14  clean_up_state"
2101.023513	0.860005000000001	states																			"                state_name
id                        
2   check_next_trial_ready"
2101.884006	7.023999999999887	trials	0.0	5.0	2.0	1.0	1.0	0.15	-2.0	0.0	6500.0	14200.0	1.0	0.0	1.0		l	1.0	0.0	0.0	
2101.884006	7.023999999999887	states																			"   state_name
id           
0     state_0"
2101.884006	0.01599999999962165	states																			"          state_name
id                  
1   sending_trialnum"
2101.900006	4.373000000000047	states																			"        state_name
id                
3   wait_for_cpoke"
2106.273006	0.10051300000031915	states																			"     state_name
id             
4   nic_prestim"
2106.373519	1.0004869999997936	states																			"   state_name
id           
5       cpoke"
2107.374006	0.23900000000003274	states																			"       state_name
id               
6   wait_for_cout"
2107.613006	0.49650800000017625	states																			"        state_name
id                
7   wait_for_spoke"
2108.109514	0.0004919999996673141	states																			"   state_name
id           
8   hit_state"
2108.110006	0.16150599999991755	states																			"    state_name
id            
9   hit_state2"
2108.271512	0.0034940000000460714	states																			"        state_name
id                
14  clean_up_state"
2108.275006	0.6330000000002656	states																			"                state_name
id                        
2   check_next_trial_ready"
2108.908506	6.836515999999847	trials	0.0	5.0	2.0	1.0	1.0	0.15	5.0	0.0	6500.0	14200.0	0.0	0.0		0.0	r	2.0	1.0	1.0	
2108.908506	6.836515999999847	states																			"   state_name
id           
0     state_0"
2108.908506	0.01599999999962165	states																			"          state_name
id                  
1   sending_trialnum"
2108.924506	1.5260000000002947	states																			"        state_name
id                
3   wait_for_cpoke"
2110.450506	0.04700699999966673	states																			"     state_name
id             
4   nic_prestim"
2110.497513	0.06200600000011036	states																			"        state_name
id                
3   wait_for_cpoke"
2110.559519	0.10048700000015742	states																			"     state_name
id             
4   nic_prestim"
2110.660006	1.0	states																			"   state_name
id           
5       cpoke"
2111.660006	0.6149999999997817	states																			"       state_name
id               
6   wait_for_cout"
2112.275006	0.46600000000034925	states																			"        state_name
id                
7   wait_for_spoke"
2112.741006	3.0005049999999756	states																			"     state_name
id             
10  error_state"
2115.741511	0.0035109999998894637	states																			"        state_name
id                
14  clean_up_state"
2115.745513	3.081493000000137	trials	0.0	5.0	2.0	1.0	1.0	0.15	2.0	0.0	6500.0	14200.0	1.0	0.0		1.0	r	1.0	1.0	1.0	
2115.745513	3.081493000000137	states																			"   state_name
id           
0     state_0"
2115.745513	0.016000999999960186	states																			"          state_name
id                  
1   sending_trialnum"
2115.761514	0.1324920000001839	states																			"        state_name
id                
3   wait_for_cpoke"
2115.894006	0.10050600000022314	states																			"     state_name
id             
4   nic_prestim"
2115.994512	1.0004939999998896	states																			"   state_name
id           
5       cpoke"
2116.995006	0.4559999999996762	states																			"       state_name
id               
6   wait_for_cout"
2117.451006	0.34600000000000364	states																			"        state_name
id                
7   wait_for_spoke"
2117.797006	0.0005110000001877779	states																			"   state_name
id           
8   hit_state"
2117.797517	0.19098900000017238	states																			"    state_name
id            
9   hit_state2"
2117.988506	0.003499999999803549	states																			"        state_name
id                
14  clean_up_state"
2117.992006	0.8350000000000364	states																			"                state_name
id                        
2   check_next_trial_ready"
2118.827509	5.666501999999582	trials	0.0	5.0	2.0	1.0	1.0	0.15	-5.0	0.0	6500.0	14200.0	1.0	0.0	1.0		l	1.0	0.0	0.0	
2118.827509	5.666501999999582	states																			"   state_name
id           
0     state_0"
2118.827509	0.01599999999962165	states																			"          state_name
id                  
1   sending_trialnum"
2118.843509	2.4960150000001704	states																			"        state_name
id                
3   wait_for_cpoke"
2121.339524	0.10048199999982899	states																			"     state_name
id             
4   nic_prestim"
2121.440006	1.0	states																			"   state_name
id           
5       cpoke"
2122.440006	0.2580000000002656	states																			"       state_name
id               
6   wait_for_cout"
2122.698006	0.9035119999998642	states																			"        state_name
id                
7   wait_for_spoke"
2123.601518	0.0004880000001321605	states																			"   state_name
id           
8   hit_state"
2123.602006	0.15799999999990177	states																			"    state_name
id            
9   hit_state2"
2123.760006	0.0035040000002481975	states																			"        state_name
id                
14  clean_up_state"
