onset	duration	nwb_table	crosstalk_dir	crosstalk_freq	bup_width	bup_ramp	vol_low	vol_hi	vol	gamma_dir	gamma_freq	freq_lo	freq_hi	HistorySection_hit_history	HistorySection_side_history	HistorySection_quadrant_history	HistorySection_task_history	HistorySection_incoh_history	HistorySection_gammadir_history	HistorySection_gammafreq_history	HistorySection_result_history	HistorySection_hit_history_task	HistorySection_incoh_history_task	state_type
82.227123	0.0004999999999881766	states																						"        state_name
id                
3   wait_for_cpoke"
82.227623	0.5005020000000115	states																						"            state_name
id                    
4   wait_for_cpoke_dir"
82.728125	13.310997999999998	states																						"            state_name
id                    
6   wait_for_cpoke_bis"
96.039123	0.00100100000000225	states																						"     state_name
id             
7   nic_prestim"
96.040124	0.0005029999999948132	states																						"   state_name
id           
8       cpoke"
96.040627	0.35249600000000214	states																						"   state_name
id           
9    cpoke_in"
96.393123	0.09999999999999432	states																						"   state_name
id           
10  cpoke_out"
96.493123	0.0005050000000039745	states																						"         state_name
id                 
17  nic_error_state"
96.493628	3.000495000000001	states																						"          state_name
id                  
18  nic_error_state2"
99.494123	0.003500000000002501	states																						"        state_name
id                
20  clean_up_state"
99.498123	10.530999999999992	trials	0.0	0.0	5.0	2.0	1.0	1.0	0.01	4.0	-1.0	6500.0	14200.0	0.0	r	1.0	d	1.0	4.0	-1.0	2.0	0.0	0.0	
99.498123	10.530999999999992	states																						"   state_name
id           
0     state_0"
99.498123	0.016009999999994307	states																						"          state_name
id                  
1   sending_trialnum"
99.514133	0.0004969999999957508	states																						"        state_name
id                
3   wait_for_cpoke"
99.51463	0.5000069999999965	states																						"            state_name
id                    
4   wait_for_cpoke_dir"
100.014637	3.335499000000013	states																						"            state_name
id                    
6   wait_for_cpoke_bis"
103.350136	0.0014869999999973516	states																						"     state_name
id             
7   nic_prestim"
103.351623	0.0005000000000023874	states																						"   state_name
id           
8       cpoke"
103.352123	1.400000999999989	states																						"   state_name
id           
9    cpoke_in"
104.752124	0.2234990000000039	states																						"       state_name
id               
11  wait_for_cout"
104.975623	1.0499999999999972	states																						"        state_name
id                
12  wait_for_spoke"
106.025623	4.000005000000002	states																						"     state_name
id             
15  error_state"
110.025628	0.003495000000000914	states																						"        state_name
id                
20  clean_up_state"
110.029623	62.00949999999999	trials	0.0	0.0	5.0	2.0	1.0	1.0	0.01	2.5	1.0	6500.0	14200.0	0.0	r	4.0	d	0.0	2.5	1.0	2.0	0.0	1.0	
110.029623	62.00949999999999	states																						"   state_name
id           
0     state_0"
110.029623	0.016000000000005343	states																						"          state_name
id                  
1   sending_trialnum"
110.045623	0.0005049999999897636	states																						"        state_name
id                
3   wait_for_cpoke"
110.046128	0.5004980000000074	states																						"            state_name
id                    
4   wait_for_cpoke_dir"
110.546626	55.04149799999999	states																						"            state_name
id                    
6   wait_for_cpoke_bis"
165.588124	0.0014989999999954762	states																						"     state_name
id             
7   nic_prestim"
165.589623	0.0005080000000248219	states																						"   state_name
id           
8       cpoke"
165.590131	1.3154919999999777	states																						"   state_name
id           
9    cpoke_in"
166.905623	0.08450899999999706	states																						"   state_name
id           
10  cpoke_out"
166.990132	0.0004950000000008004	states																						"       state_name
id               
11  wait_for_cout"
166.990627	1.0444980000000044	states																						"        state_name
id                
12  wait_for_spoke"
168.035125	4.000497999999993	states																						"     state_name
id             
15  error_state"
172.035623	0.003500000000002501	states																						"        state_name
id                
20  clean_up_state"
172.039623	12.328015999999991	trials	0.0	0.0	5.0	2.0	1.0	1.0	0.01	-4.0	1.0	6500.0	14200.0	0.0	l	3.0	d	1.0	-4.0	1.0	2.0			
172.039623	12.328015999999991	states																						"   state_name
id           
0     state_0"
172.039623	0.015999999999991132	states																						"          state_name
id                  
1   sending_trialnum"
172.055623	0.0005079999999964002	states																						"        state_name
id                
3   wait_for_cpoke"
172.056131	0.5004950000000008	states																						"            state_name
id                    
4   wait_for_cpoke_dir"
172.556626	3.898496999999992	states																						"            state_name
id                    
6   wait_for_cpoke_bis"
176.455123	0.0010019999999997253	states																						"     state_name
id             
7   nic_prestim"
176.456125	0.0005050000000039745	states																						"   state_name
id           
8       cpoke"
176.45663	1.4000000000000057	states																						"   state_name
id           
9    cpoke_in"
177.85663	0.3169929999999965	states																						"       state_name
id               
11  wait_for_cout"
178.173623	2.190501000000012	states																						"        state_name
id                
12  wait_for_spoke"
180.364124	4.000009000000006	states																						"     state_name
id             
15  error_state"
184.364133	0.0035059999999873526	states																						"        state_name
id                
20  clean_up_state"
184.368123	123.52099999999999	trials	0.0	0.0	5.0	2.0	1.0	1.0	0.01	2.5	-2.5	6500.0	14200.0		r	1.0	d	1.0	2.5	-2.5	4.0			
184.368123	123.52099999999999	states																						"   state_name
id           
0     state_0"
184.368123	0.015999999999991132	states																						"          state_name
id                  
1   sending_trialnum"
184.384123	0.0005080000000248219	states																						"        state_name
id                
3   wait_for_cpoke"
184.384631	0.5	states																						"            state_name
id                    
4   wait_for_cpoke_dir"
184.884631	120.00049200000001	states																						"            state_name
id                    
6   wait_for_cpoke_bis"
304.885123	3.000499999999988	states																						"       state_name
id               
19  timeout_state"
307.885623	0.0034999999999740794	states																						"        state_name
id                
20  clean_up_state"
307.889623	32.71700100000004	trials	0.0	0.0	5.0	2.0	1.0	1.0	0.01	4.0	2.5	6500.0	14200.0		r	4.0	d	0.0	4.0	2.5	3.0			
307.889623	32.71700100000004	states																						"   state_name
id           
0     state_0"
307.889623	0.016000000000019554	states																						"          state_name
id                  
1   sending_trialnum"
307.905623	0.0004999999999881766	states																						"        state_name
id                
3   wait_for_cpoke"
307.906123	0.5005070000000273	states																						"            state_name
id                    
4   wait_for_cpoke_dir"
308.40663	28.794992999999977	states																						"            state_name
id                    
6   wait_for_cpoke_bis"
337.201623	0.0010040000000230975	states																						"     state_name
id             
7   nic_prestim"
337.202627	0.0004979999999932261	states																						"   state_name
id           
8       cpoke"
337.203125	0.2985029999999824	states																						"   state_name
id           
9    cpoke_in"
337.501628	0.10049900000001344	states																						"   state_name
id           
10  cpoke_out"
337.602127	0.0004989999999907013	states																						"         state_name
id                 
17  nic_error_state"
337.602626	3.0004969999999958	states																						"          state_name
id                  
18  nic_error_state2"
340.603123	0.003501000000028398	states																						"        state_name
id                
20  clean_up_state"
340.607123	123.52050000000003	trials	0.0	0.0	5.0	2.0	1.0	1.0	0.01	-2.5	-2.5	6500.0	14200.0		l	2.0	d	0.0	-2.5	-2.5	4.0			
340.607123	123.52050000000003	states																						"   state_name
id           
0     state_0"
340.607123	0.016000000000019554	states																						"          state_name
id                  
1   sending_trialnum"
340.623123	0.0004999999999881766	states																						"        state_name
id                
3   wait_for_cpoke"
340.623623	0.5000059999999849	states																						"            state_name
id                    
4   wait_for_cpoke_dir"
341.123629	120.000494	states																						"            state_name
id                    
6   wait_for_cpoke_bis"
461.124123	3.0000099999999748	states																						"       state_name
id               
19  timeout_state"
464.124133	0.0034900000000561704	states																						"        state_name
id                
20  clean_up_state"
464.128123	123.52100000000002	trials	0.0	0.0	5.0	2.0	1.0	1.0	0.01	4.0	4.0	6500.0	14200.0		r	4.0	d	0.0	4.0	4.0	4.0			
464.128123	123.52100000000002	states																						"   state_name
id           
0     state_0"
464.128123	0.016000999999960186	states																						"          state_name
id                  
1   sending_trialnum"
464.144124	0.0005010000000424952	states																						"        state_name
id                
3   wait_for_cpoke"
464.144625	0.5005029999999806	states																						"            state_name
id                    
4   wait_for_cpoke_dir"
464.645128	120.00000299999999	states																						"            state_name
id                    
6   wait_for_cpoke_bis"
584.645131	3.0004920000000084	states																						"       state_name
id               
19  timeout_state"
587.645623	0.003500000000030923	states																						"        state_name
id                
20  clean_up_state"
587.649623	123.52101099999993	trials	0.0	0.0	5.0	2.0	1.0	1.0	0.01	4.0	-2.5	6500.0	14200.0		r	1.0	d	1.0	4.0	-2.5	4.0			
587.649623	123.52101099999993	states																						"   state_name
id           
0     state_0"
587.649623	0.01599999999996271	states																						"          state_name
id                  
1   sending_trialnum"
587.665623	0.0005009999999856518	states																						"        state_name
id                
3   wait_for_cpoke"
587.666124	0.5005070000000842	states																						"            state_name
id                    
4   wait_for_cpoke_dir"
588.166631	120.00001099999997	states																						"            state_name
id                    
6   wait_for_cpoke_bis"
708.166642	3.0004809999999225	states																						"       state_name
id               
19  timeout_state"
711.167123	0.0035110000000031505	states																						"        state_name
id                
20  clean_up_state"
711.171123	123.52150100000006	trials	0.0	0.0	5.0	2.0	1.0	1.0	0.01	-1.0	-2.5	6500.0	14200.0		l	2.0	d	0.0	-1.0	-2.5	4.0			
711.171123	123.52150100000006	states																						"   state_name
id           
0     state_0"
711.171123	0.016000000000076398	states																						"          state_name
id                  
1   sending_trialnum"
711.187123	0.0005049999999755528	states																						"        state_name
id                
3   wait_for_cpoke"
711.187628	0.5005029999999806	states																						"            state_name
id                    
4   wait_for_cpoke_dir"
711.688131	120.00050099999999	states																						"            state_name
id                    
6   wait_for_cpoke_bis"
831.688632	3.000491000000011	states																						"       state_name
id               
19  timeout_state"
834.689123	0.003501000000028398	states																						"        state_name
id                
20  clean_up_state"
834.693123	123.52049999999997	trials	0.0	0.0	5.0	2.0	1.0	1.0	0.01	2.5	-1.0	6500.0	14200.0		r	1.0	d	1.0	2.5	-1.0	4.0			
834.693123	123.52049999999997	states																						"   state_name
id           
0     state_0"
834.693123	0.01599999999996271	states																						"          state_name
id                  
1   sending_trialnum"
834.709123	0.0004999999999881766	states																						"        state_name
id                
3   wait_for_cpoke"
834.709623	0.5	states																						"            state_name
id                    
4   wait_for_cpoke_dir"
835.209623	120.00000499999999	states																						"            state_name
id                    
6   wait_for_cpoke_bis"
955.209628	3.0005120000000716	states																						"       state_name
id               
19  timeout_state"
958.21014	0.003482999999960157	states																						"        state_name
id                
20  clean_up_state"
958.214134	123.52098899999999	trials	0.0	0.0	5.0	2.0	1.0	1.0	0.01	-1.0	-1.0	6500.0	14200.0		l	2.0	d	0.0	-1.0	-1.0	4.0			
958.214134	123.52098899999999	states																						"   state_name
id           
0     state_0"
958.214134	0.015999000000078922	states																						"          state_name
id                  
1   sending_trialnum"
958.230133	0.0005039999999780775	states																						"        state_name
id                
3   wait_for_cpoke"
958.230637	0.5004860000000235	states																						"            state_name
id                    
4   wait_for_cpoke_dir"
958.731123	120.00000899999986	states																						"            state_name
id                    
6   wait_for_cpoke_bis"
1078.731132	3.000491000000011	states																						"       state_name
id               
19  timeout_state"
1081.731623	0.003500000000030923	states																						"        state_name
id                
20  clean_up_state"
1081.735623	123.52150000000006	trials	0.0	0.0	5.0	2.0	1.0	1.0	0.01	-1.0	1.0	6500.0	14200.0		l	3.0	d	1.0	-1.0	1.0	4.0			
1081.735623	123.52150000000006	states																						"   state_name
id           
0     state_0"
1081.735623	0.016000000000076398	states																						"          state_name
id                  
1   sending_trialnum"
1081.751623	0.0005119999998441926	states																						"        state_name
id                
3   wait_for_cpoke"
1081.752135	0.5005020000000968	states																						"            state_name
id                    
4   wait_for_cpoke_dir"
1082.252637	120.00048599999991	states																						"            state_name
id                    
6   wait_for_cpoke_bis"
1202.253123	3.0005049999999756	states																						"       state_name
id               
19  timeout_state"
1205.253628	0.0034950000001572334	states																						"        state_name
id                
20  clean_up_state"
1205.257623	123.52051099999994	trials	0.0	0.0	5.0	2.0	1.0	1.0	0.01	-1.0	2.5	6500.0	14200.0		l	3.0	d	1.0	-1.0	2.5	4.0			
1205.257623	123.52051099999994	states																						"   state_name
id           
0     state_0"
1205.257623	0.016000000000076398	states																						"          state_name
id                  
1   sending_trialnum"
1205.273623	0.0004999999998744897	states																						"        state_name
id                
3   wait_for_cpoke"
1205.274123	0.5000079999999798	states																						"            state_name
id                    
4   wait_for_cpoke_dir"
1205.774131	120.00000399999999	states																						"            state_name
id                    
6   wait_for_cpoke_bis"
1325.774135	3.000489000000016	states																						"       state_name
id               
19  timeout_state"
1328.774624	0.0035100000000056752	states																						"        state_name
id                
20  clean_up_state"
1328.778632	123.5209910000001	trials	0.0	0.0	5.0	2.0	1.0	1.0	0.01	2.5	-2.5	6500.0	14200.0		r	1.0	d	1.0	2.5	-2.5	4.0			
1328.778632	123.5209910000001	states																						"   state_name
id           
0     state_0"
1328.778632	0.016000000000076398	states																						"          state_name
id                  
1   sending_trialnum"
1328.794632	0.0004910000000108994	states																						"        state_name
id                
3   wait_for_cpoke"
1328.795123	0.5004999999998745	states																						"            state_name
id                    
4   wait_for_cpoke_dir"
1329.295623	120.0000050000001	states																						"            state_name
id                    
6   wait_for_cpoke_bis"
1449.295628	3.0004959999998846	states																						"       state_name
id               
19  timeout_state"
1452.296124	0.0034990000001471344	states																						"        state_name
id                
20  clean_up_state"
1452.30013	123.52050999999983	trials	0.0	0.0	5.0	2.0	1.0	1.0	0.01	-1.0	2.5	6500.0	14200.0		l	3.0	d	1.0	-1.0	2.5	4.0			
1452.30013	123.52050999999983	states																						"   state_name
id           
0     state_0"
1452.30013	0.015997999999854073	states																						"          state_name
id                  
1   sending_trialnum"
1452.316128	0.0004960000001119624	states																						"        state_name
id                
3   wait_for_cpoke"
1452.316624	0.5000099999999748	states																						"            state_name
id                    
4   wait_for_cpoke_dir"
1452.816634	120.00000299999988	states																						"            state_name
id                    
6   wait_for_cpoke_bis"
1572.816637	3.000486000000137	states																						"       state_name
id               
19  timeout_state"
1575.817123	0.003516999999874315	states																						"        state_name
id                
20  clean_up_state"
1575.821123	123.52100100000007	trials	0.0	0.0	5.0	2.0	1.0	1.0	0.01	-1.0	-4.0	6500.0	14200.0		l	2.0	d	0.0	-1.0	-4.0	4.0			
1575.821123	123.52100100000007	states																						"   state_name
id           
0     state_0"
1575.821123	0.016000000000076398	states																						"          state_name
id                  
1   sending_trialnum"
1575.837123	0.0004999999998744897	states																						"        state_name
id                
3   wait_for_cpoke"
1575.837623	0.5000050000001011	states																						"            state_name
id                    
4   wait_for_cpoke_dir"
1576.337628	120.00051099999996	states																						"            state_name
id                    
6   wait_for_cpoke_bis"
1696.338139	3.0004989999999907	states																						"       state_name
id               
19  timeout_state"
1699.338638	0.0034860000000662694	states																						"        state_name
id                
20  clean_up_state"
1699.342629	123.5204940000001	trials	0.0	0.0	5.0	2.0	1.0	1.0	0.01	-2.5	-1.0	6500.0	14200.0		l	2.0	d	0.0	-2.5	-1.0	4.0			
1699.342629	123.5204940000001	states																						"   state_name
id           
0     state_0"
1699.342629	0.015998000000081447	states																						"          state_name
id                  
1   sending_trialnum"
1699.358627	0.0004959999998845888	states																						"        state_name
id                
3   wait_for_cpoke"
1699.359123	0.5000050000001011	states																						"            state_name
id                    
4   wait_for_cpoke_dir"
1699.859128	120.000495	states																						"            state_name
id                    
6   wait_for_cpoke_bis"
1819.859623	3.0000159999999596	states																						"       state_name
id               
19  timeout_state"
1822.859639	0.003484000000071319	states																						"        state_name
id                
20  clean_up_state"
1822.863623	123.52050699999995	trials	0.0	0.0	5.0	2.0	1.0	1.0	0.01	-2.5	-1.0	6500.0	14200.0		l	2.0	d	0.0	-2.5	-1.0	4.0			
1822.863623	123.52050699999995	states																						"   state_name
id           
0     state_0"
1822.863623	0.016000000000076398	states																						"          state_name
id                  
1   sending_trialnum"
1822.879623	0.0004999999998744897	states																						"        state_name
id                
3   wait_for_cpoke"
1822.880123	0.5000010000001112	states																						"            state_name
id                    
4   wait_for_cpoke_dir"
1823.380124	120.00000299999988	states																						"            state_name
id                    
6   wait_for_cpoke_bis"
1943.380127	3.000498000000107	states																						"       state_name
id               
19  timeout_state"
1946.380625	0.003504999999904612	states																						"        state_name
id                
20  clean_up_state"
1946.384628	123.52049499999998	trials	0.0	0.0	5.0	2.0	1.0	1.0	0.01	-2.5	2.5	6500.0	14200.0		l	3.0	d	1.0	-2.5	2.5	4.0	0.0	1.0	
1946.384628	123.52049499999998	states																						"   state_name
id           
0     state_0"
1946.384628	0.015998999999965235	states																						"          state_name
id                  
1   sending_trialnum"
1946.400627	0.0004960000001119624	states																						"        state_name
id                
3   wait_for_cpoke"
1946.401123	0.5000099999999748	states																						"            state_name
id                    
4   wait_for_cpoke_dir"
1946.901133	120.00049000000013	states																						"            state_name
id                    
6   wait_for_cpoke_bis"
2066.901623	3.0000049999998737	states																						"       state_name
id               
19  timeout_state"
2069.901628	0.0034949999999298598	states																						"        state_name
id                
20  clean_up_state"
2069.905623	23.06349999999975	trials	0.0	0.0	5.0	2.0	1.0	1.0	0.01	4.0	-4.0	6500.0	14200.0	0.0	r	1.0	d	1.0	4.0	-4.0	2.0			
2069.905623	23.06349999999975	states																						"   state_name
id           
0     state_0"
2069.905623	0.016000000000076398	states																						"          state_name
id                  
1   sending_trialnum"
2069.921623	0.0005009999999856518	states																						"        state_name
id                
3   wait_for_cpoke"
2069.922124	0.5000019999997676	states																						"            state_name
id                    
4   wait_for_cpoke_dir"
2070.422126	13.640006999999969	states																						"            state_name
id                    
6   wait_for_cpoke_bis"
2084.062133	0.0014900000001034641	states																						"     state_name
id             
7   nic_prestim"
2084.063623	0.0005000000001018634	states																						"   state_name
id           
8       cpoke"
2084.064123	1.399499999999989	states																						"   state_name
id           
9    cpoke_in"
2085.463623	0.28949999999986176	states																						"       state_name
id               
11  wait_for_cout"
2085.753123	3.211999999999989	states																						"        state_name
id                
12  wait_for_spoke"
2088.965123	4.000500000000102	states																						"     state_name
id             
15  error_state"
2092.965623	0.003499999999803549	states																						"        state_name
id                
20  clean_up_state"
2092.969623	6.590509999999995	trials	0.0	0.0	5.0	2.0	1.0	1.0	0.01	-4.0	2.5	6500.0	14200.0		l	3.0	d	1.0	-4.0	2.5	3.0	0.0	0.0	
2092.969623	6.590509999999995	states																						"   state_name
id           
0     state_0"
2092.969623	0.016000000000076398	states																						"          state_name
id                  
1   sending_trialnum"
2092.985623	0.0005019999998694402	states																						"        state_name
id                
3   wait_for_cpoke"
2092.986125	0.5005049999999756	states																						"            state_name
id                    
4   wait_for_cpoke_dir"
2093.48663	1.8324930000003405	states																						"            state_name
id                    
6   wait_for_cpoke_bis"
2095.319123	0.0010019999999713036	states																						"     state_name
id             
7   nic_prestim"
2095.320125	0.0005059999998593412	states																						"   state_name
id           
8       cpoke"
2095.320631	1.1345000000001164	states																						"   state_name
id           
9    cpoke_in"
2096.455131	0.10049799999978859	states																						"   state_name
id           
10  cpoke_out"
2096.555629	0.0004939999998896383	states																						"         state_name
id                 
17  nic_error_state"
2096.556123	3.000507000000198	states																						"          state_name
id                  
18  nic_error_state2"
2099.55663	0.0035029999999096617	states																						"        state_name
id                
20  clean_up_state"
2099.560626	9.548996999999872	trials	0.0	0.0	5.0	2.0	1.0	1.0	0.01	-2.5	-2.5	6500.0	14200.0	0.0	l	2.0	d	0.0	-2.5	-2.5	2.0	1.0	0.0	
2099.560626	9.548996999999872	states																						"   state_name
id           
0     state_0"
2099.560626	0.01599900000019261	states																						"          state_name
id                  
1   sending_trialnum"
2099.576625	0.0004979999998795392	states																						"        state_name
id                
3   wait_for_cpoke"
2099.577123	0.5000079999999798	states																						"            state_name
id                    
4   wait_for_cpoke_dir"
2100.077131	1.3200019999999313	states																						"            state_name
id                    
6   wait_for_cpoke_bis"
2101.397133	0.001491999999871041	states																						"     state_name
id             
7   nic_prestim"
2101.398625	0.0005070000001978769	states																						"   state_name
id           
8       cpoke"
2101.399132	1.3999909999997726	states																						"   state_name
id           
9    cpoke_in"
2102.799123	0.9460000000003674	states																						"       state_name
id               
11  wait_for_cout"
2103.745123	1.3605049999996481	states																						"        state_name
id                
12  wait_for_spoke"
2105.105628	4.000503000000208	states																						"     state_name
id             
15  error_state"
2109.106131	0.003491999999823747	states																						"        state_name
id                
20  clean_up_state"
2109.110128	5.652995000000374	trials	0.0	0.0	5.0	2.0	1.0	1.0	0.01	-2.5	-4.0	6500.0	14200.0	1.0	l	2.0	d	0.0	-2.5	-4.0	1.0	1.0	0.0	
2109.110128	5.652995000000374	states																						"   state_name
id           
0     state_0"
2109.110128	0.016005000000404834	states																						"          state_name
id                  
1   sending_trialnum"
2109.126133	0.0005029999997532286	states																						"        state_name
id                
3   wait_for_cpoke"
2109.126636	0.5004870000002484	states																						"            state_name
id                    
4   wait_for_cpoke_dir"
2109.627123	0.9924999999998363	states																						"            state_name
id                    
6   wait_for_cpoke_bis"
2110.619623	0.0010099999999511056	states																						"     state_name
id             
7   nic_prestim"
2110.620633	0.0004899999998997373	states																						"   state_name
id           
8       cpoke"
2110.621123	1.400000000000091	states																						"   state_name
id           
9    cpoke_in"
2112.021123	0.5285050000002229	states																						"       state_name
id               
11  wait_for_cout"
2112.549628	1.2534949999999299	states																						"        state_name
id                
12  wait_for_spoke"
2113.803123	0.0004999999996471161	states																						"   state_name
id           
13  hit_state"
2113.803623	0.44350000000031287	states																						"    state_name
id            
14  hit_state2"
2114.247123	0.003499999999803549	states																						"        state_name
id                
20  clean_up_state"
2114.250623	0.5125000000002728	states																						"                state_name
id                        
2   check_next_trial_ready"
2114.763623	6.29950000000008	trials	0.0	0.0	5.0	2.0	1.0	1.0	0.01	2.5	1.0	6500.0	14200.0	1.0	r	4.0	d	0.0	2.5	1.0	1.0			
2114.763623	6.29950000000008	states																						"   state_name
id           
0     state_0"
2114.763623	0.016000000000076398	states																						"          state_name
id                  
1   sending_trialnum"
2114.779623	0.0005000000001018634	states																						"        state_name
id                
3   wait_for_cpoke"
2114.780123	0.5000079999999798	states																						"            state_name
id                    
4   wait_for_cpoke_dir"
2115.280131	1.5909919999999147	states																						"            state_name
id                    
6   wait_for_cpoke_bis"
2116.871123	0.0010000000002037268	states																						"     state_name
id             
7   nic_prestim"
2116.872123	0.0005019999998694402	states																						"   state_name
id           
8       cpoke"
2116.872625	1.399499999999989	states																						"   state_name
id           
9    cpoke_in"
2118.272125	0.6549979999999778	states																						"       state_name
id               
11  wait_for_cout"
2118.927123	1.011518000000251	states																						"        state_name
id                
12  wait_for_spoke"
2119.938641	0.00048199999991993536	states																						"   state_name
id           
13  hit_state"
2119.939123	0.46250000000009095	states																						"    state_name
id            
14  hit_state2"
2120.401623	0.003499999999803549	states																						"        state_name
id                
20  clean_up_state"
2120.405123	0.6579999999999018	states																						"                state_name
id                        
2   check_next_trial_ready"
2121.063632	29.40449200000012	trials	0.0	0.0	5.0	2.0	1.0	1.0	0.01	-2.5	4.0	6500.0	14200.0		l	3.0	d	1.0	-2.5	4.0	3.0	1.0	1.0	
2121.063632	29.40449200000012	states																						"   state_name
id           
0     state_0"
2121.063632	0.015991000000212807	states																						"          state_name
id                  
1   sending_trialnum"
2121.079623	0.0005009999999856518	states																						"        state_name
id                
3   wait_for_cpoke"
2121.080124	0.5005080000000817	states																						"            state_name
id                    
4   wait_for_cpoke_dir"
2121.580632	25.487502999999833	states																						"            state_name
id                    
6   wait_for_cpoke_bis"
2147.068135	0.00148799999988114	states																						"     state_name
id             
7   nic_prestim"
2147.069623	0.0005000000001018634	states																						"   state_name
id           
8       cpoke"
2147.070123	0.29300000000012005	states																						"   state_name
id           
9    cpoke_in"
2147.363123	0.10050000000001091	states																						"   state_name
id           
10  cpoke_out"
2147.463623	0.0005029999997532286	states																						"         state_name
id                 
17  nic_error_state"
2147.464126	3.0005110000001878	states																						"          state_name
id                  
18  nic_error_state2"
2150.464637	0.003486999999950058	states																						"        state_name
id                
20  clean_up_state"
2150.468629	19.70349699999997	trials	0.0	0.0	5.0	2.0	1.0	1.0	0.01	-4.0	4.0	6500.0	14200.0	1.0	l	3.0	d	1.0	-4.0	4.0	1.0			
2150.468629	19.70349699999997	states																						"   state_name
id           
0     state_0"
2150.468629	0.016008999999939988	states																						"          state_name
id                  
1   sending_trialnum"
2150.484638	0.00048500000002604793	states																						"        state_name
id                
3   wait_for_cpoke"
