onset	duration	nwb_table	ProAnti3_hit_history	ProAnti3_sides_history	ProAnti3_psych_history	ProAnti3_loc_history	ProAnti3_mem_history	ProAnti3_free_history	StimulatorSection_stimulator_history	MaskSection_mask_history	AntibiasSection_LocalHitHistory	AntibiasSection_LocalSidesHistory	AntibiasSection_LocalLocHistory	state_type
847.125366	74.92349999999999	trials	0.0	r	2.0	p	1.0	r	0.0	0.0	0.0	r	p	
847.125366	74.92349999999999	states												"   state_name
id           
0     state_0"
847.125366	0.01599999999996271	states												"          state_name
id                  
1   sending_trialnum"
847.141366	0.0005000000001018634	states												"   state_name
id           
3     nicstim"
847.141866	0.0009999999999763531	states												"   state_name
id           
5       csgap"
847.142866	69.90499999999997	states												"        state_name
id                
12  wait_for_spoke"
917.047866	5.000999999999976	states												"     state_name
id             
27  error_state"
922.049366	92.82501100000002	trials	0.0	r	2.0	p	1.0	r	0.0	0.0	0.0	r	p	
922.049366	92.82501100000002	states												"   state_name
id           
0     state_0"
922.049366	0.016000000000076398	states												"          state_name
id                  
1   sending_trialnum"
951.407366	0.000505999999973028	states												"   state_name
id           
3     nicstim"
951.407872	0.0014939999999796783	states												"   state_name
id           
5       csgap"
951.409366	33.07200499999999	states												"        state_name
id                
12  wait_for_spoke"
984.481371	0.0014949999999771535	states												"   state_name
id           
28  temperror"
984.482866	25.327000000000112	states												"   state_name
id           
10    stim_on"
1009.809866	0.0005049999999755528	states												"            state_name
id                    
13  son_reward_chooser"
1009.810371	0.06200699999999415	states												"        state_name
id                
16  reward_big_son"
1009.872378	0.0004999999999881766	states												"        state_name
id                
21  post_reward_on"
1009.872878	2.000493000000006	states												"         state_name
id                 
22  post_reward_off"
1011.873371	0.0004950000000008004	states												"    state_name
id            
24  warndanger"
1011.873866	3.0005109999999604	states												"            state_name
id                    
25  warndanger_warning"
1014.874866	323.265501	trials	1.0	r	2.0	p	1.0	r	0.0	0.0	1.0	r	p	
1014.874866	323.265501	states												"   state_name
id           
0     state_0"
1014.874866	0.01599999999996271	states												"          state_name
id                  
1   sending_trialnum"
1037.049366	0.0005000000001018634	states												"   state_name
id           
3     nicstim"
1037.049866	0.0010089999998399435	states												"   state_name
id           
5       csgap"
1037.050875	296.0254960000002	states												"        state_name
id                
12  wait_for_spoke"
1333.076371	0.0004950000000008004	states												"             state_name
id                     
14  soff_reward_chooser"
1333.076866	0.062000999999781925	states												"         state_name
id                 
15  reward_big_soff"
1333.138867	2.000499000000218	states												"         state_name
id                 
22  post_reward_off"
1335.139366	0.0004999999998744897	states												"    state_name
id            
24  warndanger"
1335.139866	3.0005009999999857	states												"            state_name
id                    
25  warndanger_warning"
1338.140866	88.33799999999997	trials	1.0	r	2.0	p	1.0	r	0.0	0.0	1.0	r	p	
1338.140866	88.33799999999997	states												"   state_name
id           
0     state_0"
1338.140866	0.016000000000076398	states												"          state_name
id                  
1   sending_trialnum"
1388.403366	0.0005000000001018634	states												"   state_name
id           
3     nicstim"
1388.403866	0.0009999999999763531	states												"   state_name
id           
5       csgap"
1388.404866	33.010499999999865	states												"        state_name
id                
12  wait_for_spoke"
1421.415366	0.0005000000001018634	states												"             state_name
id                     
14  soff_reward_chooser"
1421.415866	0.0620049999999992	states												"         state_name
id                 
15  reward_big_soff"
1421.477871	2.0005039999998644	states												"         state_name
id                 
22  post_reward_off"
1423.478375	0.0004910000000108994	states												"    state_name
id            
24  warndanger"
1423.478866	3.0	states												"            state_name
id                    
25  warndanger_warning"
1426.479366	45.99149999999986	trials	1.0	r	2.0	p	1.0	r	0.0	0.0	1.0	r	p	
1426.479366	45.99149999999986	states												"   state_name
id           
0     state_0"
1426.479366	0.016000000000076398	states												"          state_name
id                  
1   sending_trialnum"
1466.094373	0.0004930000000058499	states												"   state_name
id           
3     nicstim"
1466.094866	0.0015040000000681175	states												"   state_name
id           
5       csgap"
1466.09637	1.3104960000000574	states												"        state_name
id                
12  wait_for_spoke"
1467.406866	0.0004999999998744897	states												"             state_name
id                     
14  soff_reward_chooser"
