onset	duration	nwb_table	PBups_hit_history	PBups_violation_history	SidesSection_previous_sounds	SidesSection_previous_samples	SidesSection_previous_memory_gaps	SidesSection_previous_rt_task	SidesSection_previous_stims	PBupsSection_LocalPrevSides	PBupsSection_LocalPrevSounds	state_type
5670.653205	16.694000000000415	trials	1.0	0.0	1.0	2.0	-1.404993000000104	0.0	0.0	r	1.0	
5670.653205	16.694000000000415	states										"   state_name
id           
0     state_0"
5670.653205	0.016000000000531145	states										"          state_name
id                  
1   sending_trialnum"
5670.669205	0.019006999999874097	states										"           state_name
id                   
3   clean_sound_state"
5670.688212	0.0020000000004074536	states										"   state_name
id           
4         iti"
5670.690212	8.937996999999996	states										"         state_name
id                 
6   wait_for_cpoke1"
5679.628209	0.0029959999992570374	states										"             state_name
id                     
8   play_stimulus_sound"
5679.631205	0.5950069999998959	states										"   state_name
id           
9      cpoke1"
5680.226212	0.01099300000078074	states										"           state_name
id                   
13  center_2_side_gap"
5680.237205	1.1030080000000453	states										"        state_name
id                
17  wait_for_spoke"
5681.340213	0.0009919999993144302	states										"      state_name
id              
23  right_reward"
5681.341205	2.001009999999951	states										"   state_name
id           
24  hit_state"
5683.342215	3.0009900000004563	states										"          state_name
id                  
29  soft_drink_state"
5686.343205	1.001999999999498	states										"   state_name
id           
26    warning"
5687.345205	0.0020000000004074536	states										"        state_name
id                
30  clean_up_state"
5687.348212	8.558993000000555	trials	1.0	1.0	-1.0			0.0	0.0	l	-1.0	
5687.348212	8.558993000000555	states										"   state_name
id           
0     state_0"
5687.348212	0.016000000000531145	states										"          state_name
id                  
1   sending_trialnum"
5687.364212	0.01899299999968207	states										"           state_name
id                   
3   clean_sound_state"
5687.383205	0.0010110000002896413	states										"   state_name
id           
4         iti"
5687.384216	0.7329889999991792	states										"         state_name
id                 
6   wait_for_cpoke1"
5688.117205	0.0030070000002524466	states										"             state_name
id                     
8   play_stimulus_sound"
5688.120212	0.3949929999998858	states										"   state_name
id           
9      cpoke1"
5688.515205	0.20200000000022555	states										"        state_name
id                
12  temp_violation"
5688.717205	0.08300599999984115	states										"         state_name
id                 
6   wait_for_cpoke1"
5688.800211	0.0029940000003989553	states										"             state_name
id                     
8   play_stimulus_sound"
5688.803205	0.40700699999979406	states										"   state_name
id           
9      cpoke1"
5689.210212	0.20199899999988702	states										"        state_name
id                
12  temp_violation"
5689.412211	0.7380039999998189	states										"         state_name
id                 
6   wait_for_cpoke1"
5690.150215	0.002989999999954307	states										"             state_name
id                     
8   play_stimulus_sound"
5690.153205	0.5970080000006419	states										"   state_name
id           
9      cpoke1"
5690.750213	0.01199799999994866	states										"           state_name
id                   
13  center_2_side_gap"
5690.762211	0.592993999999635	states										"        state_name
id                
17  wait_for_spoke"
5691.355205	0.0010119999997186824	states										"     state_name
id             
22  left_reward"
5691.356217	2.0009880000006888	states										"   state_name
id           
24  hit_state"
5693.357205	1.547009999999318	states										"          state_name
id                  
29  soft_drink_state"
5694.904215	1.0009900000004563	states										"   state_name
id           
26    warning"
5695.905205	0.0020000000004074536	states										"        state_name
id                
30  clean_up_state"
5695.908212	7.6789929999995366	trials	1.0	1.0	1.0			0.0	0.0	r	1.0	
5695.908212	7.6789929999995366	states										"   state_name
id           
0     state_0"
5695.908212	0.016000999999960186	states										"          state_name
id                  
1   sending_trialnum"
5695.924213	0.018991999999343534	states										"           state_name
id                   
3   clean_sound_state"
5695.943205	0.0010130000000572181	states										"   state_name
id           
4         iti"
5695.944218	0.43599300000005314	states										"         state_name
id                 
6   wait_for_cpoke1"
5696.380211	0.0029940000003989553	states										"             state_name
id                     
8   play_stimulus_sound"
5696.383205	0.3360000000002401	states										"   state_name
id           
9      cpoke1"
5696.719205	0.20199999999931606	states										"        state_name
id                
12  temp_violation"
5696.921205	0.26600000000053114	states										"         state_name
id                 
6   wait_for_cpoke1"
5697.187205	0.0030099999994490645	states										"             state_name
id                     
8   play_stimulus_sound"
5697.190215	0.5969900000000052	states										"   state_name
id           
9      cpoke1"
5697.787205	0.011009000000740343	states										"           state_name
id                   
13  center_2_side_gap"
5697.798214	0.61200000000008	states										"        state_name
id                
17  wait_for_spoke"
5698.410214	0.0009909999998853891	states										"      state_name
id              
23  right_reward"
5698.411205	2.0	states										"   state_name
id           
24  hit_state"
5700.411205	2.1719999999995707	states										"          state_name
id                  
29  soft_drink_state"
5702.583205	1.0020000000004075	states										"   state_name
id           
26    warning"
5703.585205	0.001999999999497959	states										"        state_name
id                
30  clean_up_state"
5703.588213	6.326992000000246	trials	1.0	0.0	1.0	2.0	-1.4029920000002676	0.0	0.0	r	1.0	
5703.588213	6.326992000000246	states										"   state_name
id           
0     state_0"
5703.588213	0.01599999999962165	states										"          state_name
id                  
1   sending_trialnum"
5703.604213	0.01899200000025303	states										"           state_name
id                   
3   clean_sound_state"
5703.623205	0.0010080000001835288	states										"   state_name
id           
4         iti"
5703.624213	0.22800000000006548	states										"         state_name
id                 
6   wait_for_cpoke1"
5703.852213	0.002991999999721884	states										"             state_name
id                     
8   play_stimulus_sound"
5703.855205	0.5970079999997324	states										"   state_name
id           
9      cpoke1"
5704.452213	0.011999000000287197	states										"           state_name
id                   
13  center_2_side_gap"
5704.464212	0.6100020000003497	states										"        state_name
id                
17  wait_for_spoke"
5705.074214	0.0009909999998853891	states										"      state_name
id              
23  right_reward"
5705.075205	2.0010110000002896	states										"   state_name
id           
24  hit_state"
5707.076216	1.8349889999999505	states										"          state_name
id                  
29  soft_drink_state"
5708.911205	1.001999999999498	states										"   state_name
id           
26    warning"
5709.913205	0.0020000000004074536	states										"        state_name
id                
30  clean_up_state"
5709.916209	13.804995999999846	trials	1.0	1.0	1.0			0.0	0.0	r	1.0	
5709.916209	13.804995999999846	states										"   state_name
id           
0     state_0"
5709.916209	0.01599999999962165	states										"          state_name
id                  
1   sending_trialnum"
5709.932209	0.018996000000697677	states										"           state_name
id                   
3   clean_sound_state"
5709.951205	0.001014999999824795	states										"   state_name
id           
4         iti"
5709.95222	0.8999929999999949	states										"         state_name
id                 
6   wait_for_cpoke1"
5710.852213	0.002991999999721884	states										"             state_name
id                     
8   play_stimulus_sound"
5710.855205	0.3330130000003919	states										"   state_name
id           
9      cpoke1"
5711.188218	0.20198600000003353	states										"        state_name
id                
12  temp_violation"
5711.390204	0.8360050000001138	states										"         state_name
id                 
6   wait_for_cpoke1"
5712.226209	0.0029959999992570374	states										"             state_name
id                     
8   play_stimulus_sound"
5712.229205	0.4320000000006985	states										"   state_name
id           
9      cpoke1"
5712.661205	0.20199999999931606	states										"        state_name
id                
12  temp_violation"
5712.863205	0.28900900000007823	states										"         state_name
id                 
6   wait_for_cpoke1"
5713.152214	0.0029910000002928427	states										"             state_name
id                     
8   play_stimulus_sound"
5713.155205	0.49200999999993655	states										"   state_name
id           
9      cpoke1"
5713.647215	0.20199000000047818	states										"        state_name
id                
12  temp_violation"
5713.849205	0.12400499999966996	states										"         state_name
id                 
6   wait_for_cpoke1"
5713.97321	0.0029999999997016857	states										"             state_name
id                     
8   play_stimulus_sound"
5713.97621	0.5960050000003321	states										"   state_name
id           
9      cpoke1"
5714.572215	0.20199899999988702	states										"        state_name
id                
12  temp_violation"
5714.774214	0.13699600000018108	states										"         state_name
id                 
6   wait_for_cpoke1"
5714.91121	0.003004999999575375	states										"             state_name
id                     
8   play_stimulus_sound"
5714.914215	0.5799969999998211	states										"   state_name
id           
9      cpoke1"
5715.494212	0.20200199999999313	states										"        state_name
id                
12  temp_violation"
5715.696214	0.0029910000002928427	states										"             state_name
id                     
8   play_stimulus_sound"
5715.699205	0.39300900000034744	states										"   state_name
id           
9      cpoke1"
5716.092214	0.2019959999997809	states										"        state_name
id                
12  temp_violation"
5716.29421	0.022006999999575783	states										"         state_name
id                 
6   wait_for_cpoke1"
5716.316217	0.00298800000018673	states										"             state_name
id                     
8   play_stimulus_sound"
5716.319205	0.5799999999999272	states										"   state_name
id           
9      cpoke1"
5716.899205	0.20200500000009924	states										"        state_name
id                
12  temp_violation"
5717.10121	0.11599699999987934	states										"         state_name
id                 
6   wait_for_cpoke1"
5717.217207	0.0030150000002322486	states										"             state_name
id                     
8   play_stimulus_sound"
5717.220222	0.46099000000049273	states										"   state_name
id           
9      cpoke1"
5717.681212	0.2019929999996748	states										"        state_name
id                
12  temp_violation"
5717.883205	0.05501300000014453	states										"         state_name
id                 
6   wait_for_cpoke1"
5717.938218	0.0029869999998481944	states										"             state_name
id                     
8   play_stimulus_sound"
5717.941205	0.5970120000001771	states										"   state_name
id           
9      cpoke1"
5718.538217	0.010992999999871245	states										"           state_name
id                   
13  center_2_side_gap"
5718.54921	0.6099999999996726	states										"        state_name
id                
17  wait_for_spoke"
5719.15921	0.0010080000001835288	states										"      state_name
id              
23  right_reward"
5719.160218	2.0009870000003502	states										"   state_name
id           
24  hit_state"
5721.161205	1.5559999999995853	states										"          state_name
id                  
29  soft_drink_state"
5722.717205	1.0020000000004075	states										"   state_name
id           
26    warning"
5723.719205	0.001999999999497959	states										"        state_name
id                
30  clean_up_state"
5723.722214	7.618990999999369	trials	1.0	1.0	1.0			0.0	0.0	r	1.0	
5723.722214	7.618990999999369	states										"   state_name
id           
0     state_0"
5723.722214	0.015997999999854073	states										"          state_name
id                  
1   sending_trialnum"
5723.738212	0.01899299999968207	states										"           state_name
id                   
3   clean_sound_state"
5723.757205	0.0010199999996984843	states										"   state_name
id           
4         iti"
5723.758225	0.5209850000001097	states										"         state_name
id                 
6   wait_for_cpoke1"
5724.27921	0.002995000000737491	states										"             state_name
id                     
8   play_stimulus_sound"
5724.282205	0.35401399999955174	states										"   state_name
id           
9      cpoke1"
5724.636219	0.2020039999997607	states										"        state_name
id                
12  temp_violation"
5724.838223	0.002981999999974505	states										"             state_name
id                     
8   play_stimulus_sound"
5724.841205	0.06500099999993836	states										"   state_name
id           
9      cpoke1"
5724.906206	0.20201300000007905	states										"        state_name
id                
12  temp_violation"
