onset	duration	nwb_table	ProAnti3_hit_history	ProAnti3_sides_history	ProAnti3_psych_history	ProAnti3_loc_history	ProAnti3_mem_history	ProAnti3_free_history	StimulatorSection_stimulator_history	MaskSection_mask_history	AntibiasSection_LocalHitHistory	AntibiasSection_LocalSidesHistory	AntibiasSection_LocalLocHistory	state_type
1337.610114	12.438007999999854	trials	1.0	r	2.0	p	1.0	r	0.0	0.0	1.0	r	p	
1337.610114	12.438007999999854	states												"   state_name
id           
0     state_0"
1337.610114	0.016000999999960186	states												"          state_name
id                  
1   sending_trialnum"
1337.626115	0.0004979999998795392	states												"   state_name
id           
3     nicstim"
1337.626613	0.0015040000000681175	states												"   state_name
id           
5       csgap"
1337.628117	5.392004999999926	states												"        state_name
id                
12  wait_for_spoke"
1343.020122	0.0004910000000108994	states												"             state_name
id                     
14  soff_reward_chooser"
1343.020613	0.06200000000012551	states												"         state_name
id                 
15  reward_big_soff"
1343.082613	0.17849999999998545	states												"         state_name
id                 
22  post_reward_off"
1343.261113	3.7864999999999327	states												"         state_name
id                 
23  soft_drink_time"
1347.047613	0.0005060000000867149	states												"    state_name
id            
24  warndanger"
1347.048119	3.0000029999998787	states												"            state_name
id                    
25  warndanger_warning"
1350.048614	80.84799899999985	trials	0.0	r	2.0	p	1.0	r	0.0	0.0	0.0	r	p	
1350.048614	80.84799899999985	states												"   state_name
id           
0     state_0"
1350.048614	0.0160040000000663	states												"          state_name
id                  
1   sending_trialnum"
1350.064618	0.0005099999998492422	states												"   state_name
id           
3     nicstim"
1350.065128	0.001485000000002401	states												"   state_name
id           
5       csgap"
1350.066613	67.21200799999997	states												"        state_name
id                
12  wait_for_spoke"
1417.278621	0.0019919999999729043	states												"   state_name
id           
28  temperror"
1417.280613	0.11350800000013805	states												"   state_name
id           
10    stim_on"
1417.394121	0.0019999999999527063	states												"   state_name
id           
28  temperror"
1417.396121	8.436492000000044	states												"   state_name
id           
10    stim_on"
1425.832613	0.0004999999998744897	states												"            state_name
id                    
13  son_reward_chooser"
1425.833113	0.06200000000012551	states												"        state_name
id                
16  reward_big_son"
1425.895113	0.0004999999998744897	states												"        state_name
id                
21  post_reward_on"
1425.895613	2.0005130000001827	states												"         state_name
id                 
22  post_reward_off"
1427.896126	0.00048699999979362474	states												"    state_name
id            
24  warndanger"
1427.896613	3.0	states												"            state_name
id                    
25  warndanger_warning"
1430.897113	61.227499999999964	trials	0.0	r	2.0	p	1.0	r	0.0	0.0	0.0	r	p	
1430.897113	61.227499999999964	states												"   state_name
id           
0     state_0"
1430.897113	0.016000000000076398	states												"          state_name
id                  
1   sending_trialnum"
1430.913113	0.0004999999998744897	states												"   state_name
id           
3     nicstim"
1430.913613	0.0010030000000824657	states												"   state_name
id           
5       csgap"
1430.914616	39.249998000000005	states												"        state_name
id                
12  wait_for_spoke"
1470.164614	0.0015029999999569554	states												"   state_name
id           
28  temperror"
1470.166117	13.10849600000006	states												"   state_name
id           
10    stim_on"
1483.274613	0.0004999999998744897	states												"            state_name
id                    
13  son_reward_chooser"
1483.275113	0.06200000000012551	states												"        state_name
id                
16  reward_big_son"
1483.337113	0.0004999999998744897	states												"        state_name
id                
21  post_reward_on"
1483.337613	0.7260150000001886	states												"         state_name
id                 
22  post_reward_off"
