onset	duration	nwb_table	ProAnti3Marino_hit_history	ProAnti3Marino_sides_history	ProAnti3Marino_psych_history	ProAnti3Marino_loc_history	ProAnti3Marino_mem_history	ProAnti3Marino_free_history	StimulatorSection_stimulator_history	MaskSection_mask_history	AntibiasSection_LocalHitHistory	AntibiasSection_LocalSidesHistory	AntibiasSection_LocalLocHistory	state_type
141.811253	81.93699900000001	trials	0.0	l	1.0	p	1.0	r	0.0	0.0	0.0	l	p	
141.811253	81.93699900000001	states												"   state_name
id           
0     state_0"
141.811253	0.015997999999996182	states												"          state_name
id                  
1   sending_trialnum"
141.827251	47.158512	states												"      state_name
id              
3   wait_for_cin"
188.985763	1.000489000000016	states												"   state_name
id           
4     context"
189.986252	0.0010069999999871015	states												"   state_name
id           
6       csgap"
189.987259	1.0005020000000115	states												"   state_name
id           
11    stim_on"
190.987761	0.0014909999999872525	states												"   state_name
id           
12   stim_off"
190.989252	27.758001000000007	states												"        state_name
id                
13  wait_for_spoke"
218.747253	5.000999000000007	states												"     state_name
id             
28  error_state"
223.748752	300.75301	trials	0.0	l	1.0	p	1.0	r	0.0	0.0	0.0	l	p	
223.748752	300.75301	states												"   state_name
id           
0     state_0"
223.748752	0.015998999999993657	states												"          state_name
id                  
1   sending_trialnum"
223.764751	292.47000099999997	states												"      state_name
id              
3   wait_for_cin"
516.234752	1.0	states												"   state_name
id           
4     context"
517.234752	0.0010120000000597429	states												"   state_name
id           
6       csgap"
517.235764	1.0004880000000185	states												"   state_name
id           
11    stim_on"
518.236252	0.0010059999999612046	states												"   state_name
id           
12   stim_off"
518.237258	1.2634930000000395	states												"        state_name
id                
13  wait_for_spoke"
519.500751	5.001010999999949	states												"     state_name
id             
28  error_state"
524.502251	145.70901000000003	trials	0.0	l	1.0	p	1.0	r	0.0	0.0	0.0	l	p	
524.502251	145.70901000000003	states												"   state_name
id           
0     state_0"
524.502251	0.016000999999960186	states												"          state_name
id                  
1   sending_trialnum"
524.518252	133.04999900000007	states												"      state_name
id              
3   wait_for_cin"
657.568251	1.0	states												"   state_name
id           
4     context"
658.568251	0.0010009999999738284	states												"   state_name
id           
6       csgap"
658.569252	1.000001999999995	states												"   state_name
id           
11    stim_on"
659.569254	0.001496999999972104	states												"   state_name
id           
12   stim_off"
659.570751	5.639500999999996	states												"        state_name
id                
13  wait_for_spoke"
665.210252	5.001009000000067	states												"     state_name
id             
28  error_state"
670.211751	61.452999999999975	trials	0.0	l	1.0	p	1.0	r	0.0	0.0	0.0	l	p	
670.211751	61.452999999999975	states												"   state_name
id           
0     state_0"
670.211751	0.016000999999960186	states												"          state_name
id                  
1   sending_trialnum"
670.227752	55.22800199999995	states												"      state_name
id              
3   wait_for_cin"
725.455754	1.0004979999999932	states												"   state_name
id           
4     context"
726.456252	0.0015080000000580185	states												"   state_name
id           
6       csgap"
726.45776	0.15349700000001576	states												"   state_name
id           
11    stim_on"
726.611257	5.000994999999989	states												"     state_name
id             
28  error_state"
731.612252	0.05249900000001162	states												"                state_name
id                        
2   check_next_trial_ready"
731.665253	77.317498	trials	0.0	l	1.0	p	1.0	r	0.0	0.0	0.0	l	p	
731.665253	77.317498	states												"   state_name
id           
0     state_0"
731.665253	0.01600199999995766	states												"          state_name
id                  
1   sending_trialnum"
731.681255	71.22049600000003	states												"      state_name
id              
3   wait_for_cin"
802.901751	1.0000119999999697	states												"   state_name
id           
4     context"
803.901763	0.0014930000000958898	states												"   state_name
id           
6       csgap"
803.903256	0.07850499999995009	states												"   state_name
id           
11    stim_on"
803.981761	5.000990000000002	states												"     state_name
id             
28  error_state"
808.983252	347.047499	trials	0.0	l	1.0	p	1.0	r	0.0	0.0	0.0	l	p	
808.983252	347.047499	states												"   state_name
id           
0     state_0"
808.983252	0.01599999999996271	states												"          state_name
id                  
1   sending_trialnum"
808.999252	125.85800400000005	states												"      state_name
id              
3   wait_for_cin"
934.857256	1.0004989999999907	states												"   state_name
id           
4     context"
935.857755	0.0014979999999695792	states												"   state_name
id           
6       csgap"
935.859253	1.000001999999995	states												"   state_name
id           
11    stim_on"
936.859255	0.0014970000000857908	states												"   state_name
id           
12   stim_off"
936.860752	214.16899899999999	states												"        state_name
id                
13  wait_for_spoke"
1151.029751	5.000999999999976	states												"     state_name
id             
28  error_state"
1156.031254	202.67149700000004	trials	0.0	l	1.0	p	1.0	r	0.0	0.0	0.0	l	p	
1156.031254	202.67149700000004	states												"   state_name
id           
0     state_0"
1156.031254	0.015998000000081447	states												"          state_name
id                  
1   sending_trialnum"
1156.047252	115.66549999999984	states												"      state_name
id              
3   wait_for_cin"
1271.712752	1.0004989999999907	states												"   state_name
id           
4     context"
1272.713251	0.0010010000000875152	states												"   state_name
id           
6       csgap"
