onset	duration	nwb_table	PBups_hit_history	PBups_violation_history	SidesSection_previous_sounds	SidesSection_previous_samples	SidesSection_previous_memory_gaps	SidesSection_previous_rt_task	SidesSection_previous_stims	PBupsSection_LocalPrevSides	PBupsSection_LocalPrevSounds	PBups_prot_title	state_type
2007.769583	1.3530000000000655	states											"   state_name
id           
9      cpoke1"
2009.122583	0.20100000000002183	states											"        state_name
id                
12  temp_violation"
2009.323583	0.0015029999999569554	states											"             state_name
id                     
8   play_stimulus_sound"
2009.325086	0.14600599999994301	states											"   state_name
id           
9      cpoke1"
2009.471092	0.20099099999993086	states											"        state_name
id                
12  temp_violation"
2009.672083	12.31300699999997	states											"         state_name
id                 
6   wait_for_cpoke1"
2021.98509	0.0014930000002095767	states											"             state_name
id                     
8   play_stimulus_sound"
2021.986583	0.571999999999889	states											"   state_name
id           
9      cpoke1"
2022.558583	0.20100000000002183	states											"        state_name
id                
12  temp_violation"
2022.759583	80.4130009999999	states											"         state_name
id                 
6   wait_for_cpoke1"
2103.172584	0.0015050000001792796	states											"             state_name
id                     
8   play_stimulus_sound"
2103.174089	1.5420100000001185	states											"   state_name
id           
9      cpoke1"
2104.716099	0.20099199999958728	states											"        state_name
id                
12  temp_violation"
2104.917091	5.562001000000237	states											"         state_name
id                 
6   wait_for_cpoke1"
2110.479092	0.0014909999999872525	states											"             state_name
id                     
8   play_stimulus_sound"
2110.480583	0.11549999999988358	states											"   state_name
id           
9      cpoke1"
2110.596083	0.20101299999987532	states											"        state_name
id                
12  temp_violation"
2110.797096	421.9859970000002	states											"         state_name
id                 
6   wait_for_cpoke1"
2532.783093	0.001506000000063068	states											"             state_name
id                     
8   play_stimulus_sound"
2532.784599	0.37398399999983667	states											"   state_name
id           
9      cpoke1"
2533.158583	0.20100000000002183	states											"        state_name
id                
12  temp_violation"
2533.359583	20.260499999999865	states											"         state_name
id                 
6   wait_for_cpoke1"
2553.620083	0.0015000000003055902	states											"             state_name
id                     
8   play_stimulus_sound"
2553.621583	0.18900600000006307	states											"   state_name
id           
9      cpoke1"
2553.810589	0.2009939999998096	states											"        state_name
id                
12  temp_violation"
2554.011583	0.7690000000002328	states											"         state_name
id                 
6   wait_for_cpoke1"
2554.780583	0.0014999999998508429	states											"             state_name
id                     
8   play_stimulus_sound"
2554.782083	0.14049999999997453	states											"   state_name
id           
9      cpoke1"
2554.922583	0.20100000000002183	states											"        state_name
id                
12  temp_violation"
2555.123583	0.001506000000063068	states											"             state_name
id                     
8   play_stimulus_sound"
2555.125089	1.9874939999999697	states											"   state_name
id           
9      cpoke1"
2557.112583	0.20100099999990562	states											"        state_name
id                
12  temp_violation"
2557.313584	0.003999000000021624	states											"         state_name
id                 
6   wait_for_cpoke1"
2557.317583	0.0015109999999367574	states											"             state_name
id                     
8   play_stimulus_sound"
2557.319094	1.056489000000056	states											"   state_name
id           
9      cpoke1"
2558.375583	0.20101599999998143	states											"        state_name
id                
12  temp_violation"
2558.576599	56.472999999999956	states											"         state_name
id                 
6   wait_for_cpoke1"
2615.049599	0.0014909999999872525	states											"             state_name
id                     
8   play_stimulus_sound"
2615.05109	0.25449299999991126	states											"   state_name
id           
9      cpoke1"
2615.305583	0.20100000000002183	states											"        state_name
id                
12  temp_violation"
2615.506583	19.84349999999995	states											"         state_name
id                 
6   wait_for_cpoke1"
2635.350083	0.0015000000003055902	states											"             state_name
id                     
8   play_stimulus_sound"
2635.351583	0.2275089999998272	states											"   state_name
id           
9      cpoke1"
2635.579092	0.20099200000004203	states											"        state_name
id                
12  temp_violation"
2635.780084	113.43799900000022	states											"         state_name
id                 
6   wait_for_cpoke1"
2749.218083	0.0014999999998508429	states											"             state_name
id                     
8   play_stimulus_sound"
2749.219583	0.20299999999997453	states											"   state_name
id           
9      cpoke1"
2749.422583	0.20101599999998143	states											"        state_name
id                
12  temp_violation"
2749.623599	24.487490999999864	states											"         state_name
id                 
6   wait_for_cpoke1"
2774.11109	0.0014989999999670545	states											"             state_name
id                     
8   play_stimulus_sound"
2774.112589	0.6475000000000364	states											"   state_name
id           
9      cpoke1"
2774.760089	0.20099600000003193	states											"        state_name
id                
12  temp_violation"
2774.961085	10.694005000000288	states											"         state_name
id                 
6   wait_for_cpoke1"
2785.65509	0.0014929999997548293	states											"             state_name
id                     
8   play_stimulus_sound"
2785.656583	0.3325070000000778	states											"   state_name
id           
9      cpoke1"
2785.98909	0.20099299999992581	states											"        state_name
id                
12  temp_violation"
2786.190083	71.88749999999982	states											"         state_name
id                 
6   wait_for_cpoke1"
2858.077583	0.0015030000004117028	states											"             state_name
id                     
8   play_stimulus_sound"
2858.079086	0.22299699999985023	states											"   state_name
id           
9      cpoke1"
2858.302083	0.20100899999988542	states											"        state_name
id                
12  temp_violation"
2858.503092	0.0015069999999468564	states											"             state_name
id                     
8   play_stimulus_sound"
2858.504599	1.6379839999999604	states											"   state_name
id           
9      cpoke1"
2860.142583	0.20101599999998143	states											"        state_name
id                
12  temp_violation"
2860.343599	294.1764840000001	states											"         state_name
id                 
6   wait_for_cpoke1"
3154.520083	0.0015000000003055902	states											"             state_name
id                     
8   play_stimulus_sound"
3154.521583	0.987999999999829	states											"   state_name
id           
9      cpoke1"
3155.509583	0.20100000000002183	states											"        state_name
id                
12  temp_violation"
3155.710583	1974.1585050000003	states											"         state_name
id                 
6   wait_for_cpoke1"
5129.869088	0.0014949999995224061	states											"             state_name
id                     
8   play_stimulus_sound"
5129.870583	2.0000159999999596	states											"   state_name
id           
9      cpoke1"
5131.870599	0.010989000000336091	states											"           state_name
id                   
13  center_2_side_gap"
5131.881588	0.7229950000000827	states											"        state_name
id                
17  wait_for_spoke"
5132.604583	0.0005019999998694402	states											"      state_name
id              
23  right_reward"
5132.605085	2.000008999999409	states											"   state_name
id           
24  hit_state"
5134.605094	3.0004960000005667	states											"          state_name
id                  
29  soft_drink_state"
5137.60559	1.000992999999653	states											"   state_name
id           
26    warning"
5138.606583	0.0010000000002037268	states											"        state_name
id                
30  clean_up_state"
5138.608083	58.52300699999978	trials	1.0	1.0	2.0			0.0	0.0	r	2.0	B	
5138.608083	58.52300699999978	states											"   state_name
id           
0     state_0"
5138.608083	0.01599999999962165	states											"          state_name
id                  
1   sending_trialnum"
5138.624083	0.009500000000116415	states											"           state_name
id                   
3   clean_sound_state"
5138.633583	0.001510000000052969	states											"   state_name
id           
4         iti"
5138.635093	13.341489999999794	states											"         state_name
id                 
6   wait_for_cpoke1"
5151.976583	0.0015000000003055902	states											"             state_name
id                     
8   play_stimulus_sound"
5151.978083	0.12749999999959982	states											"   state_name
id           
9      cpoke1"
5152.105583	0.20100000000002183	states											"        state_name
id                
12  temp_violation"
5152.306583	36.10500000000047	states											"         state_name
id                 
6   wait_for_cpoke1"
5188.411583	0.0015080000002853922	states											"             state_name
id                     
8   play_stimulus_sound"
5188.413091	2.000492999999551	states											"   state_name
id           
9      cpoke1"
5190.413584	0.011015000000043074	states											"           state_name
id                   
13  center_2_side_gap"
5190.424599	0.703483999999662	states											"        state_name
id                
17  wait_for_spoke"
5191.128083	0.0005000000001018634	states											"      state_name
id              
23  right_reward"
5191.128583	2.0	states											"   state_name
id           
24  hit_state"
5193.128583	3.0005070000006526	states											"          state_name
id                  
29  soft_drink_state"
5196.12909	1.000992999999653	states											"   state_name
id           
26    warning"
5197.130083	0.001006999999844993	states											"        state_name
id                
30  clean_up_state"
5197.131583	43.297506999999314	trials	0.0	1.0	2.0			0.0	0.0	r	2.0	u	
5197.131583	43.297506999999314	states											"   state_name
id           
0     state_0"
5197.131583	0.01599999999962165	states											"          state_name
id                  
1   sending_trialnum"
5197.147583	0.009506999999757682	states											"           state_name
id                   
3   clean_sound_state"
5197.15709	0.0010010000005422626	states											"   state_name
id           
4         iti"
5197.158091	2.3595079999995505	states											"         state_name
id                 
6   wait_for_cpoke1"
5199.517599	0.0014890000002196757	states											"             state_name
id                     
8   play_stimulus_sound"
5199.519088	0.11349499999960244	states											"   state_name
id           
9      cpoke1"
5199.632583	0.20100100000036036	states											"        state_name
id                
12  temp_violation"
5199.833584	1.0469990000001417	states											"         state_name
id                 
6   wait_for_cpoke1"
5200.880583	0.0015000000003055902	states											"             state_name
id                     
8   play_stimulus_sound"
5200.882083	1.0060079999993832	states											"   state_name
id           
9      cpoke1"
5201.888091	0.2009990000005928	states											"        state_name
id                
12  temp_violation"
5202.08909	1.1785009999994145	states											"         state_name
id                 
6   wait_for_cpoke1"
5203.267591	0.001495999999860942	states											"             state_name
id                     
8   play_stimulus_sound"
5203.269087	1.782006000000365	states											"   state_name
id           
9      cpoke1"
5205.051093	0.20099000000027445	states											"        state_name
id                
12  temp_violation"
5205.252083	5.411499999999251	states											"         state_name
id                 
6   wait_for_cpoke1"
5210.663583	0.001502000000073167	states											"             state_name
id                     
8   play_stimulus_sound"
5210.665085	0.07149800000024698	states											"   state_name
id           
9      cpoke1"
5210.736583	0.20100000000002183	states											"        state_name
id                
12  temp_violation"
5210.937583	4.5	states											"         state_name
id                 
6   wait_for_cpoke1"
5215.437583	0.0015030000004117028	states											"             state_name
id                     
8   play_stimulus_sound"
5215.439086	0.5714969999999084	states											"   state_name
id           
9      cpoke1"
5216.010583	0.20100000000002183	states											"        state_name
id                
12  temp_violation"
5216.211583	0.4844999999995707	states											"         state_name
id                 
6   wait_for_cpoke1"
5216.696083	0.0015030000004117028	states											"             state_name
id                     
8   play_stimulus_sound"
5216.697586	0.12799699999959557	states											"   state_name
id           
9      cpoke1"
5216.825583	0.20100000000002183	states											"        state_name
id                
12  temp_violation"
5217.026583	1.0119999999997162	states											"         state_name
id                 
6   wait_for_cpoke1"
5218.038583	0.0015000000003055902	states											"             state_name
id                     
8   play_stimulus_sound"
5218.040083	0.2255009999998947	states											"   state_name
id           
9      cpoke1"
5218.265584	0.2009990000005928	states											"        state_name
id                
12  temp_violation"
5218.466583	1.4429999999993015	states											"         state_name
id                 
6   wait_for_cpoke1"
5219.909583	0.0015080000002853922	states											"             state_name
id                     
8   play_stimulus_sound"
5219.911091	1.742992000000413	states											"   state_name
id           
9      cpoke1"
5221.654083	0.20100399999955698	states											"        state_name
id                
12  temp_violation"
5221.855087	1.0084999999999127	states											"         state_name
id                 
6   wait_for_cpoke1"
5222.863587	0.0015119999998205458	states											"             state_name
id                     
8   play_stimulus_sound"
5222.865099	1.6310000000003129	states											"   state_name
id           
9      cpoke1"
5224.496099	0.20099000000027445	states											"        state_name
id                
12  temp_violation"
5224.697089	10.080509999999776	states											"         state_name
id                 
6   wait_for_cpoke1"
5234.777599	0.0014860000001135631	states											"             state_name
id                     
8   play_stimulus_sound"
5234.779085	2.000011000000086	states											"   state_name
id           
9      cpoke1"
5236.779096	0.01098699999965902	states											"           state_name
id                   
13  center_2_side_gap"
5236.790083	0.6355000000003201	states											"        state_name
id                
17  wait_for_spoke"
5237.425583	0.0015079999993758975	states											"      state_name
id              
18  error_state1"
5237.427091	3.000992000000224	states											"     state_name
id             
19  error_state"
5240.428083	0.001006999999844993	states											"        state_name
id                
30  clean_up_state"
5240.429587	5.7529960000001665	trials	0.0	0.0	1.0	2.0004939999998896	0.0	0.0	0.0	r	1.0	p	
5240.429587	5.7529960000001665	states											"   state_name
id           
0     state_0"
5240.429587	0.015996000000086497	states											"          state_name
id                  
1   sending_trialnum"
5240.445583	0.009520000000520668	states											"           state_name
id                   
3   clean_sound_state"
5240.455103	0.001479999999901338	states											"   state_name
id           
4         iti"
5240.456583	0.23800000000028376	states											"         state_name
id                 
6   wait_for_cpoke1"
5240.694583	0.0015059999996083206	states											"             state_name
id                     
8   play_stimulus_sound"
5240.696089	2.0004939999998896	states											"   state_name
id           
9      cpoke1"
5242.696583	0.011500000000523869	states											"           state_name
id                   
13  center_2_side_gap"
5242.708083	0.47149999999965075	states											"        state_name
id                
17  wait_for_spoke"
5243.179583	0.001502000000073167	states											"      state_name
id              
18  error_state1"
5243.181085	3.0005139999993844	states											"     state_name
id             
19  error_state"
5246.181599	0.000984000000244123	states											"        state_name
id                
30  clean_up_state"
5246.183091	13.099492000000282	trials	1.0	0.0	1.0	2.0	0.0	0.0	0.0	r	1.0	s	
5246.183091	13.099492000000282	states											"   state_name
id           
0     state_0"
5246.183091	0.01599900000019261	states											"          state_name
id                  
1   sending_trialnum"
5246.19909	0.009492999999565654	states											"           state_name
id                   
3   clean_sound_state"
5246.208583	0.0010000000002037268	states											"   state_name
id           
4         iti"
5246.209583	4.589015999999901	states											"         state_name
id                 
6   wait_for_cpoke1"
5250.798599	0.0014840000003459863	states											"             state_name
id                     
8   play_stimulus_sound"
5250.800083	2.0	states											"   state_name
id           
9      cpoke1"
5252.800083	0.011011999999936961	states											"           state_name
id                   
13  center_2_side_gap"
5252.811095	0.4689879999996265	states											"        state_name
id                
17  wait_for_spoke"
5253.280083	0.0005000000001018634	states											"      state_name
id              
23  right_reward"
5253.280583	2.0000159999999596	states											"   state_name
id           
24  hit_state"
5255.280599	3.0004930000004606	states											"          state_name
id                  
29  soft_drink_state"
5258.281092	1.0005069999997431	states											"   state_name
id           
26    warning"
5259.281599	0.000984000000244123	states											"        state_name
id                
30  clean_up_state"
5259.28309	7.945509000000129	trials	1.0	0.0	-1.0	2.0000060000002122	0.0	0.0	0.0	l	-1.0	 	
5259.28309	7.945509000000129	states											"   state_name
id           
0     state_0"
5259.28309	0.016000000000531145	states											"          state_name
id                  
1   sending_trialnum"
5259.29909	0.009492999999565654	states											"           state_name
id                   
3   clean_sound_state"
5259.308583	0.0015000000003055902	states											"   state_name
id           
4         iti"
5259.310083	0.1444999999994252	states											"         state_name
id                 
6   wait_for_cpoke1"
5259.454583	0.0015000000003055902	states											"             state_name
id                     
8   play_stimulus_sound"
5259.456083	2.0000060000002122	states											"   state_name
id           
9      cpoke1"
5261.456089	0.011493999999402149	states											"           state_name
id                   
13  center_2_side_gap"
5261.467583	0.9320160000006581	states											"        state_name
id                
17  wait_for_spoke"
5262.399599	0.0004849999995713006	states											"     state_name
id             
22  left_reward"
5262.400084	2.0000150000005306	states											"   state_name
id           
24  hit_state"
5264.400099	1.8269889999992301	states											"          state_name
id                  
29  soft_drink_state"
5266.227088	1.0004950000002282	states											"   state_name
id           
26    warning"
5267.227583	0.0010160000001633307	states											"        state_name
id                
30  clean_up_state"
5267.229093	20.717005999999856	trials	1.0	1.0	-1.0			0.0	0.0	l	-1.0	-	
5267.229093	20.717005999999856	states											"   state_name
id           
0     state_0"
5267.229093	0.016005000000404834	states											"          state_name
id                  
1   sending_trialnum"
5267.245098	0.009484999999585852	states											"           state_name
id                   
3   clean_sound_state"
5267.254583	0.001006000000415952	states											"   state_name
id           
4         iti"
5267.255589	9.676009999999224	states											"         state_name
id                 
6   wait_for_cpoke1"
5276.931599	0.0014920000003257883	states											"             state_name
id                     
8   play_stimulus_sound"
5276.933091	0.5554920000004131	states											"   state_name
id           
9      cpoke1"
5277.488583	0.20100000000002183	states											"        state_name
id                
12  temp_violation"
5277.689583	0.41049999999995634	states											"         state_name
id                 
6   wait_for_cpoke1"
5278.100083	0.0015159999993556994	states											"             state_name
id                     
8   play_stimulus_sound"
5278.101599	0.38349100000050385	states											"   state_name
id           
9      cpoke1"
5278.48509	0.2009989999996833	states											"        state_name
id                
12  temp_violation"
5278.686089	1.326509999999871	states											"         state_name
id                 
6   wait_for_cpoke1"
5280.012599	0.0014840000003459863	states											"             state_name
id                     
8   play_stimulus_sound"
5280.014083	2.0	states											"   state_name
id           
9      cpoke1"
5282.014083	0.011499999999614374	states											"           state_name
id                   
13  center_2_side_gap"
5282.025583	0.47750600000017585	states											"        state_name
id                
17  wait_for_spoke"
5282.503089	0.0004939999998896383	states											"     state_name
id             
22  left_reward"
5282.503583	2.000500000000102	states											"   state_name
id           
24  hit_state"
5284.504083	2.4400000000005093	states											"          state_name
id                  
29  soft_drink_state"
5286.944083	1.001009999999951	states											"   state_name
id           
26    warning"
5287.945093	0.0010059999995064572	states											"        state_name
id                
30  clean_up_state"
5287.946599	14.046492000000399	trials	0.0	1.0	1.0			0.0	0.0	r	1.0	 	
5287.946599	14.046492000000399	states											"   state_name
id           
0     state_0"
5287.946599	0.016000000000531145	states											"          state_name
id                  
1   sending_trialnum"
5287.962599	0.009483999999247317	states											"           state_name
id                   
3   clean_sound_state"
5287.972083	0.0010030000003098394	states											"   state_name
id           
4         iti"
5287.973086	0.9580040000000736	states											"         state_name
id                 
6   wait_for_cpoke1"
5288.93109	0.0014929999997548293	states											"             state_name
id                     
8   play_stimulus_sound"
5288.932583	1.8130000000001019	states											"   state_name
id           
9      cpoke1"
5290.745583	0.20100000000002183	states											"        state_name
id                
12  temp_violation"
5290.946583	0.732506999999714	states											"         state_name
id                 
6   wait_for_cpoke1"
5291.67909	0.001493000000664324	states											"             state_name
id                     
8   play_stimulus_sound"
5291.680583	0.20650799999930314	states											"   state_name
id           
9      cpoke1"
5291.887091	0.20099200000004203	states											"        state_name
id                
12  temp_violation"
5292.088083	4.298516000000745	states											"         state_name
id                 
6   wait_for_cpoke1"
5296.386599	0.0014839999994364916	states											"             state_name
id                     
8   play_stimulus_sound"
5296.388083	2.0	states											"   state_name
id           
9      cpoke1"
5298.388083	0.011013000000275497	states											"           state_name
id                   
13  center_2_side_gap"
5298.399096	0.5899950000002718	states											"        state_name
id                
17  wait_for_spoke"
5298.989091	0.0014919999994162936	states											"      state_name
id              
18  error_state1"
5298.990583	3.0015000000003056	states											"     state_name
id             
19  error_state"
5301.992083	0.0010080000001835288	states											"        state_name
id                
30  clean_up_state"
5301.993589	21.2054990000006	trials	0.0	1.0	1.0			0.0	0.0	r	1.0	o	
5301.993589	21.2054990000006	states											"   state_name
id           
0     state_0"
5301.993589	0.01599400000031892	states											"          state_name
id                  
1   sending_trialnum"
5302.009583	0.009508999999525258	states											"           state_name
id                   
3   clean_sound_state"
5302.019092	0.0014910000008967472	states											"   state_name
id           
4         iti"
5302.020583	0.2014999999992142	states											"         state_name
id                 
6   wait_for_cpoke1"
5302.222083	0.0015000000003055902	states											"             state_name
id                     
8   play_stimulus_sound"
5302.223583	1.5889999999999418	states											"   state_name
id           
9      cpoke1"
5303.812583	0.20100000000002183	states											"        state_name
id                
12  temp_violation"
5304.013583	0.6510060000000522	states											"         state_name
id                 
6   wait_for_cpoke1"
5304.664589	0.0015039999998407438	states											"             state_name
id                     
8   play_stimulus_sound"
5304.666093	0.4639900000001944	states											"   state_name
id           
9      cpoke1"
5305.130083	0.2010069999996631	states											"        state_name
id                
12  temp_violation"
5305.33109	4.855996000000232	states											"         state_name
id                 
6   wait_for_cpoke1"
5310.187086	0.0014970000001994777	states											"             state_name
id                     
8   play_stimulus_sound"
5310.188583	0.24450700000033976	states											"   state_name
id           
9      cpoke1"
5310.43309	0.20099299999947107	states											"        state_name
id                
12  temp_violation"
5310.634083	6.1935160000002725	states											"         state_name
id                 
6   wait_for_cpoke1"
5316.827599	0.0014919999994162936	states											"             state_name
id                     
8   play_stimulus_sound"
5316.829091	0.3499970000002577	states											"   state_name
id           
9      cpoke1"
5317.179088	0.20099500000014814	states											"        state_name
id                
12  temp_violation"
5317.380083	0.17900699999972858	states											"         state_name
id                 
6   wait_for_cpoke1"
5317.55909	0.001493000000664324	states											"             state_name
id                     
8   play_stimulus_sound"
5317.560583	2.0	states											"   state_name
id           
9      cpoke1"
5319.560583	0.01099999999951251	states											"           state_name
id                   
13  center_2_side_gap"
5319.571583	0.6235130000004574	states											"        state_name
id                
17  wait_for_spoke"
5320.195096	0.001502999999502208	states											"      state_name
id              
18  error_state1"
5320.196599	3.0014940000000934	states											"     state_name
id             
19  error_state"
5323.198093	0.0009950000003300374	states											"        state_name
id                
30  clean_up_state"
5323.199583	8.629502000000684	trials	1.0	0.0	1.0	2.0000159999999596	0.0	0.0	0.0	r	1.0	n	
5323.199583	8.629502000000684	states											"   state_name
id           
0     state_0"
5323.199583	0.01600200000029872	states											"          state_name
id                  
1   sending_trialnum"
5323.215585	0.00950600000032864	states											"           state_name
id                   
3   clean_sound_state"
5323.225091	0.0014929999997548293	states											"   state_name
id           
4         iti"
5323.226584	0.14650600000004488	states											"         state_name
id                 
6   wait_for_cpoke1"
5323.37309	0.0014929999997548293	states											"             state_name
id                     
8   play_stimulus_sound"
5323.374583	2.0000159999999596	states											"   state_name
id           
9      cpoke1"
5325.374599	0.011500000000523869	states											"           state_name
id                   
13  center_2_side_gap"
5325.386099	0.4399839999996402	states											"        state_name
id                
17  wait_for_spoke"
5325.826083	0.0005000000001018634	states											"      state_name
id              
23  right_reward"
5325.826583	2.0	states											"   state_name
id           
24  hit_state"
5327.826583	3.0005049999999756	states											"          state_name
id                  
29  soft_drink_state"
5330.827088	1.00099500000033	states											"   state_name
id           
26    warning"
5331.828083	0.0010019999999713036	states											"        state_name
id                
30  clean_up_state"
5331.829583	20.025000000000546	trials	1.0	0.0	-1.0	2.000008999999409	0.0	0.0	0.0	l	-1.0	 	
5331.829583	20.025000000000546	states											"   state_name
id           
0     state_0"
5331.829583	0.016000000000531145	states											"          state_name
id                  
1   sending_trialnum"
5331.845583	0.009506999999757682	states											"           state_name
id                   
3   clean_sound_state"
5331.85509	0.0010000000002037268	states											"   state_name
id           
4         iti"
5331.85609	11.91149299999961	states											"         state_name
id                 
6   wait_for_cpoke1"
5343.767583	0.0015030000004117028	states											"             state_name
id                     
8   play_stimulus_sound"
5343.769086	2.000008999999409	states											"   state_name
id           
9      cpoke1"
5345.769095	0.011488000000099419	states											"           state_name
id                   
13  center_2_side_gap"
5345.780583	0.40350000000034925	states											"        state_name
id                
17  wait_for_spoke"
5346.184083	0.0005000000001018634	states											"     state_name
id             
22  left_reward"
5346.184583	2.0005059999994046	states											"   state_name
id           
24  hit_state"
5348.185089	2.6675100000002203	states											"          state_name
id                  
29  soft_drink_state"
5350.852599	1.0009840000002441	states											"   state_name
id           
26    warning"
5351.853583	0.0010000000002037268	states											"        state_name
id                
30  clean_up_state"
5351.855091	15.891998999999487	trials	0.0	0.0	1.0	2.0004790000002686	0.0	0.0	0.0	r	1.0	r	
5351.855091	15.891998999999487	states											"   state_name
id           
0     state_0"
5351.855091	0.016006999999262916	states											"          state_name
id                  
1   sending_trialnum"
5351.871098	0.009485000000495347	states											"           state_name
id                   
3   clean_sound_state"
5351.880583	0.0010000000002037268	states											"   state_name
id           
4         iti"
