onset	duration	nwb_table	crosstalk_dir	crosstalk_freq	bup_width	bup_ramp	vol_low	vol_hi	vol	gamma_dir	gamma_freq	freq_lo	freq_hi	HistorySection_hit_history	HistorySection_side_history	HistorySection_task_history	HistorySection_incoh_history	HistorySection_gammadir_history	HistorySection_gammafreq_history	HistorySection_result_history	state_type
1176.317304	0.0004989999999907013	states																			"   state_name
id           
7       cpoke"
1176.317803	0.9885000000001583	states																			"   state_name
id           
8    cpoke_in"
1177.306303	0.024500999999872874	states																			"   state_name
id           
9   cpoke_out"
1177.330804	0.1599989999999707	states																			"   state_name
id           
8    cpoke_in"
1177.490803	0.10001600000009603	states																			"   state_name
id           
9   cpoke_out"
1177.590819	4.000485000000026	states																			"         state_name
id                 
16  nic_error_state"
1181.591304	0.0034989999999197607	states																			"        state_name
id                
18  clean_up_state"
1181.595304	4.15949999999998	trials	0.0	0.0	5.0	2.0	1.0	1.0	0.15	4.0	2.5	6500.0	14200.0		r	d	0.0	4.0	2.5	3.0	
1181.595304	4.15949999999998	states																			"   state_name
id           
0     state_0"
1181.595304	0.016000000000076398	states																			"          state_name
id                  
1   sending_trialnum"
1181.611304	0.0004989999999907013	states																			"        state_name
id                
3   wait_for_cpoke"
1181.611803	0.02900099999988015	states																			"            state_name
id                    
4   wait_for_cpoke_dir"
1181.640804	0.0010140000001683802	states																			"     state_name
id             
6   nic_prestim"
1181.641818	0.0004950000000008004	states																			"   state_name
id           
7       cpoke"
1181.642313	0.007996999999932086	states																			"   state_name
id           
8    cpoke_in"
1181.65031	0.10049400000002606	states																			"   state_name
id           
9   cpoke_out"
1181.750804	4.000498999999991	states																			"         state_name
id                 
16  nic_error_state"
1185.751303	0.0035009999999147112	states																			"        state_name
id                
18  clean_up_state"
1185.755303	5.650000000000091	trials	0.0	0.0	5.0	2.0	1.0	1.0	0.15	2.5	1.0	6500.0	14200.0		r	d	0.0	2.5	1.0	3.0	
1185.755303	5.650000000000091	states																			"   state_name
id           
0     state_0"
1185.755303	0.016000000000076398	states																			"          state_name
id                  
1   sending_trialnum"
1185.771303	0.0005000000001018634	states																			"        state_name
id                
3   wait_for_cpoke"
1185.771803	0.3505009999998947	states																			"            state_name
id                    
4   wait_for_cpoke_dir"
1186.122304	0.0015040000000681175	states																			"     state_name
id             
6   nic_prestim"
1186.123808	0.0005059999998593412	states																			"   state_name
id           
7       cpoke"
1186.124314	1.1764890000001742	states																			"   state_name
id           
8    cpoke_in"
1187.300803	0.10050599999999577	states																			"   state_name
id           
9   cpoke_out"
1187.401309	4.000498999999991	states																			"         state_name
id                 
16  nic_error_state"
1191.401808	0.0034949999999298598	states																			"        state_name
id                
18  clean_up_state"
1191.405818	4.1314850000001115	trials	0.0	0.0	5.0	2.0	1.0	1.0	0.15	2.5	1.0	6500.0	14200.0	1.0	r	d	0.0	2.5	1.0	1.0	
1191.405818	4.1314850000001115	states																			"   state_name
id           
0     state_0"
1191.405818	0.016000000000076398	states																			"          state_name
id                  
1   sending_trialnum"
1191.421818	1.064485999999988	states																			"        state_name
id                
3   wait_for_cpoke"
1192.486304	0.24299900000005437	states																			"            state_name
id                    
4   wait_for_cpoke_dir"
1192.729303	0.0009999999999763531	states																			"     state_name
id             
6   nic_prestim"
1192.730303	0.0004999999998744897	states																			"   state_name
id           
7       cpoke"
1192.730803	1.3995010000001002	states																			"   state_name
id           
8    cpoke_in"
1194.130304	0.18101499999988846	states																			"       state_name
id               
10  wait_for_cout"
1194.311319	0.2609939999999824	states																			"        state_name
id                
11  wait_for_spoke"
1194.572313	0.000490000000127111	states																			"   state_name
id           
12  hit_state"
1194.572803	0.3445010000000366	states																			"    state_name
id            
13  hit_state2"
1194.917304	0.0034989999999197607	states																			"        state_name
id                
18  clean_up_state"
1194.920803	0.6165000000000873	states																			"                state_name
id                        
2   check_next_trial_ready"
1195.537808	22.588494999999966	trials	0.0	0.0	5.0	2.0	1.0	1.0	0.15	2.5	-4.0	6500.0	14200.0	0.0	r	d	1.0	2.5	-4.0	2.0	
1195.537808	22.588494999999966	states																			"   state_name
id           
0     state_0"
1195.537808	0.015999999999849024	states																			"          state_name
id                  
1   sending_trialnum"
1195.553808	0.0005020000000968139	states																			"        state_name
id                
3   wait_for_cpoke"
1195.55431	15.805008999999927	states																			"            state_name
id                    
4   wait_for_cpoke_dir"
1211.359319	0.0014840000001186127	states																			"     state_name
id             
6   nic_prestim"
1211.360803	0.0005009999999856518	states																			"   state_name
id           
7       cpoke"
1211.361304	1.3539989999999307	states																			"   state_name
id           
8    cpoke_in"
1212.715303	0.04600000000004911	states																			"   state_name
id           
9   cpoke_out"
1212.761303	0.0005060000000867149	states																			"       state_name
id               
10  wait_for_cout"
1212.761809	0.2009939999998096	states																			"        state_name
id                
11  wait_for_spoke"
1212.962803	5.160000000000082	states																			"     state_name
id             
14  error_state"
1218.122803	0.003500000000030923	states																			"        state_name
id                
18  clean_up_state"
1218.126803	3.226500999999871	trials	0.0	0.0	5.0	2.0	1.0	1.0	0.15	-2.5	-1.0	6500.0	14200.0	1.0	l	d	0.0	-2.5	-1.0	1.0	
1218.126803	3.226500999999871	states																			"   state_name
id           
0     state_0"
1218.126803	0.016005999999833875	states																			"          state_name
id                  
1   sending_trialnum"
1218.142809	0.0004950000000008004	states																			"        state_name
id                
3   wait_for_cpoke"
1218.143304	0.6165000000000873	states																			"            state_name
id                    
4   wait_for_cpoke_dir"
1218.759804	0.0010150000000521686	states																			"     state_name
id             
6   nic_prestim"
1218.760819	0.0004899999998997373	states																			"   state_name
id           
7       cpoke"
1218.761309	1.399994000000106	states																			"   state_name
id           
8    cpoke_in"
1220.161303	0.07700599999998303	states																			"       state_name
id               
10  wait_for_cout"
1220.238309	0.2395089999999982	states																			"        state_name
id                
11  wait_for_spoke"
1220.477818	0.0004919999998946878	states																			"   state_name
id           
12  hit_state"
1220.47831	0.1904939999999442	states																			"    state_name
id            
13  hit_state2"
1220.668804	0.0035020000000258733	states																			"        state_name
id                
18  clean_up_state"
1220.672306	0.6809980000000451	states																			"                state_name
id                        
2   check_next_trial_ready"
1221.353803	8.532501000000138	trials	0.0	0.0	5.0	2.0	1.0	1.0	0.15	4.0	-1.0	6500.0	14200.0		r	d	1.0	4.0	-1.0	3.0	
1221.353803	8.532501000000138	states																			"   state_name
id           
0     state_0"
1221.353803	0.016000000000076398	states																			"          state_name
id                  
1   sending_trialnum"
1221.369803	0.0005009999999856518	states																			"        state_name
id                
3   wait_for_cpoke"
1221.370304	3.1829999999999927	states																			"            state_name
id                    
4   wait_for_cpoke_dir"
1224.553304	0.0010050000000774162	states																			"     state_name
id             
6   nic_prestim"
1224.554309	0.0004950000000008004	states																			"   state_name
id           
7       cpoke"
1224.554804	0.08249999999998181	states																			"   state_name
id           
8    cpoke_in"
1224.637304	0.03149999999982356	states																			"   state_name
id           
9   cpoke_out"
1224.668804	1.1135000000001583	states																			"   state_name
id           
8    cpoke_in"
1225.782304	0.100001999999904	states																			"   state_name
id           
9   cpoke_out"
1225.882306	4.000496999999996	states																			"         state_name
id                 
16  nic_error_state"
1229.882803	0.003501000000142085	states																			"        state_name
id                
18  clean_up_state"
1229.886803	4.721000000000004	trials	0.0	0.0	5.0	2.0	1.0	1.0	0.15	4.0	-1.0	6500.0	14200.0	1.0	r	d	1.0	4.0	-1.0	1.0	
1229.886803	4.721000000000004	states																			"   state_name
id           
0     state_0"
1229.886803	0.016015999999808628	states																			"          state_name
id                  
1   sending_trialnum"
1229.902819	1.1854970000001686	states																			"        state_name
id                
3   wait_for_cpoke"
1231.088316	0.9019869999999628	states																			"            state_name
id                    
4   wait_for_cpoke_dir"
1231.990303	0.0010059999999612046	states																			"     state_name
id             
6   nic_prestim"
1231.991309	0.0005089999999654538	states																			"   state_name
id           
7       cpoke"
1231.991818	1.2384859999999662	states																			"   state_name
id           
8    cpoke_in"
1233.230304	0.046499000000039814	states																			"   state_name
id           
9   cpoke_out"
1233.276803	0.11500500000011016	states																			"   state_name
id           
8    cpoke_in"
1233.391808	0.025494999999864376	states																			"       state_name
id               
10  wait_for_cout"
1233.417303	0.31151599999998325	states																			"        state_name
id                
11  wait_for_spoke"
1233.728819	0.000490000000127111	states																			"   state_name
id           
12  hit_state"
1233.729309	0.24050899999997455	states																			"    state_name
id            
13  hit_state2"
1233.969818	0.0035009999999147112	states																			"        state_name
id                
18  clean_up_state"
1233.973319	0.6344840000001568	states																			"                state_name
id                        
2   check_next_trial_ready"
1234.608304	5.874998999999889	trials	0.0	0.0	5.0	2.0	1.0	1.0	0.15	-2.5	1.0	6500.0	14200.0	1.0	l	d	1.0	-2.5	1.0	1.0	
1234.608304	5.874998999999889	states																			"   state_name
id           
0     state_0"
1234.608304	0.015998999999965235	states																			"          state_name
id                  
1   sending_trialnum"
1234.624303	0.0005009999999856518	states																			"        state_name
id                
3   wait_for_cpoke"
1234.624804	3.577013999999963	states																			"            state_name
id                    
4   wait_for_cpoke_dir"
1238.201818	0.001485000000002401	states																			"     state_name
id             
6   nic_prestim"
1238.203303	0.0005009999999856518	states																			"   state_name
id           
7       cpoke"
1238.203804	1.3309990000000198	states																			"   state_name
id           
8    cpoke_in"
1239.534803	0.06850099999996928	states																			"   state_name
id           
9   cpoke_out"
1239.603304	0.0004989999999907013	states																			"       state_name
id               
10  wait_for_cout"
1239.603803	0.18750100000011116	states																			"        state_name
id                
11  wait_for_spoke"
1239.791304	0.0004999999998744897	states																			"   state_name
id           
12  hit_state"
1239.791804	0.21199999999998909	states																			"    state_name
id            
13  hit_state2"
1240.003804	0.003500000000030923	states																			"        state_name
id                
18  clean_up_state"
1240.007304	0.4759990000000016	states																			"                state_name
id                        
2   check_next_trial_ready"
1240.483803	6.212004999999863	trials	0.0	0.0	5.0	2.0	1.0	1.0	0.15	-4.0	4.0	6500.0	14200.0	1.0	l	d	1.0	-4.0	4.0	1.0	
1240.483803	6.212004999999863	states																			"   state_name
id           
0     state_0"
1240.483803	0.016004999999950087	states																			"          state_name
id                  
1   sending_trialnum"
1240.499808	0.0005039999998643907	states																			"        state_name
id                
3   wait_for_cpoke"
1240.500312	3.67999500000019	states																			"            state_name
id                    
4   wait_for_cpoke_dir"
1244.180307	0.001011999999946056	states																			"     state_name
id             
6   nic_prestim"
1244.181319	0.0004890000000159489	states																			"   state_name
id           
7       cpoke"
1244.181808	1.3935010000000148	states																			"   state_name
id           
8    cpoke_in"
1245.575309	0.006493999999975131	states																			"   state_name
id           
9   cpoke_out"
1245.581803	0.0005079999998542917	states																			"       state_name
id               
10  wait_for_cout"
1245.582311	0.2924920000000384	states																			"        state_name
id                
11  wait_for_spoke"
1245.874803	0.0005060000000867149	states																			"   state_name
id           
12  hit_state"
1245.875309	0.1784940000000006	states																			"    state_name
id            
13  hit_state2"
1246.053803	0.0035009999999147112	states																			"        state_name
id                
18  clean_up_state"
1246.057304	0.6385040000000117	states																			"                state_name
id                        
2   check_next_trial_ready"
1246.696308	5.5599959999999555	trials	0.0	0.0	5.0	2.0	1.0	1.0	0.15	-4.0	4.0	6500.0	14200.0	1.0	l	d	1.0	-4.0	4.0	1.0	
1246.696308	5.5599959999999555	states																			"   state_name
id           
0     state_0"
1246.696308	0.015994999999975335	states																			"          state_name
id                  
1   sending_trialnum"
1246.712303	0.0004999999998744897	states																			"        state_name
id                
3   wait_for_cpoke"
1246.712803	2.867000000000189	states																			"            state_name
id                    
4   wait_for_cpoke_dir"
1249.579803	0.0010009999998601415	states																			"     state_name
id             
6   nic_prestim"
1249.580804	0.0005000000001018634	states																			"   state_name
id           
7       cpoke"
1249.581304	1.399499999999989	states																			"   state_name
id           
8    cpoke_in"
1250.980804	0.21699999999987085	states																			"       state_name
id               
10  wait_for_cout"
1251.197804	0.33100000000013097	states																			"        state_name
id                
11  wait_for_spoke"
1251.528804	0.0004989999999907013	states																			"   state_name
id           
12  hit_state"
1251.529303	0.15899999999987813	states																			"    state_name
id            
13  hit_state2"
1251.688303	0.003501000000142085	states																			"        state_name
id                
18  clean_up_state"
1251.691804	0.5644999999999527	states																			"                state_name
id                        
2   check_next_trial_ready"
1252.256803	4.123004999999921	trials	0.0	0.0	5.0	2.0	1.0	1.0	0.15	-4.0	-4.0	6500.0	14200.0	1.0	l	d	0.0	-4.0	-4.0	1.0	
1252.256803	4.123004999999921	states																			"   state_name
id           
0     state_0"
1252.256803	0.01600600000006125	states																			"          state_name
id                  
1   sending_trialnum"
1252.272809	0.0004999999998744897	states																			"        state_name
id                
3   wait_for_cpoke"
1252.273309	1.5760000000000218	states																			"            state_name
id                    
4   wait_for_cpoke_dir"
1253.849309	0.001494000000093365	states																			"     state_name
id             
6   nic_prestim"
1253.850803	0.0004999999998744897	states																			"   state_name
id           
7       cpoke"
1253.851303	1.2635000000000218	states																			"   state_name
id           
8    cpoke_in"
1255.114803	0.009015000000090367	states																			"   state_name
id           
9   cpoke_out"
1255.123818	0.12698599999998805	states																			"   state_name
id           
8    cpoke_in"
1255.250804	0.01499999999987267	states																			"       state_name
id               
10  wait_for_cout"
1255.265804	0.2909990000000562	states																			"        state_name
id                
11  wait_for_spoke"
1255.556803	0.0005000000001018634	states																			"   state_name
id           
12  hit_state"
1255.557303	0.14999999999986358	states																			"    state_name
id            
13  hit_state2"
1255.707303	0.003500000000030923	states																			"        state_name
id                
18  clean_up_state"
1255.710803	0.6690049999999701	states																			"                state_name
id                        
2   check_next_trial_ready"
1256.380303	6.248500000000149	trials	0.0	0.0	5.0	2.0	1.0	1.0	0.15	2.5	1.0	6500.0	14200.0		r	d	0.0	2.5	1.0	3.0	
1256.380303	6.248500000000149	states																			"   state_name
id           
0     state_0"
1256.380303	0.016000000000076398	states																			"          state_name
id                  
1   sending_trialnum"
1256.396303	0.0005000000001018634	states																			"        state_name
id                
3   wait_for_cpoke"
1256.396803	0.8934999999999036	states																			"            state_name
id                    
4   wait_for_cpoke_dir"
1257.290303	0.001017000000047119	states																			"     state_name
id             
6   nic_prestim"
1257.29132	0.0004979999998795392	states																			"   state_name
id           
7       cpoke"
1257.291818	0.11548500000003514	states																			"   state_name
id           
8    cpoke_in"
1257.407303	0.048516000000063286	states																			"   state_name
id           
9   cpoke_out"
1257.455819	1.0684839999998985	states																			"   state_name
id           
8    cpoke_in"
1258.524303	0.10050000000001091	states																			"   state_name
id           
9   cpoke_out"
1258.624803	4.000500000000102	states																			"         state_name
id                 
16  nic_error_state"
1262.625303	0.003500000000030923	states																			"        state_name
id                
18  clean_up_state"
1262.629303	5.239001000000144	trials	0.0	0.0	5.0	2.0	1.0	1.0	0.15	4.0	1.0	6500.0	14200.0	1.0	r	d	0.0	4.0	1.0	1.0	
