onset	duration	nwb_table	crosstalk_dir	crosstalk_freq	bup_width	bup_ramp	vol_low	vol_hi	vol	gamma_dir	gamma_freq	freq_lo	freq_hi	HistorySection_hit_history	HistorySection_side_history	HistorySection_task_history	HistorySection_incoh_history	HistorySection_gammadir_history	HistorySection_gammafreq_history	HistorySection_result_history	state_type
739.470303	123.02050100000008	trials	0.0	0.0	5.0	2.0	1.0	1.0	0.15	2.5	1.0	6500.0	14200.0		r	d	0.0	2.5	1.0	4.0	
739.470303	123.02050100000008	states																			"   state_name
id           
0     state_0"
739.470303	0.016000000000076398	states																			"          state_name
id                  
1   sending_trialnum"
739.486303	0.0005009999999856518	states																			"        state_name
id                
3   wait_for_cpoke"
739.486804	120.00001499999996	states																			"            state_name
id                    
4   wait_for_cpoke_dir"
859.486819	3.0004840000000286	states																			"       state_name
id               
17  timeout_state"
862.487303	0.003501000000028398	states																			"        state_name
id                
18  clean_up_state"
862.491304	123.02099999999996	trials	0.0	0.0	5.0	2.0	1.0	1.0	0.15	2.5	2.5	6500.0	14200.0		r	d	0.0	2.5	2.5	4.0	
862.491304	123.02099999999996	states																			"   state_name
id           
0     state_0"
862.491304	0.015998999999965235	states																			"          state_name
id                  
1   sending_trialnum"
862.507303	0.000515000000063992	states																			"        state_name
id                
3   wait_for_cpoke"
862.507818	120.000496	states																			"            state_name
id                    
4   wait_for_cpoke_dir"
982.508314	3.0004889999999023	states																			"       state_name
id               
17  timeout_state"
985.508803	0.003501000000028398	states																			"        state_name
id                
18  clean_up_state"
985.512803	76.75699999999995	trials	0.0	0.0	5.0	2.0	1.0	1.0	0.15	-4.0	1.0	6500.0	14200.0		l	d	1.0	-4.0	1.0	3.0	
985.512803	76.75699999999995	states																			"   state_name
id           
0     state_0"
985.512803	0.016001000000073873	states																			"          state_name
id                  
1   sending_trialnum"
985.528804	0.0005149999999503052	states																			"        state_name
id                
3   wait_for_cpoke"
985.529319	72.62098900000001	states																			"            state_name
id                    
4   wait_for_cpoke_dir"
1058.150308	0.0014960000000883156	states																			"     state_name
id             
6   nic_prestim"
1058.151804	0.0005139999998391431	states																			"   state_name
id           
7       cpoke"
1058.152318	0.013001000000031127	states																			"   state_name
id           
8    cpoke_in"
1058.165319	0.1004849999999351	states																			"   state_name
id           
9   cpoke_out"
1058.265804	4.000499000000218	states																			"         state_name
id                 
16  nic_error_state"
1062.266303	0.003499999999803549	states																			"        state_name
id                
18  clean_up_state"
1062.270304	9.423015000000078	trials	0.0	0.0	5.0	2.0	1.0	1.0	0.15	-4.0	4.0	6500.0	14200.0	0.0	l	d	1.0	-4.0	4.0	2.0	
1062.270304	9.423015000000078	states																			"   state_name
id           
0     state_0"
1062.270304	0.016000000000076398	states																			"          state_name
id                  
1   sending_trialnum"
1062.286304	0.0005000000001018634	states																			"        state_name
id                
3   wait_for_cpoke"
1062.286804	4.589999000000034	states																			"            state_name
id                    
4   wait_for_cpoke_dir"
1066.876803	0.0009999999999763531	states																			"     state_name
id             
6   nic_prestim"
1066.877803	0.0004999999998744897	states																			"   state_name
id           
7       cpoke"
1066.878303	1.3155150000000049	states																			"   state_name
id           
8    cpoke_in"
1068.193818	0.08448500000008607	states																			"   state_name
id           
9   cpoke_out"
1068.278303	0.0005009999999856518	states																			"       state_name
id               
10  wait_for_cout"
1068.278804	0.4110040000000481	states																			"        state_name
id                
11  wait_for_spoke"
1068.689808	3.0000099999999748	states																			"     state_name
id             
14  error_state"
1071.689818	0.0035009999999147112	states																			"        state_name
id                
18  clean_up_state"
1071.693818	7.258000000000038	trials	0.0	0.0	5.0	2.0	1.0	1.0	0.15	-4.0	1.0	6500.0	14200.0		l	d	1.0	-4.0	1.0	3.0	
1071.693818	7.258000000000038	states																			"   state_name
id           
0     state_0"
1071.693818	0.016000000000076398	states																			"          state_name
id                  
1   sending_trialnum"
1071.709818	0.00048500000002604793	states																			"        state_name
id                
3   wait_for_cpoke"
1071.710303	2.014500999999882	states																			"            state_name
id                    
4   wait_for_cpoke_dir"
1073.724804	0.0010039999999662541	states																			"     state_name
id             
6   nic_prestim"
1073.725808	0.0005009999999856518	states																			"   state_name
id           
7       cpoke"
1073.726309	1.1209949999999935	states																			"   state_name
id           
8    cpoke_in"
1074.847304	0.10051400000020294	states																			"   state_name
id           
9   cpoke_out"
1074.947818	4.00048599999991	states																			"         state_name
id                 
16  nic_error_state"
1078.948304	0.0035139999999955762	states																			"        state_name
id                
18  clean_up_state"
1078.952303	5.1254999999998745	trials	0.0	0.0	5.0	2.0	1.0	1.0	0.15	-2.5	2.5	6500.0	14200.0	0.0	l	d	1.0	-2.5	2.5	2.0	
1078.952303	5.1254999999998745	states																			"   state_name
id           
0     state_0"
1078.952303	0.016000999999960186	states																			"          state_name
id                  
1   sending_trialnum"
1078.968304	0.0004989999999907013	states																			"        state_name
id                
3   wait_for_cpoke"
1078.968803	0.39550099999996746	states																			"            state_name
id                    
4   wait_for_cpoke_dir"
1079.364304	0.0014989999999670545	states																			"     state_name
id             
6   nic_prestim"
1079.365803	0.0005009999999856518	states																			"   state_name
id           
7       cpoke"
1079.366304	1.3999990000002072	states																			"   state_name
id           
8    cpoke_in"
1080.766303	0.024499999999989086	states																			"       state_name
id               
10  wait_for_cout"
1080.790803	0.28350000000000364	states																			"        state_name
id                
11  wait_for_spoke"
1081.074303	3.0	states																			"     state_name
id             
14  error_state"
1084.074303	0.003499999999803549	states																			"        state_name
id                
18  clean_up_state"
1084.078304	12.591500000000224	trials	0.0	0.0	5.0	2.0	1.0	1.0	0.15	-2.5	2.5	6500.0	14200.0		l	d	1.0	-2.5	2.5	3.0	
1084.078304	12.591500000000224	states																			"   state_name
id           
0     state_0"
1084.078304	0.01599900000019261	states																			"          state_name
id                  
1   sending_trialnum"
1084.094303	0.0005009999999856518	states																			"        state_name
id                
3   wait_for_cpoke"
1084.094804	7.238509000000022	states																			"            state_name
id                    
4   wait_for_cpoke_dir"
1091.333313	0.0014909999999872525	states																			"     state_name
id             
6   nic_prestim"
1091.334804	0.0004999999998744897	states																			"   state_name
id           
7       cpoke"
1091.335304	1.230015000000094	states																			"   state_name
id           
8    cpoke_in"
1092.565319	0.10049899999989975	states																			"   state_name
id           
9   cpoke_out"
1092.665818	4.000485000000026	states																			"         state_name
id                 
16  nic_error_state"
1096.666303	0.003501000000142085	states																			"        state_name
id                
18  clean_up_state"
1096.670314	13.705989999999929	trials	0.0	0.0	5.0	2.0	1.0	1.0	0.15	-4.0	4.0	6500.0	14200.0		l	d	1.0	-4.0	4.0	3.0	
1096.670314	13.705989999999929	states																			"   state_name
id           
0     state_0"
1096.670314	0.016000000000076398	states																			"          state_name
id                  
1   sending_trialnum"
1096.686314	0.0005049999999755528	states																			"        state_name
id                
3   wait_for_cpoke"
1096.686819	9.526984999999968	states																			"            state_name
id                    
4   wait_for_cpoke_dir"
1106.213804	0.0015000000000782165	states																			"     state_name
id             
6   nic_prestim"
1106.215304	0.0005139999998391431	states																			"   state_name
id           
7       cpoke"
1106.215818	0.05600000000004002	states																			"   state_name
id           
8    cpoke_in"
1106.271818	0.10048600000004626	states																			"   state_name
id           
9   cpoke_out"
1106.372304	4.000500000000102	states																			"         state_name
id                 
16  nic_error_state"
1110.372804	0.003499999999803549	states																			"        state_name
id                
18  clean_up_state"
1110.376803	43.80099999999993	trials	0.0	0.0	5.0	2.0	1.0	1.0	0.15	-2.5	4.0	6500.0	14200.0	0.0	l	d	1.0	-2.5	4.0	2.0	
1110.376803	43.80099999999993	states																			"   state_name
id           
0     state_0"
1110.376803	0.015999999999849024	states																			"          state_name
id                  
1   sending_trialnum"
1110.392803	0.0005009999999856518	states																			"        state_name
id                
3   wait_for_cpoke"
1110.393304	39.05649900000003	states																			"            state_name
id                    
4   wait_for_cpoke_dir"
1149.449803	0.0015000000000782165	states																			"     state_name
id             
6   nic_prestim"
1149.451303	0.0004999999998744897	states																			"   state_name
id           
7       cpoke"
1149.451803	1.331000000000131	states																			"   state_name
id           
8    cpoke_in"
1150.782803	0.06899999999995998	states																			"   state_name
id           
9   cpoke_out"
1150.851803	0.0004999999998744897	states																			"       state_name
id               
10  wait_for_cout"
1150.852303	0.32200600000010127	states																			"        state_name
id                
11  wait_for_spoke"
1151.174309	3.00000399999999	states																			"     state_name
id             
14  error_state"
1154.174313	0.0034900000000561704	states																			"        state_name
id                
18  clean_up_state"
1154.178311	6.1459950000000845	trials	0.0	0.0	5.0	2.0	1.0	1.0	0.15	-4.0	1.0	6500.0	14200.0		l	d	1.0	-4.0	1.0	3.0	
1154.178311	6.1459950000000845	states																			"   state_name
id           
0     state_0"
1154.178311	0.016000000000076398	states																			"          state_name
id                  
1   sending_trialnum"
1154.194311	0.4814920000001166	states																			"        state_name
id                
3   wait_for_cpoke"
1154.675803	0.2424999999998363	states																			"            state_name
id                    
4   wait_for_cpoke_dir"
1154.918303	0.001515000000154032	states																			"     state_name
id             
6   nic_prestim"
1154.919818	0.0004879999999047868	states																			"   state_name
id           
7       cpoke"
1154.920306	1.2995120000000497	states																			"   state_name
id           
8    cpoke_in"
1156.219818	0.10048600000004626	states																			"   state_name
id           
9   cpoke_out"
1156.320304	4.000498999999991	states																			"         state_name
id                 
16  nic_error_state"
1160.320803	0.0035029999999096617	states																			"        state_name
id                
18  clean_up_state"
1160.324804	5.704498999999942	trials	0.0	0.0	5.0	2.0	1.0	1.0	0.15	-4.0	4.0	6500.0	14200.0	0.0	l	d	1.0	-4.0	4.0	2.0	
1160.324804	5.704498999999942	states																			"   state_name
id           
0     state_0"
1160.324804	0.015999999999849024	states																			"          state_name
id                  
1   sending_trialnum"
1160.340804	0.8635000000001583	states																			"        state_name
id                
3   wait_for_cpoke"
1161.204304	0.25149999999985084	states																			"            state_name
id                    
4   wait_for_cpoke_dir"
1161.455804	0.0009999999999763531	states																			"     state_name
id             
6   nic_prestim"
1161.456804	0.0005150000001776789	states																			"   state_name
id           
7       cpoke"
1161.457319	1.3594839999998385	states																			"   state_name
id           
8    cpoke_in"
1162.816803	0.040500000000065484	states																			"   state_name
id           
9   cpoke_out"
1162.857303	0.0005009999999856518	states																			"       state_name
id               
10  wait_for_cout"
1162.857804	0.1675000000000182	states																			"        state_name
id                
11  wait_for_spoke"
1163.025304	3.000500000000102	states																			"     state_name
id             
14  error_state"
1166.025804	0.0034989999999197607	states																			"        state_name
id                
18  clean_up_state"
1166.029809	6.488009000000147	trials	0.0	0.0	5.0	2.0	1.0	1.0	0.15	-4.0	4.0	6500.0	14200.0		l	d	1.0	-4.0	4.0	3.0	
1166.029809	6.488009000000147	states																			"   state_name
id           
0     state_0"
1166.029809	0.015994000000091546	states																			"          state_name
id                  
1   sending_trialnum"
1166.045803	1.2585010000000239	states																			"        state_name
id                
3   wait_for_cpoke"
1167.304304	0.12249900000006164	states																			"            state_name
id                    
4   wait_for_cpoke_dir"
1167.426803	0.001014999999824795	states																			"     state_name
id             
6   nic_prestim"
1167.427818	0.000494000000117012	states																			"   state_name
id           
7       cpoke"
1167.428312	0.4804919999999129	states																			"   state_name
id           
8    cpoke_in"
1167.908804	0.0965000000001055	states																			"   state_name
id           
9   cpoke_out"
1168.005304	0.4080059999998866	states																			"   state_name
id           
8    cpoke_in"
1168.41331	0.10049300000014227	states																			"   state_name
id           
9   cpoke_out"
1168.513803	4.0005069999999705	states																			"         state_name
id                 
16  nic_error_state"
1172.51431	0.0035080000000107248	states																			"        state_name
id                
18  clean_up_state"
1172.518313	3.6404909999998836	trials	0.0	0.0	5.0	2.0	1.0	1.0	0.15	-2.5	2.5	6500.0	14200.0	1.0	l	d	1.0	-2.5	2.5	1.0	
1172.518313	3.6404909999998836	states																			"   state_name
id           
0     state_0"
1172.518313	0.015998999999965235	states																			"          state_name
id                  
1   sending_trialnum"
1172.534312	0.0004919999998946878	states																			"        state_name
id                
3   wait_for_cpoke"
1172.534804	0.5180000000000291	states																			"            state_name
id                    
4   wait_for_cpoke_dir"
1173.052804	0.0009999999999763531	states																			"     state_name
id             
6   nic_prestim"
1173.053804	0.0005000000001018634	states																			"   state_name
id           
7       cpoke"
1173.054304	1.399503999999979	states																			"   state_name
id           
8    cpoke_in"
1174.453808	0.25101100000006227	states																			"       state_name
id               
10  wait_for_cout"
1174.704819	0.5514839999998458	states																			"        state_name
id                
11  wait_for_spoke"
1175.256303	0.0005010000002130255	states																			"   state_name
id           
12  hit_state"
1175.256804	0.0004989999999907013	states																			"    state_name
id            
13  hit_state2"
1175.257303	0.003499999999803549	states																			"        state_name
id                
18  clean_up_state"
1175.260803	0.898001000000022	states																			"                state_name
id                        
2   check_next_trial_ready"
1176.159303	5.435500000000047	trials	0.0	0.0	5.0	2.0	1.0	1.0	0.15	2.5	4.0	6500.0	14200.0		r	d	0.0	2.5	4.0	3.0	
1176.159303	5.435500000000047	states																			"   state_name
id           
0     state_0"
1176.159303	0.016000000000076398	states																			"          state_name
id                  
1   sending_trialnum"
1176.175303	0.0005149999999503052	states																			"        state_name
id                
3   wait_for_cpoke"
1176.175818	0.1404850000001261	states																			"            state_name
id                    
4   wait_for_cpoke_dir"
1176.316303	0.0010009999998601415	states																			"     state_name
id             
6   nic_prestim"
